source,run_dir,model_name,seed,status,elapsed_seconds
classical,20260523_195224_qnlpbench_r_stage6d_classical_latent_primitive_sequence_extra_trees_500_seed67,extra_trees_500,67,completed,1.236101125003188
classical,20260523_195225_qnlpbench_r_stage6d_classical_latent_primitive_sequence_gradient_boosting_300_seed67,gradient_boosting_300,67,completed,0.5840746670000954
classical,20260523_195226_qnlpbench_r_stage6d_classical_latent_primitive_sequence_corrected_rbf_svm_seed67,corrected_rbf_svm,67,completed,0.704430957994191
classical,20260523_195227_qnlpbench_r_stage6d_classical_latent_primitive_sequence_logistic_seed79,logistic,79,completed,0.48661145800724626
classical,20260523_195227_qnlpbench_r_stage6d_classical_latent_primitive_sequence_majority_seed79,majority,79,completed,0.2544701669976348
classical,20260523_195227_qnlpbench_r_stage6d_classical_latent_primitive_sequence_poly_svm_d3_seed67,poly_svm_d3,67,completed,0.4233987499901559
classical,20260523_195228_qnlpbench_r_stage6d_classical_latent_primitive_sequence_sequence_mlp_256x3_seed79,sequence_mlp_256x3,79,completed,1.580402082996443
classical,20260523_195229_qnlpbench_r_stage6d_classical_latent_primitive_sequence_random_forest_500_seed79,random_forest_500,79,completed,1.3605351250007516
classical,20260523_195231_qnlpbench_r_stage6d_classical_latent_primitive_sequence_extra_trees_500_seed79,extra_trees_500,79,completed,1.3083944170066388
classical,20260523_195232_qnlpbench_r_stage6d_classical_latent_primitive_sequence_gradient_boosting_300_seed79,gradient_boosting_300,79,completed,0.5910838330019033
classical,20260523_195233_qnlpbench_r_stage6d_classical_latent_primitive_sequence_corrected_rbf_svm_seed79,corrected_rbf_svm,79,completed,0.6629158750001807
classical,20260523_195233_qnlpbench_r_stage6d_classical_latent_primitive_sequence_poly_svm_d3_seed79,poly_svm_d3,79,completed,0.4921222080010921
classical,20260523_195234_qnlpbench_r_stage6d_classical_latent_primitive_sequence_logistic_seed83,logistic,83,completed,0.8446052500075893
classical,20260523_195234_qnlpbench_r_stage6d_classical_latent_primitive_sequence_majority_seed83,majority,83,completed,0.273899124993477
classical,20260523_195235_qnlpbench_r_stage6d_classical_latent_primitive_sequence_sequence_mlp_256x3_seed83,sequence_mlp_256x3,83,completed,2.1327942499920027
classical,20260523_195237_qnlpbench_r_stage6d_classical_latent_primitive_sequence_random_forest_500_seed83,random_forest_500,83,completed,1.2684817499975907
classical,20260523_195238_qnlpbench_r_stage6d_classical_latent_primitive_sequence_extra_trees_500_seed83,extra_trees_500,83,completed,1.3165092919953167
classical,20260523_195240_qnlpbench_r_stage6d_classical_latent_primitive_sequence_corrected_rbf_svm_seed83,corrected_rbf_svm,83,completed,0.6649130000005243
classical,20260523_195240_qnlpbench_r_stage6d_classical_latent_primitive_sequence_gradient_boosting_300_seed83,gradient_boosting_300,83,completed,0.5912648750090739
classical,20260523_195241_qnlpbench_r_stage6d_classical_latent_primitive_sequence_majority_seed97,majority,97,completed,0.3267713749955874
classical,20260523_195241_qnlpbench_r_stage6d_classical_latent_primitive_sequence_poly_svm_d3_seed83,poly_svm_d3,83,completed,0.427867584003252
classical,20260523_195242_qnlpbench_r_stage6d_classical_latent_primitive_sequence_logistic_seed97,logistic,97,completed,0.5737257919972762
classical,20260523_195242_qnlpbench_r_stage6d_classical_latent_primitive_sequence_sequence_mlp_256x3_seed97,sequence_mlp_256x3,97,completed,1.6653723750059726
classical,20260523_195244_qnlpbench_r_stage6d_classical_latent_primitive_sequence_random_forest_500_seed97,random_forest_500,97,completed,1.325242667007842
classical,20260523_195245_qnlpbench_r_stage6d_classical_latent_primitive_sequence_extra_trees_500_seed97,extra_trees_500,97,completed,1.3253079999994952
classical,20260523_195247_qnlpbench_r_stage6d_classical_latent_primitive_sequence_corrected_rbf_svm_seed97,corrected_rbf_svm,97,completed,0.6926687079976546
classical,20260523_195247_qnlpbench_r_stage6d_classical_latent_primitive_sequence_gradient_boosting_300_seed97,gradient_boosting_300,97,completed,0.5888590410031611
classical,20260523_195248_qnlpbench_r_stage6d_classical_latent_primitive_sequence_majority_seed109,majority,109,completed,0.35621987500053365
classical,20260523_195248_qnlpbench_r_stage6d_classical_latent_primitive_sequence_poly_svm_d3_seed97,poly_svm_d3,97,completed,0.42912541699479334
classical,20260523_195249_qnlpbench_r_stage6d_classical_latent_primitive_sequence_logistic_seed109,logistic,109,completed,0.7717486670007929
classical,20260523_195249_qnlpbench_r_stage6d_classical_latent_primitive_sequence_sequence_mlp_256x3_seed109,sequence_mlp_256x3,109,completed,2.9047682499949588
classical,20260523_195252_qnlpbench_r_stage6d_classical_latent_primitive_sequence_random_forest_500_seed109,random_forest_500,109,completed,1.2958464169932995
classical,20260523_195254_qnlpbench_r_stage6d_classical_latent_primitive_sequence_extra_trees_500_seed109,extra_trees_500,109,completed,1.2446523329999764
classical,20260523_195255_qnlpbench_r_stage6d_classical_latent_primitive_sequence_corrected_rbf_svm_seed109,corrected_rbf_svm,109,completed,0.7100311669928487
classical,20260523_195255_qnlpbench_r_stage6d_classical_latent_primitive_sequence_gradient_boosting_300_seed109,gradient_boosting_300,109,completed,0.588187041998026
classical,20260523_195256_qnlpbench_r_stage6d_classical_latent_primitive_sequence_poly_svm_d3_seed109,poly_svm_d3,109,completed,0.42183641699375585
topology,20260523_195300_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed11,qfc_random_01,11,completed,7.442303207993973
topology,20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,qfc_ring,11,completed,5.584862458999851
topology,20260523_195313_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed11,qfc_all_to_all,11,completed,5.623313874995802
topology,20260523_195318_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed11,qfc_linear_chain,11,completed,7.7450612079992425
topology,20260523_195326_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed11,qfc_grammar,11,completed,4.490800208004657
topology,20260523_195330_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed11,qfc_no_entanglement,11,completed,4.804742124993936
topology,20260523_195335_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed11,qfc_random_01_random_label,11,completed,3.2254588750074618
topology,20260523_195339_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed23,qfc_random_01,23,completed,7.313809957995545
topology,20260523_195346_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed23,qfc_ring,23,completed,6.792244666998158
topology,20260523_195353_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed23,qfc_all_to_all,23,completed,7.661701708013425
topology,20260523_195400_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed23,qfc_linear_chain,23,completed,7.1568897499964805
topology,20260523_195407_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed23,qfc_grammar,23,completed,4.645740667008795
topology,20260523_195412_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed23,qfc_no_entanglement,23,completed,7.668643124998198
topology,20260523_195420_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed23,qfc_random_01_random_label,23,completed,1.6636040420125937
topology,20260523_195421_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed37,qfc_random_01,37,completed,6.839285915993969
topology,20260523_195428_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed37,qfc_ring,37,completed,7.6369686250109226
topology,20260523_195436_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed37,qfc_all_to_all,37,completed,6.38789420799003
topology,20260523_195442_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed37,qfc_linear_chain,37,completed,7.659051875001751
topology,20260523_195450_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed37,qfc_grammar,37,completed,5.086730333001469
topology,20260523_195455_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed37,qfc_no_entanglement,37,completed,4.26257020799676
topology,20260523_195459_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed37,qfc_random_01_random_label,37,completed,2.5007122090028133
topology,20260523_195502_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed41,qfc_random_01,41,completed,7.86329750000732
topology,20260523_195510_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed41,qfc_ring,41,completed,4.3769371660018805
topology,20260523_195514_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed41,qfc_all_to_all,41,completed,5.940450249996502
topology,20260523_195520_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed41,qfc_linear_chain,41,completed,4.867041625009733
topology,20260523_195525_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed41,qfc_grammar,41,completed,4.800376416998915
topology,20260523_195530_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed41,qfc_no_entanglement,41,completed,5.394520166999428
topology,20260523_195535_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed41,qfc_random_01_random_label,41,completed,1.7526122920098715
topology,20260523_195537_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed53,qfc_random_01,53,completed,6.126341583003523
topology,20260523_195543_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed53,qfc_ring,53,completed,7.663449542000308
topology,20260523_195551_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed53,qfc_all_to_all,53,completed,7.724271458995645
topology,20260523_195558_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed53,qfc_linear_chain,53,completed,6.727341542005888
topology,20260523_195605_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed53,qfc_grammar,53,completed,7.678755999993882
topology,20260523_195613_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed53,qfc_no_entanglement,53,completed,4.159023291009362
topology,20260523_195617_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed53,qfc_random_01_random_label,53,completed,1.772673624989693
topology,20260523_195619_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed67,qfc_random_01,67,completed,7.787952458005748
topology,20260523_195626_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed67,qfc_ring,67,completed,6.062863625003956
topology,20260523_195633_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed67,qfc_all_to_all,67,completed,7.255326500002411
topology,20260523_195640_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed67,qfc_linear_chain,67,completed,6.831506874994375
topology,20260523_195647_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed67,qfc_grammar,67,completed,6.958402000003844
topology,20260523_195654_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed67,qfc_no_entanglement,67,completed,7.668481917004101
topology,20260523_195701_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed67,qfc_random_01_random_label,67,completed,2.1533017910114722
topology,20260523_195703_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed79,qfc_random_01,79,completed,7.810798291000538
topology,20260523_195711_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed79,qfc_ring,79,completed,6.217375249994802
topology,20260523_195717_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed79,qfc_all_to_all,79,completed,7.787746249989141
topology,20260523_195725_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed79,qfc_linear_chain,79,completed,7.970111917005852
topology,20260523_195733_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed79,qfc_grammar,79,completed,4.964325082997675
topology,20260523_195738_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed79,qfc_no_entanglement,79,completed,7.0172239579987945
topology,20260523_195745_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed79,qfc_random_01_random_label,79,completed,1.6072313330078032
topology,20260523_195747_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed83,qfc_random_01,83,completed,5.1339181659859605
topology,20260523_195752_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed83,qfc_ring,83,completed,5.6281522500066785
topology,20260523_195758_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed83,qfc_all_to_all,83,completed,8.088348707999103
topology,20260523_195806_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed83,qfc_linear_chain,83,completed,7.222126957989531
topology,20260523_195813_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed83,qfc_grammar,83,completed,6.371308040994336
topology,20260523_195819_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed83,qfc_no_entanglement,83,completed,6.767294292003498
topology,20260523_195826_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed83,qfc_random_01_random_label,83,completed,2.0984815410047304
topology,20260523_195828_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed97,qfc_random_01,97,completed,5.321864165991428
topology,20260523_195833_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed97,qfc_ring,97,completed,4.8616839999886
topology,20260523_195838_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed97,qfc_all_to_all,97,completed,6.055591832991922
topology,20260523_195844_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed97,qfc_linear_chain,97,completed,6.224376624988508
topology,20260523_195851_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed97,qfc_grammar,97,completed,4.6364122920058435
topology,20260523_195855_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed97,qfc_no_entanglement,97,completed,6.512828874998377
topology,20260523_195902_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed97,qfc_random_01_random_label,97,completed,1.6457757500029402
topology,20260523_195903_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed109,qfc_random_01,109,completed,4.875325457993313
topology,20260523_195908_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed109,qfc_ring,109,completed,5.030432125000516
topology,20260523_195913_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed109,qfc_all_to_all,109,completed,7.665839084002073
topology,20260523_195921_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed109,qfc_linear_chain,109,completed,4.875429583989899
topology,20260523_195926_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed109,qfc_grammar,109,completed,4.584644417001982
topology,20260523_195930_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed109,qfc_no_entanglement,109,completed,7.6423134170036064
topology,20260523_195938_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed109,qfc_random_01_random_label,109,completed,2.205151540998486
