source,run_dir,model_name,model_type,seed,topology,parameter_count,elapsed_seconds,train_balanced_accuracy,val_balanced_accuracy,test_balanced_accuracy,ood_composition_balanced_accuracy,ood_depth_balanced_accuracy
classical,20260523_195218_qnlpbench_r_stage6d_classical_latent_primitive_sequence_corrected_rbf_svm_seed53,corrected_rbf_svm,rbf_svm,53,classical,0,0.6501144999929238,0.9913549236697068,0.7198616600790514,0.7418427882832777,0.6112500000000001,0.7424091587854653
classical,20260523_195218_qnlpbench_r_stage6d_classical_latent_primitive_sequence_gradient_boosting_300_seed53,gradient_boosting_300,gradient_boosting,53,classical,0,0.5916859999997541,0.9357776910695996,0.7495059288537549,0.7477753058954394,0.595,0.8196864111498258
classical,20260523_195219_qnlpbench_r_stage6d_classical_latent_primitive_sequence_majority_seed67,majority,majority,67,classical,0,0.29863674999796785,0.5,0.5,0.5,0.5,0.5
classical,20260523_195219_qnlpbench_r_stage6d_classical_latent_primitive_sequence_poly_svm_d3_seed53,poly_svm_d3,poly_svm,53,classical,0,0.436381417006487,0.9975369458128078,0.7308959156785244,0.7412866147571375,0.59375,0.764808362369338
classical,20260523_195220_qnlpbench_r_stage6d_classical_latent_primitive_sequence_logistic_seed67,logistic,logistic_regression,67,classical,100,1.0057697080046637,0.6638824301691402,0.6493331869820537,0.673125,0.49943883277216605,0.6740955673539943
classical,20260523_195221_qnlpbench_r_stage6d_classical_latent_primitive_sequence_sequence_mlp_256x3_seed67,sequence_mlp_256x3,sequence_mlp,67,classical,144898,2.141804458005936,0.9965675057208239,0.8263816475495307,0.8006249999999999,0.6043771043771043,0.8169527102111371
classical,20260523_195223_qnlpbench_r_stage6d_classical_latent_primitive_sequence_random_forest_500_seed67,random_forest_500,random_forest,67,classical,0,1.251124708011048,1.0,0.822512485593546,0.79,0.4921436588103255,0.8504136313125077
classical,20260523_195224_qnlpbench_r_stage6d_classical_latent_primitive_sequence_extra_trees_500_seed67,extra_trees_500,extra_trees,67,classical,0,1.236101125003188,1.0,0.8335711541627793,0.81,0.46352413019079686,0.8668971477960241
classical,20260523_195225_qnlpbench_r_stage6d_classical_latent_primitive_sequence_gradient_boosting_300_seed67,gradient_boosting_300,gradient_boosting,67,classical,0,0.5840746670000954,0.9177765780578033,0.7417814609516491,0.726875,0.4719416386083053,0.7728731942215088
classical,20260523_195226_qnlpbench_r_stage6d_classical_latent_primitive_sequence_corrected_rbf_svm_seed67,corrected_rbf_svm,rbf_svm,67,classical,0,0.704430957994191,0.9879693989607425,0.7630206904121617,0.73,0.4455667789001122,0.7839856772441042
classical,20260523_195227_qnlpbench_r_stage6d_classical_latent_primitive_sequence_logistic_seed79,logistic,logistic_regression,79,classical,100,0.48661145800724626,0.6800019515050983,0.6777619230558147,0.6774553571428572,0.623948540326571,0.789395624768261
classical,20260523_195227_qnlpbench_r_stage6d_classical_latent_primitive_sequence_majority_seed79,majority,majority,79,classical,0,0.2544701669976348,0.5,0.5,0.5,0.5,0.5
classical,20260523_195227_qnlpbench_r_stage6d_classical_latent_primitive_sequence_poly_svm_d3_seed67,poly_svm_d3,poly_svm,67,classical,0,0.4233987499901559,0.9986595174262735,0.7629109269524175,0.7425,0.441638608305275,0.8228176318063959
classical,20260523_195228_qnlpbench_r_stage6d_classical_latent_primitive_sequence_sequence_mlp_256x3_seed79,sequence_mlp_256x3,sequence_mlp,79,classical,144898,1.580402082996443,0.9877360101478265,0.8294824652873058,0.7715773809523809,0.6316180108857001,0.8166481275491286
classical,20260523_195229_qnlpbench_r_stage6d_classical_latent_primitive_sequence_random_forest_500_seed79,random_forest_500,random_forest,79,classical,0,1.3605351250007516,1.0,0.8032764392733659,0.7953869047619048,0.5779317169717961,0.8837597330367075
classical,20260523_195231_qnlpbench_r_stage6d_classical_latent_primitive_sequence_extra_trees_500_seed79,extra_trees_500,extra_trees,79,classical,0,1.3083944170066388,1.0,0.8214148509961035,0.8058035714285714,0.580776843146957,0.878383388950686
classical,20260523_195232_qnlpbench_r_stage6d_classical_latent_primitive_sequence_gradient_boosting_300_seed79,gradient_boosting_300,gradient_boosting,79,classical,0,0.5910838330019033,0.9519441869541885,0.7923275341638769,0.7682291666666667,0.5251113310242455,0.8112717834631071
classical,20260523_195233_qnlpbench_r_stage6d_classical_latent_primitive_sequence_corrected_rbf_svm_seed79,corrected_rbf_svm,rbf_svm,79,classical,0,0.6629158750001807,0.9987864077669903,0.7403545359749739,0.7466517857142857,0.48886689757545765,0.7843900630329996
classical,20260523_195233_qnlpbench_r_stage6d_classical_latent_primitive_sequence_poly_svm_d3_seed79,poly_svm_d3,poly_svm,79,classical,0,0.4921222080010921,1.0,0.7736403051424181,0.7637648809523809,0.5275853537852548,0.8177604746014089
classical,20260523_195234_qnlpbench_r_stage6d_classical_latent_primitive_sequence_logistic_seed83,logistic,logistic_regression,83,classical,100,0.8446052500075893,0.696952439587502,0.6508869240485474,0.5952579420209317,0.4792207792207792,0.7391142998515586
classical,20260523_195234_qnlpbench_r_stage6d_classical_latent_primitive_sequence_majority_seed83,majority,majority,83,classical,0,0.273899124993477,0.5,0.5,0.5,0.5,0.5
classical,20260523_195235_qnlpbench_r_stage6d_classical_latent_primitive_sequence_sequence_mlp_256x3_seed83,sequence_mlp_256x3,sequence_mlp,83,classical,144898,2.1327942499920027,0.9881637678928736,0.7913119885770773,0.7698897841993146,0.5993506493506493,0.834487877288471
classical,20260523_195237_qnlpbench_r_stage6d_classical_latent_primitive_sequence_random_forest_500_seed83,random_forest_500,random_forest,83,classical,0,1.2684817499975907,1.0,0.7980668899994507,0.7645179216449014,0.4577922077922078,0.8233547748639287
classical,20260523_195238_qnlpbench_r_stage6d_classical_latent_primitive_sequence_extra_trees_500_seed83,extra_trees_500,extra_trees,83,classical,0,1.3165092919953167,1.0,0.8050414630127959,0.7976752801704177,0.4564935064935065,0.8509401286491836
classical,20260523_195240_qnlpbench_r_stage6d_classical_latent_primitive_sequence_corrected_rbf_svm_seed83,corrected_rbf_svm,rbf_svm,83,classical,0,0.6649130000005243,0.9963829459750655,0.7245867428194849,0.7227007502083912,0.4409090909090909,0.7603908955962395
classical,20260523_195240_qnlpbench_r_stage6d_classical_latent_primitive_sequence_gradient_boosting_300_seed83,gradient_boosting_300,gradient_boosting,83,classical,0,0.5912648750090739,0.9457749730644913,0.7571805151298808,0.7112160785403353,0.44805194805194803,0.7783275606135576
classical,20260523_195241_qnlpbench_r_stage6d_classical_latent_primitive_sequence_majority_seed97,majority,majority,97,classical,0,0.3267713749955874,0.5,0.5,0.5,0.5,0.5
classical,20260523_195241_qnlpbench_r_stage6d_classical_latent_primitive_sequence_poly_svm_d3_seed83,poly_svm_d3,poly_svm,83,classical,0,0.427867584003252,1.0,0.7760448130045582,0.7452070019449848,0.4688311688311688,0.8393122216724394
classical,20260523_195242_qnlpbench_r_stage6d_classical_latent_primitive_sequence_logistic_seed97,logistic,logistic_regression,97,classical,100,0.5737257919972762,0.682905220451657,0.6884057971014492,0.6473947400913693,0.4855769230769231,0.7025691699604744
classical,20260523_195242_qnlpbench_r_stage6d_classical_latent_primitive_sequence_sequence_mlp_256x3_seed97,sequence_mlp_256x3,sequence_mlp,97,classical,144898,1.6653723750059726,0.9778448528692931,0.7628458498023716,0.7138226941597727,0.674342105263158,0.8097826086956521
classical,20260523_195244_qnlpbench_r_stage6d_classical_latent_primitive_sequence_random_forest_500_seed97,random_forest_500,random_forest,97,classical,0,1.325242667007842,1.0,0.7781620553359684,0.788986294604272,0.5994433198380567,0.8829051383399209
classical,20260523_195245_qnlpbench_r_stage6d_classical_latent_primitive_sequence_extra_trees_500_seed97,extra_trees_500,extra_trees,97,classical,0,1.3253079999994952,1.0,0.8076416337285903,0.8137115693295469,0.6275303643724697,0.883399209486166
classical,20260523_195247_qnlpbench_r_stage6d_classical_latent_primitive_sequence_corrected_rbf_svm_seed97,corrected_rbf_svm,rbf_svm,97,classical,0,0.6926687079976546,0.9899855802131196,0.7144268774703557,0.7442894184467218,0.583248987854251,0.8058300395256917
classical,20260523_195247_qnlpbench_r_stage6d_classical_latent_primitive_sequence_gradient_boosting_300_seed97,gradient_boosting_300,gradient_boosting,97,classical,0,0.5888590410031611,0.939314693518428,0.7816205533596838,0.7442894184467218,0.5468117408906883,0.8100296442687747
classical,20260523_195248_qnlpbench_r_stage6d_classical_latent_primitive_sequence_majority_seed109,majority,majority,109,classical,0,0.35621987500053365,0.5,0.5,0.5,0.5,0.5
classical,20260523_195248_qnlpbench_r_stage6d_classical_latent_primitive_sequence_poly_svm_d3_seed97,poly_svm_d3,poly_svm,97,classical,0,0.42912541699479334,0.9948186528497409,0.7371541501976284,0.755340165452525,0.6120951417004048,0.8164525691699605
classical,20260523_195249_qnlpbench_r_stage6d_classical_latent_primitive_sequence_logistic_seed109,logistic,logistic_regression,109,classical,100,0.7717486670007929,0.6801829268292683,0.6627158242634907,0.6376447454664628,0.5825,0.6785714285714286
classical,20260523_195249_qnlpbench_r_stage6d_classical_latent_primitive_sequence_sequence_mlp_256x3_seed109,sequence_mlp_256x3,sequence_mlp,109,classical,144898,2.9047682499949588,1.0,0.8353467434041826,0.8582196697774587,0.5925,0.7700892857142858
classical,20260523_195252_qnlpbench_r_stage6d_classical_latent_primitive_sequence_random_forest_500_seed109,random_forest_500,random_forest,109,classical,0,1.2958464169932995,1.0,0.8001310615989514,0.8163800368301133,0.565,0.8430059523809523
classical,20260523_195254_qnlpbench_r_stage6d_classical_latent_primitive_sequence_extra_trees_500_seed109,extra_trees_500,extra_trees,109,classical,0,1.2446523329999764,1.0,0.8462875377514388,0.8119479384500141,0.5874999999999999,0.84375
classical,20260523_195255_qnlpbench_r_stage6d_classical_latent_primitive_sequence_corrected_rbf_svm_seed109,corrected_rbf_svm,rbf_svm,109,classical,0,0.7100311669928487,0.9913109756097561,0.7124052652572797,0.7814850650769375,0.54125,0.7537202380952381
classical,20260523_195255_qnlpbench_r_stage6d_classical_latent_primitive_sequence_gradient_boosting_300_seed109,gradient_boosting_300,gradient_boosting,109,classical,0,0.588187041998026,0.9455487804878049,0.7322354550116816,0.7817971846811698,0.5325,0.8430059523809523
classical,20260523_195256_qnlpbench_r_stage6d_classical_latent_primitive_sequence_poly_svm_d3_seed109,poly_svm_d3,poly_svm,109,classical,0,0.42183641699375585,0.99875,0.7477634053222406,0.7902088080152314,0.5325,0.7938988095238095
topology,20260523_195300_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed11,qfc_random_01,grammar_structured_quantum_feature,11,random_fixed_01,686,7.442303207993973,0.955711453408571,0.7873626373626375,0.7534362934362935,0.6565008025682183,0.791497975708502
topology,20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,qfc_ring,grammar_structured_quantum_feature,11,ring,686,5.584862458999851,0.9352752783285039,0.8167582417582417,0.7606177606177607,0.6486603284356094,0.7634109311740891
topology,20260523_195313_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed11,qfc_all_to_all,grammar_structured_quantum_feature,11,all_to_all,686,5.623313874995802,0.9352752783285039,0.8101648351648352,0.7640926640926642,0.6047042844795654,0.8033906882591093
topology,20260523_195318_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed11,qfc_linear_chain,grammar_structured_quantum_feature,11,generic_linear,686,7.7450612079992425,0.9801738599969498,0.8030219780219781,0.7685714285714286,0.5714903074453637,0.7064777327935223
topology,20260523_195326_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed11,qfc_grammar,grammar_structured_quantum_feature,11,grammar,686,4.490800208004657,0.89513497026079,0.7642857142857142,0.7374517374517375,0.6547721940980368,0.7107793522267206
topology,20260523_195330_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed11,qfc_no_entanglement,grammar_structured_quantum_feature,11,none,686,4.804742124993936,0.9306390117431753,0.7467032967032967,0.7253281853281853,0.6225459933325102,0.7699898785425101
topology,20260523_195335_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed11,qfc_random_01_random_label,grammar_structured_quantum_feature,11,random_fixed_01,686,3.2254588750074618,0.779746835443038,0.5472527472527473,0.4818532818532818,0.5664896900851957,0.44610323886639675
topology,20260523_195339_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed23,qfc_random_01,grammar_structured_quantum_feature,23,random_fixed_01,686,7.313809957995545,0.9630799629214031,0.8045634920634921,0.7505791505791506,0.5613207547169812,0.7834941722020303
topology,20260523_195346_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed23,qfc_ring,grammar_structured_quantum_feature,23,ring,686,6.792244666998158,0.9445345660340538,0.808531746031746,0.7749034749034749,0.5586435492095869,0.8209048752976563
topology,20260523_195353_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed23,qfc_all_to_all,grammar_structured_quantum_feature,23,all_to_all,686,7.661701708013425,0.9668061179684833,0.8020833333333333,0.7998455598455598,0.6408720040795512,0.8153903997994736
topology,20260523_195400_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed23,qfc_linear_chain,grammar_structured_quantum_feature,23,generic_linear,686,7.1568897499964805,0.9530297116651217,0.7752976190476191,0.7782239382239382,0.5850331463539011,0.8046747712745959
topology,20260523_195407_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed23,qfc_grammar,grammar_structured_quantum_feature,23,grammar,686,4.645740667008795,0.8765063179977558,0.7336309523809523,0.7094208494208494,0.5127485976542581,0.8005389146509587
topology,20260523_195412_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed23,qfc_no_entanglement,grammar_structured_quantum_feature,23,none,686,7.668643124998198,0.9815399814607015,0.7777777777777778,0.7949034749034749,0.606578276389597,0.7678280486276476
topology,20260523_195420_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed23,qfc_random_01_random_label,grammar_structured_quantum_feature,23,random_fixed_01,686,1.6636040420125937,0.5057264477728448,0.517361111111111,0.5019305019305019,0.49324324324324326,0.490913648326858
topology,20260523_195421_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed37,qfc_random_01,grammar_structured_quantum_feature,37,random_fixed_01,686,6.839285915993969,0.9766560340568794,0.7999340260597064,0.8053426825106265,0.6658832745789267,0.8170761822447216
topology,20260523_195428_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed37,qfc_ring,grammar_structured_quantum_feature,37,ring,686,7.6369686250109226,0.9753477961222485,0.7896255978888339,0.8047687009400888,0.672933803368586,0.7893567107050253
topology,20260523_195436_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed37,qfc_all_to_all,grammar_structured_quantum_feature,37,all_to_all,686,6.38789420799003,0.9382475100786163,0.8109021936335148,0.7554838509509478,0.6204465334900118,0.8065810593900482
topology,20260523_195442_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed37,qfc_linear_chain,grammar_structured_quantum_feature,37,generic_linear,686,7.659051875001751,0.9900708095217765,0.8038099950519545,0.8279141199466352,0.6766549157853505,0.8339301148289913
topology,20260523_195450_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed37,qfc_grammar,grammar_structured_quantum_feature,37,grammar,686,5.086730333001469,0.9385402626234287,0.7806366485238331,0.7621079085352611,0.6280846063454759,0.8169527102111371
topology,20260523_195455_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed37,qfc_no_entanglement,grammar_structured_quantum_feature,37,none,686,4.26257020799676,0.8957770445410799,0.7215899719610754,0.7258384784834476,0.5125342734038386,0.7888628225706877
topology,20260523_195459_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed37,qfc_random_01_random_label,grammar_structured_quantum_feature,37,random_fixed_01,686,2.5007122090028133,0.6786918840455962,0.5791687283523008,0.45155285284353575,0.4951037994516255,0.49407334238794914
topology,20260523_195502_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed41,qfc_random_01,grammar_structured_quantum_feature,41,random_fixed_01,686,7.86329750000732,0.9936242107340174,0.8241254324784448,0.7753117668848006,0.6351658050687177,0.7787381158167674
topology,20260523_195510_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed41,qfc_ring,grammar_structured_quantum_feature,41,ring,686,4.3769371660018805,0.9104183109707972,0.7668735240814981,0.7008272626250154,0.5151305005673938,0.7681195209285097
topology,20260523_195514_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed41,qfc_all_to_all,grammar_structured_quantum_feature,41,all_to_all,686,5.940450249996502,0.9348053966061562,0.7747267834587293,0.7203049759229534,0.5719329214474845,0.7566366218051611
topology,20260523_195520_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_linear_chain_seed41,qfc_linear_chain,grammar_structured_quantum_feature,41,generic_linear,686,4.867041625009733,0.9261974644830308,0.8084189137239826,0.7451537226818126,0.5719329214474845,0.8119520928509693
topology,20260523_195525_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_grammar_seed41,qfc_grammar,grammar_structured_quantum_feature,41,grammar,686,4.800376416998915,0.9361866120757696,0.8239057608874732,0.7731201382886776,0.573509015256588,0.828806025435239
topology,20260523_195530_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_no_entanglement_seed41,qfc_no_entanglement,grammar_structured_quantum_feature,41,none,686,5.394520166999428,0.9692371250986582,0.818990609039486,0.7621311272996666,0.5848568906821334,0.7675021607605876
topology,20260523_195535_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_random_label_seed41,qfc_random_01_random_label,grammar_structured_quantum_feature,41,random_fixed_01,686,1.7526122920098715,0.5253798342541437,0.5244384644955791,0.49357945425361155,0.4822847055856765,0.5042597851586615
topology,20260523_195537_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed53,qfc_random_01,grammar_structured_quantum_feature,53,random_fixed_01,686,6.126341583003523,0.9432339169877579,0.7272727272727273,0.7339636633296256,0.5725,0.7392981582877054
topology,20260523_195543_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed53,qfc_ring,grammar_structured_quantum_feature,53,ring,686,7.663449542000308,0.9740769643466809,0.7681159420289856,0.8010752688172043,0.58875,0.7984071677451469
topology,20260523_195551_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_all_to_all_seed53,qfc_all_to_all,grammar_structured_quantum_feature,53,all_to_all,686,7.724271458995645,0.9678888455347998,0.7793148880105403,0.8045050055617353,0.69625,0.7555998008959681
