seed,topology,split,sample_count,train_index_sha256,validation_index_sha256,evaluation_index_sha256,qfc_balanced_accuracy,generic_balanced_accuracy,learned_balanced_accuracy,qfc_minus_generic,qfc_minus_learned,learned_minus_generic,qfc_C,generic_kernel,generic_C,learned_source,learned_kernel,learned_C,kernel_balanced_accuracy,qfc_minus_tensor_train
37,qfc_random_01,test,128,f1d42002f413226bc306dc958898d74182fabd4b18f374cfc961e59604c0b9eb,4a47f768ed5538d5c8446d5af84f72bdea47f2dadad0031850c07d1a40288613,a2d6f92d5867af4f74b5640874331ca74edb1d6219d04d8f54a6b93620867b82,0.8064357651682633,0.7122328666175386,0.7920658314910342,0.0942028985507247,0.0143699336772291,0.0798329648734955,1.0,rbf_gamma_x2,10.0,mlp_hidden,rbf_gamma_x0.5,1.0,0.4727339719970523,0.333701793171211
37,qfc_random_01,ood_composition,128,f1d42002f413226bc306dc958898d74182fabd4b18f374cfc961e59604c0b9eb,4a47f768ed5538d5c8446d5af84f72bdea47f2dadad0031850c07d1a40288613,603047a5768a2cad16502eaa9b8d60f6054fdafaf310d5e8423be65f36c08425,0.6148282097649186,0.3749677086024283,0.5754327047274606,0.2398605011624902,0.039395505037458,0.2004649961250322,1.0,rbf_gamma_x2,10.0,mlp_hidden,rbf_gamma_x0.5,1.0,0.5082665977783518,0.10656161198656677
37,qfc_random_01,ood_depth,128,f1d42002f413226bc306dc958898d74182fabd4b18f374cfc961e59604c0b9eb,4a47f768ed5538d5c8446d5af84f72bdea47f2dadad0031850c07d1a40288613,663eef8d256eb5184cc372790f3b2e28ce963238dc884b917bbdcd06135a85f6,0.8206349206349206,0.7008547008547008,0.7978021978021979,0.1197802197802198,0.0228327228327227,0.096947496947497,1.0,rbf_gamma_x2,10.0,mlp_hidden,rbf_gamma_x0.5,1.0,0.5083028083028083,0.31233211233211233
41,qfc_all_to_all,test,128,16b989ed2e4b1d71fceb6cbc976cf26c3acf9e4c0d6cb5dc53f4340001e263ae,35424a77bcd9474edf58e0baaafa90656f6d154448bc2e41f7b48ed08e001271,173a102a77918ac8f244b1c3f997738325c137cd346fc7d52678c63a5545e9c7,0.6807081807081807,0.6645909645909646,0.7975579975579976,0.0161172161172161,-0.1168498168498168,0.132967032967033,10.0,linear,100.0,mlp_logits,rbf_gamma_x0.5,0.1,0.5775335775335775,0.10317460317460325
41,qfc_all_to_all,ood_composition,128,16b989ed2e4b1d71fceb6cbc976cf26c3acf9e4c0d6cb5dc53f4340001e263ae,35424a77bcd9474edf58e0baaafa90656f6d154448bc2e41f7b48ed08e001271,bf633a494d01c761d406796b2ed54938c7c71f2a85375f5fd7320c20ab86e9ff,0.5058530510585305,0.5080946450809465,0.6087173100871731,-0.0022415940224159,-0.1028642590286426,0.1006226650062266,10.0,linear,100.0,mlp_logits,rbf_gamma_x0.5,0.1,0.5559153175591531,-0.05006226650062262
41,qfc_all_to_all,ood_depth,128,16b989ed2e4b1d71fceb6cbc976cf26c3acf9e4c0d6cb5dc53f4340001e263ae,35424a77bcd9474edf58e0baaafa90656f6d154448bc2e41f7b48ed08e001271,b8f94f30484c5f80fe172e1a7262585534e56afc03ff3eb2ba4d74e16f793e54,0.7042735042735042,0.6804639804639805,0.7905982905982906,0.0238095238095237,-0.0863247863247863,0.11013431013431,10.0,linear,100.0,mlp_logits,rbf_gamma_x0.5,0.1,0.4385836385836386,0.26568986568986563
41,qfc_random_01,test,128,16b989ed2e4b1d71fceb6cbc976cf26c3acf9e4c0d6cb5dc53f4340001e263ae,35424a77bcd9474edf58e0baaafa90656f6d154448bc2e41f7b48ed08e001271,173a102a77918ac8f244b1c3f997738325c137cd346fc7d52678c63a5545e9c7,0.7278388278388279,0.6645909645909646,0.7975579975579976,0.0632478632478633,-0.0697191697191697,0.132967032967033,10.0,linear,100.0,mlp_logits,rbf_gamma_x0.5,0.1,0.5775335775335775,0.15030525030525044
41,qfc_random_01,ood_composition,128,16b989ed2e4b1d71fceb6cbc976cf26c3acf9e4c0d6cb5dc53f4340001e263ae,35424a77bcd9474edf58e0baaafa90656f6d154448bc2e41f7b48ed08e001271,bf633a494d01c761d406796b2ed54938c7c71f2a85375f5fd7320c20ab86e9ff,0.6403486924034869,0.5080946450809465,0.6087173100871731,0.1322540473225404,0.0316313823163137,0.1006226650062266,10.0,linear,100.0,mlp_logits,rbf_gamma_x0.5,0.1,0.5559153175591531,0.08443337484433378
41,qfc_random_01,ood_depth,128,16b989ed2e4b1d71fceb6cbc976cf26c3acf9e4c0d6cb5dc53f4340001e263ae,35424a77bcd9474edf58e0baaafa90656f6d154448bc2e41f7b48ed08e001271,b8f94f30484c5f80fe172e1a7262585534e56afc03ff3eb2ba4d74e16f793e54,0.728083028083028,0.6804639804639805,0.7905982905982906,0.0476190476190475,-0.0625152625152625,0.11013431013431,10.0,linear,100.0,mlp_logits,rbf_gamma_x0.5,0.1,0.4385836385836386,0.28949938949938947
53,qfc_all_to_all,test,128,da14fe68bf51ab9c873055e0b253e14c7dccd0234e8eb4abcdf4f1628ffbb6d7,6a9aa46a1ccb846b8f794b84535d7d636052845abf211c109bac77b5199defc8,967aa06767a5510777226dad19142fdb85eb18c55127e3508918c88c0451aa5b,0.7724828934506354,0.696236559139785,0.8369990224828934,0.0762463343108503,-0.064516129032258,0.1407624633431083,1.0,rbf_gamma_x1,0.1,mlp_hidden,rbf_gamma_x1,0.1,0.5205278592375366,0.2519550342130987
53,qfc_all_to_all,ood_composition,128,da14fe68bf51ab9c873055e0b253e14c7dccd0234e8eb4abcdf4f1628ffbb6d7,6a9aa46a1ccb846b8f794b84535d7d636052845abf211c109bac77b5199defc8,c48e5a3d92874d2e2c453fddcc36f04bd7278e8fca6172c6b1d7600bca2d9019,0.6449221645663454,0.5286632073140598,0.6394860390412651,0.1162589572522856,0.0054361255250803,0.1108228317272053,1.0,rbf_gamma_x1,0.1,mlp_hidden,rbf_gamma_x1,0.1,0.4991351618482826,0.14578700271806283
53,qfc_all_to_all,ood_depth,128,da14fe68bf51ab9c873055e0b253e14c7dccd0234e8eb4abcdf4f1628ffbb6d7,6a9aa46a1ccb846b8f794b84535d7d636052845abf211c109bac77b5199defc8,1e42fbc39ddcb94e9325595b54ec30e36d6b86fa9306bf1548e587710baa377b,0.783743842364532,0.7391625615763546,0.8251231527093597,0.0445812807881773,-0.0413793103448276,0.085960591133005,1.0,rbf_gamma_x1,0.1,mlp_hidden,rbf_gamma_x1,0.1,0.4443349753694581,0.3394088669950739
53,qfc_random_01,test,128,da14fe68bf51ab9c873055e0b253e14c7dccd0234e8eb4abcdf4f1628ffbb6d7,6a9aa46a1ccb846b8f794b84535d7d636052845abf211c109bac77b5199defc8,967aa06767a5510777226dad19142fdb85eb18c55127e3508918c88c0451aa5b,0.686217008797654,0.696236559139785,0.8369990224828934,-0.0100195503421309,-0.1507820136852393,0.1407624633431083,1.0,rbf_gamma_x1,0.1,mlp_hidden,rbf_gamma_x1,0.1,0.5205278592375366,0.16568914956011738
53,qfc_random_01,ood_composition,128,da14fe68bf51ab9c873055e0b253e14c7dccd0234e8eb4abcdf4f1628ffbb6d7,6a9aa46a1ccb846b8f794b84535d7d636052845abf211c109bac77b5199defc8,c48e5a3d92874d2e2c453fddcc36f04bd7278e8fca6172c6b1d7600bca2d9019,0.546454163577959,0.5286632073140598,0.6394860390412651,0.0177909562638991,-0.0930318754633061,0.1108228317272053,1.0,rbf_gamma_x1,0.1,mlp_hidden,rbf_gamma_x1,0.1,0.4991351618482826,0.04731900172967635
53,qfc_random_01,ood_depth,128,da14fe68bf51ab9c873055e0b253e14c7dccd0234e8eb4abcdf4f1628ffbb6d7,6a9aa46a1ccb846b8f794b84535d7d636052845abf211c109bac77b5199defc8,1e42fbc39ddcb94e9325595b54ec30e36d6b86fa9306bf1548e587710baa377b,0.7049261083743843,0.7391625615763546,0.8251231527093597,-0.0342364532019703,-0.1201970443349753,0.085960591133005,1.0,rbf_gamma_x1,0.1,mlp_hidden,rbf_gamma_x1,0.1,0.4443349753694581,0.2605911330049262
67,qfc_all_to_all,test,128,f1ffea23da795b16cf9c74e5b7379b1e66e1679d2e8bc13ad2496aa24ac29aaf,62cf8e6a9ad659b379032bfa1824ad830cef81d4cd762730f0f605b944acd7b7,9138d18515e3c3d7b5f726038ea2e2a1b43a8ccac0ef23a8e0fc7d54df4682c5,0.7011366444279714,0.6011860637509265,0.7837904620706696,0.0999505806770448,-0.0826538176426981,0.182604398319743,1.0,poly_degree_2,10.0,mlp_hidden,rbf_gamma_x2,10.0,0.4639238942426488,0.23721275018532262
67,qfc_all_to_all,ood_composition,128,f1ffea23da795b16cf9c74e5b7379b1e66e1679d2e8bc13ad2496aa24ac29aaf,62cf8e6a9ad659b379032bfa1824ad830cef81d4cd762730f0f605b944acd7b7,c3b137b3285ca338853464bc354c1fe72fc4fe27d375a2d741f3f1bc9816c04d,0.6118226600985222,0.4396551724137931,0.6098522167487685,0.172167487684729,0.0019704433497536,0.1701970443349754,1.0,poly_degree_2,10.0,mlp_hidden,rbf_gamma_x2,10.0,0.4758620689655172,0.13596059113300496
67,qfc_all_to_all,ood_depth,128,f1ffea23da795b16cf9c74e5b7379b1e66e1679d2e8bc13ad2496aa24ac29aaf,62cf8e6a9ad659b379032bfa1824ad830cef81d4cd762730f0f605b944acd7b7,bbeb48faa60c62749b3a15d4f6d6c818317fe60587d2ef9851cbf1b8588d82f6,0.774969474969475,0.6742368742368743,0.8211233211233211,0.1007326007326007,-0.0461538461538461,0.1468864468864468,1.0,poly_degree_2,10.0,mlp_hidden,rbf_gamma_x2,10.0,0.4683760683760684,0.3065934065934066
67,qfc_random_01,test,128,f1ffea23da795b16cf9c74e5b7379b1e66e1679d2e8bc13ad2496aa24ac29aaf,62cf8e6a9ad659b379032bfa1824ad830cef81d4cd762730f0f605b944acd7b7,9138d18515e3c3d7b5f726038ea2e2a1b43a8ccac0ef23a8e0fc7d54df4682c5,0.7064492216456635,0.6011860637509265,0.7837904620706696,0.1052631578947369,-0.0773412404250061,0.182604398319743,1.0,poly_degree_2,10.0,mlp_hidden,rbf_gamma_x2,10.0,0.4639238942426488,0.2425253274030147
67,qfc_random_01,ood_composition,128,f1ffea23da795b16cf9c74e5b7379b1e66e1679d2e8bc13ad2496aa24ac29aaf,62cf8e6a9ad659b379032bfa1824ad830cef81d4cd762730f0f605b944acd7b7,c3b137b3285ca338853464bc354c1fe72fc4fe27d375a2d741f3f1bc9816c04d,0.6603448275862069,0.4396551724137931,0.6098522167487685,0.2206896551724138,0.0504926108374383,0.1701970443349754,1.0,poly_degree_2,10.0,mlp_hidden,rbf_gamma_x2,10.0,0.4758620689655172,0.18448275862068975
67,qfc_random_01,ood_depth,128,f1ffea23da795b16cf9c74e5b7379b1e66e1679d2e8bc13ad2496aa24ac29aaf,62cf8e6a9ad659b379032bfa1824ad830cef81d4cd762730f0f605b944acd7b7,bbeb48faa60c62749b3a15d4f6d6c818317fe60587d2ef9851cbf1b8588d82f6,0.8131868131868132,0.6742368742368743,0.8211233211233211,0.1389499389499389,-0.0079365079365079,0.1468864468864468,1.0,poly_degree_2,10.0,mlp_hidden,rbf_gamma_x2,10.0,0.4683760683760684,0.3448107448107448
79,qfc_all_to_all,test,128,8601c03afa7908869bc946b361b2c33d7dad33b45d7ccb30e17c70f1073a7d23,47b44f4f28e39b32c548982790de862623f3afe3abd103c36865fe0b823dab65,69e790a210d4f9fa1f6a4dc1b12f100a054b5ce3e3ead1b52f747ea007a49349,0.6799019607843138,0.638235294117647,0.705392156862745,0.0416666666666667,-0.0254901960784312,0.067156862745098,10.0,laplacian_gamma_x0.5,10.0,mlp_hidden,linear,1.0,0.5480392156862746,0.1318627450980392
79,qfc_all_to_all,ood_composition,128,8601c03afa7908869bc946b361b2c33d7dad33b45d7ccb30e17c70f1073a7d23,47b44f4f28e39b32c548982790de862623f3afe3abd103c36865fe0b823dab65,b4ac83edc5a8ac3dc0c36611d7711df79a49167765532bcf6d84ca648fccca86,0.6502324443356986,0.6063126988010766,0.6778810863714215,0.0439197455346219,-0.0276486420357229,0.0715683875703449,10.0,laplacian_gamma_x0.5,10.0,mlp_hidden,linear,1.0,0.5011010521164668,0.14913139221923177
79,qfc_all_to_all,ood_depth,128,8601c03afa7908869bc946b361b2c33d7dad33b45d7ccb30e17c70f1073a7d23,47b44f4f28e39b32c548982790de862623f3afe3abd103c36865fe0b823dab65,7a6a1ead71777c2be0afec35a019169455bc5e86a40279c0097644b5fdc2bb36,0.6407624633431085,0.7013685239491692,0.8198924731182795,-0.0606060606060606,-0.179130009775171,0.1185239491691103,10.0,laplacian_gamma_x0.5,10.0,mlp_hidden,linear,1.0,0.5847996089931573,0.055962854349951185
79,qfc_random_01,test,128,8601c03afa7908869bc946b361b2c33d7dad33b45d7ccb30e17c70f1073a7d23,47b44f4f28e39b32c548982790de862623f3afe3abd103c36865fe0b823dab65,69e790a210d4f9fa1f6a4dc1b12f100a054b5ce3e3ead1b52f747ea007a49349,0.7563725490196078,0.638235294117647,0.705392156862745,0.1181372549019608,0.0509803921568627,0.067156862745098,1.0,laplacian_gamma_x0.5,10.0,mlp_hidden,linear,1.0,0.5480392156862746,0.20833333333333326
79,qfc_random_01,ood_composition,128,8601c03afa7908869bc946b361b2c33d7dad33b45d7ccb30e17c70f1073a7d23,47b44f4f28e39b32c548982790de862623f3afe3abd103c36865fe0b823dab65,b4ac83edc5a8ac3dc0c36611d7711df79a49167765532bcf6d84ca648fccca86,0.6539026180572547,0.6063126988010766,0.6778810863714215,0.047589919256178,-0.0239784683141668,0.0715683875703449,1.0,laplacian_gamma_x0.5,10.0,mlp_hidden,linear,1.0,0.5011010521164668,0.15280156594078786
79,qfc_random_01,ood_depth,128,8601c03afa7908869bc946b361b2c33d7dad33b45d7ccb30e17c70f1073a7d23,47b44f4f28e39b32c548982790de862623f3afe3abd103c36865fe0b823dab65,7a6a1ead71777c2be0afec35a019169455bc5e86a40279c0097644b5fdc2bb36,0.7209188660801564,0.7013685239491692,0.8198924731182795,0.0195503421309872,-0.098973607038123,0.1185239491691103,1.0,laplacian_gamma_x0.5,10.0,mlp_hidden,linear,1.0,0.5847996089931573,0.13611925708699912
83,qfc_all_to_all,test,128,0ae942fe1382d4e6d3a29babd742e29c6a855cc9ce3b77649a7d97b651cc8cf9,68e682c2e4cded297f8dfb777df4f854a7b78ddfcb3a445b67848f6c82b1d944,1e326a54d3fd1991fb74e80b83240f44fa594a940efcd33481f5f34f990d839f,0.7576312576312576,0.5717948717948718,0.7648351648351648,0.1858363858363858,-0.0072039072039071,0.193040293040293,10.0,rbf_gamma_x0.5,1.0,mlp_logits,rbf_gamma_x1,1.0,0.5001221001221001,0.2575091575091575
83,qfc_all_to_all,ood_composition,128,0ae942fe1382d4e6d3a29babd742e29c6a855cc9ce3b77649a7d97b651cc8cf9,68e682c2e4cded297f8dfb777df4f854a7b78ddfcb3a445b67848f6c82b1d944,d88e2d7065695b3079a9b8d2f46b3f0cee1611a6200718f0fe961e979d9e46c3,0.5476923076923077,0.4484615384615384,0.5848717948717949,0.0992307692307692,-0.0371794871794871,0.1364102564102564,10.0,rbf_gamma_x0.5,1.0,mlp_logits,rbf_gamma_x1,1.0,0.4343589743589743,0.1133333333333334
83,qfc_all_to_all,ood_depth,128,0ae942fe1382d4e6d3a29babd742e29c6a855cc9ce3b77649a7d97b651cc8cf9,68e682c2e4cded297f8dfb777df4f854a7b78ddfcb3a445b67848f6c82b1d944,eb4599f1644ae42a50dc0691010706f95e1b650a5d86a38c3d92c8f62e9bdf25,0.8157572791778811,0.6351847320773183,0.8508686077807683,0.1805725471005628,-0.0351113286028872,0.21568387570345,10.0,rbf_gamma_x0.5,1.0,mlp_logits,rbf_gamma_x1,1.0,0.5555419623195498,0.2602153168583313
83,qfc_random_01,test,128,0ae942fe1382d4e6d3a29babd742e29c6a855cc9ce3b77649a7d97b651cc8cf9,68e682c2e4cded297f8dfb777df4f854a7b78ddfcb3a445b67848f6c82b1d944,1e326a54d3fd1991fb74e80b83240f44fa594a940efcd33481f5f34f990d839f,0.6879120879120879,0.5717948717948718,0.7648351648351648,0.1161172161172161,-0.0769230769230768,0.193040293040293,10.0,rbf_gamma_x0.5,1.0,mlp_logits,rbf_gamma_x1,1.0,0.5001221001221001,0.1877899877899878
83,qfc_random_01,ood_composition,128,0ae942fe1382d4e6d3a29babd742e29c6a855cc9ce3b77649a7d97b651cc8cf9,68e682c2e4cded297f8dfb777df4f854a7b78ddfcb3a445b67848f6c82b1d944,d88e2d7065695b3079a9b8d2f46b3f0cee1611a6200718f0fe961e979d9e46c3,0.572051282051282,0.4484615384615384,0.5848717948717949,0.1235897435897435,-0.0128205128205128,0.1364102564102564,10.0,rbf_gamma_x0.5,1.0,mlp_logits,rbf_gamma_x1,1.0,0.4343589743589743,0.13769230769230767
83,qfc_random_01,ood_depth,128,0ae942fe1382d4e6d3a29babd742e29c6a855cc9ce3b77649a7d97b651cc8cf9,68e682c2e4cded297f8dfb777df4f854a7b78ddfcb3a445b67848f6c82b1d944,eb4599f1644ae42a50dc0691010706f95e1b650a5d86a38c3d92c8f62e9bdf25,0.7359921702960607,0.6351847320773183,0.8508686077807683,0.1008074382187423,-0.1148764374847076,0.21568387570345,10.0,rbf_gamma_x0.5,1.0,mlp_logits,rbf_gamma_x1,1.0,0.5555419623195498,0.1804502079765109
97,qfc_all_to_all,test,128,d69b8786c0434ac24d94a5be5380de80baac01c025a26da1e530c57b0b3d6496,00031acedd2ee75241800cd51e8a8f73ffb476aab9d549f61428119d78fbe994,09bd9e964f23227f1636fbb24c9d92b2a8c29b032a37dc344d0baa6800a82805,0.7114774114774115,0.6561660561660562,0.7590964590964591,0.0553113553113553,-0.0476190476190475,0.1029304029304029,1.0,rbf_gamma_x1,1.0,mlp_hidden,rbf_gamma_x2,0.1,0.5936507936507937,0.11782661782661785
97,qfc_all_to_all,ood_composition,128,d69b8786c0434ac24d94a5be5380de80baac01c025a26da1e530c57b0b3d6496,00031acedd2ee75241800cd51e8a8f73ffb476aab9d549f61428119d78fbe994,24ecb8a8acb2fb50dbbbf2df116ad3a8f8f1f8669800b11cb20eca36d4ea74f4,0.4747247247247247,0.5025025025025025,0.6456456456456456,-0.0277777777777777,-0.1709209209209209,0.1431431431431431,1.0,rbf_gamma_x1,1.0,mlp_hidden,rbf_gamma_x2,0.1,0.4754754754754755,-0.0007507507507507616
97,qfc_all_to_all,ood_depth,128,d69b8786c0434ac24d94a5be5380de80baac01c025a26da1e530c57b0b3d6496,00031acedd2ee75241800cd51e8a8f73ffb476aab9d549f61428119d78fbe994,c26eaeae001c7e51d30e90898caf4aae499372f967438eb7222db816c345d4b7,0.7266178266178266,0.6611721611721612,0.7487179487179487,0.0654456654456654,-0.0221001221001221,0.0875457875457875,1.0,rbf_gamma_x1,1.0,mlp_hidden,rbf_gamma_x2,0.1,0.4782661782661783,0.2483516483516483
97,qfc_random_01,test,128,d69b8786c0434ac24d94a5be5380de80baac01c025a26da1e530c57b0b3d6496,00031acedd2ee75241800cd51e8a8f73ffb476aab9d549f61428119d78fbe994,09bd9e964f23227f1636fbb24c9d92b2a8c29b032a37dc344d0baa6800a82805,0.7035409035409035,0.6561660561660562,0.7590964590964591,0.0473748473748473,-0.0555555555555555,0.1029304029304029,1.0,rbf_gamma_x1,1.0,mlp_hidden,rbf_gamma_x2,0.1,0.5936507936507937,0.10989010989010983
