feature_set,model_name,train_sample_cap,eval_sample_cap,split,quantum_trained_balanced_accuracy_mean,quantum_untrained_balanced_accuracy_mean,best_classical_balanced_accuracy_mean,delta_quantum_minus_best_classical,delta_trained_minus_untrained_quantum,best_classical_kernel_names
latent_primitive_sequence,qfc_random_01,256,256,ood_composition,0.6142821535153129,0.49424339883635254,0.5184643768714446,0.09581777664386826,0.12003875467896036,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_random_01,256,256,ood_depth,0.7618784986039409,0.5544604700247951,0.7379857648552417,0.023892733748699158,0.2074180285791457,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_random_01,256,256,test,0.7523158852508746,0.5542291723374941,0.6486014347529626,0.10371445049791195,0.19808671291338042,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_random_01,256,360,ood_composition,0.6137507769970941,0.5050262286579936,0.5187320974221838,0.09501867957491028,0.1087245483391005,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_random_01,256,360,ood_depth,0.7635830440584864,0.5546770411675463,0.7372964554179688,0.026286588640517583,0.20890600289094008,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_random_01,256,360,test,0.7441259054745959,0.5622703871571674,0.6643476399403091,0.0797782655342868,0.18185551831742852,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_random_01,810,256,ood_composition,0.6273145622450172,0.5008820493399722,0.5197237321374754,0.10759083010754189,0.1264325129050451,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_random_01,810,256,ood_depth,0.7711718026699215,0.5889998635363788,0.7915098369586044,-0.02033803428868297,0.18217193913354268,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_random_01,810,256,test,0.7649679106595307,0.603487244913699,0.7536362231561925,0.01133168750333824,0.16148066574583175,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_random_01,810,360,ood_composition,0.6280645622450172,0.4970430133543381,0.5188844464231896,0.10918011582182752,0.13102154889067907,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_random_01,810,360,ood_depth,0.7763801360032548,0.583674479825447,0.7948194229881383,-0.018439286984883507,0.19270565617780788,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_random_01,810,360,test,0.7546473374847744,0.5876694387449772,0.7534328023419923,0.001214535142782136,0.16697789873979718,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_random_01_random_label,256,256,ood_composition,0.4996990516515442,0.5170570114782156,0.5184643768714446,-0.01876532521990043,-0.017357959826671376,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_random_01_random_label,256,256,ood_depth,0.5661591335789428,0.5375789961769375,0.7379857648552417,-0.17182663127629894,0.028580137402005268,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_random_01_random_label,256,256,test,0.5426642317822494,0.5547994023607525,0.6486014347529626,-0.10593720297071318,-0.012135170578503107,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_random_01_random_label,256,360,ood_composition,0.4996990516515442,0.5004759464172276,0.5187320974221838,-0.019033045770639634,-0.000776894765683378,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_random_01_random_label,256,360,ood_depth,0.5661591335789428,0.5397681619374666,0.7372964554179688,-0.17113732183902608,0.02639097164147619,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_random_01_random_label,256,360,test,0.549168138657066,0.5723504485748542,0.6643476399403091,-0.11517950128324306,-0.023182309917788135,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_random_01_random_label,810,256,ood_composition,0.48092088332833693,0.49684370571697023,0.5197237321374754,-0.038802848809138424,-0.015922822388633295,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_random_01_random_label,810,256,ood_depth,0.5878366708489186,0.5798820242812445,0.7915098369586044,-0.2036731661096859,0.007954646567674084,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_random_01_random_label,810,256,test,0.585556316053422,0.5853619762990441,0.7536362231561925,-0.16807990710277054,0.0001943397543778813,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_random_01_random_label,810,360,ood_composition,0.48092088332833693,0.5320241524045546,0.5188844464231896,-0.037963563094852715,-0.05110326907621765,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_random_01_random_label,810,360,ood_depth,0.5878366708489186,0.5674058033108788,0.7948194229881383,-0.2069827521392198,0.0204308675380398,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_random_01_random_label,810,360,test,0.5845546938154172,0.581946318049045,0.7534328023419923,-0.16887810852657503,0.002608375766372295,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_ring,256,256,ood_composition,0.5996752047582843,0.46437608183116924,0.5184643768714446,0.08121082788683964,0.13529912292711505,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_ring,256,256,ood_depth,0.7464886443645525,0.5533471594570691,0.7379857648552417,0.008502879509310834,0.1931414849074834,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_ring,256,256,test,0.7349859790357806,0.5548688081743391,0.6486014347529626,0.08638454428281794,0.1801171708614414,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_ring,256,360,ood_composition,0.600282492207677,0.49193350124015645,0.5187320974221838,0.0815503947854932,0.1083489909675206,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_ring,256,360,ood_depth,0.7532327155107976,0.5520904301050125,0.7372964554179688,0.01593626009282878,0.20114228540578516,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_ring,256,360,test,0.7302880699392745,0.5504633489338289,0.6643476399403091,0.06594042999896543,0.17982472100544566,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_ring,810,256,ood_composition,0.5951550600178335,0.5178661542212575,0.5197237321374754,0.07543132788035811,0.07728890579657599,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_ring,810,256,ood_depth,0.7518573461504331,0.5772830228885155,0.7915098369586044,-0.03965249080817135,0.17457432326191757,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_ring,810,256,test,0.7491288347884544,0.581409528928656,0.7536362231561925,-0.004507388367738119,0.16771930585979833,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_ring,810,360,ood_composition,0.5911550600178335,0.4699495168059202,0.5188844464231896,0.07227061359464382,0.12120554321191329,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_ring,810,360,ood_depth,0.7505382819393828,0.553939203311791,0.7948194229881383,-0.04428114104875558,0.19659907862759174,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_ring,810,360,test,0.7537977102965373,0.574733386008502,0.7534328023419923,0.000364907954545024,0.17906432428803531,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
