feature_set,model_name,train_sample_cap,eval_sample_cap,split,kernel_source,kernel_family,kernel_name,n,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,roc_auc_mean
latent_primitive_sequence,qfc_all_to_all,256,256,ood_depth,classical,rbf,rbf_gamma_x2,1,0.7166666666666667,,0.7171951372352425,,0.7146853146853147,0.7609976187492167
latent_primitive_sequence,qfc_all_to_all,256,256,ood_depth,classical,rbf,rbf_gamma_x8,1,0.7,,0.7105525136884021,,0.6990712074303406,0.7526132404181184
latent_primitive_sequence,qfc_all_to_all,256,256,ood_depth,quantum_trained,qfc_state_overlap,quantum_trained,10,0.7811111111111111,0.039388327321912324,0.7798008748348317,0.03931462013727219,0.7787447049813803,0.8640084184863392
latent_primitive_sequence,qfc_all_to_all,256,256,ood_depth,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.5533333333333333,0.037879311631246214,0.5529165140440544,0.037457679447469173,0.5467113591299922,0.5798946944397254
latent_primitive_sequence,qfc_all_to_all,256,256,test,classical,laplacian,laplacian_gamma_x0.5,2,0.66015625,0.0,0.6580453035648199,0.002222255958346321,0.6573036493965805,0.694019766462252
latent_primitive_sequence,qfc_all_to_all,256,256,test,classical,laplacian,laplacian_gamma_x1,1,0.65234375,,0.6564129301355579,,0.6522960001220871,0.7185794025639454
latent_primitive_sequence,qfc_all_to_all,256,256,test,classical,laplacian,laplacian_gamma_x2,2,0.642578125,0.035907766232129365,0.6442403991217275,0.03786001191346674,0.6423884888802674,0.6811734201043176
latent_primitive_sequence,qfc_all_to_all,256,256,test,classical,laplacian,laplacian_gamma_x8,1,0.69140625,,0.69024926686217,,0.690343127497665,0.721224340175953
latent_primitive_sequence,qfc_all_to_all,256,256,test,classical,rbf,rbf_gamma_x0.25,1,0.6875,,0.689770200148258,,0.6865625956535047,0.7213367926859403
latent_primitive_sequence,qfc_all_to_all,256,256,test,classical,rbf,rbf_gamma_x0.5,1,0.5703125,,0.5722832722832722,,0.5643294758339006,0.613919413919414
latent_primitive_sequence,qfc_all_to_all,256,256,test,classical,rbf,rbf_gamma_x2,1,0.671875,,0.6730205278592376,,0.6717948717948719,0.7041177908113392
latent_primitive_sequence,qfc_all_to_all,256,256,test,classical,rbf,rbf_gamma_x8,1,0.6015625,,0.5997067448680351,,0.5991156963890936,0.6482160312805473
latent_primitive_sequence,qfc_all_to_all,256,256,test,quantum_trained,qfc_state_overlap,quantum_trained,10,0.744140625,0.03524054323626135,0.7428662537973137,0.03580204909103393,0.7426612570433684,0.8226896345230118
latent_primitive_sequence,qfc_all_to_all,256,256,test,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.558984375,0.03942754774605392,0.5569895363476464,0.039816801376708975,0.5540867588939683,0.5803990084377534
latent_primitive_sequence,qfc_all_to_all,256,360,ood_composition,classical,laplacian,laplacian_gamma_x0.5,2,0.5,0.015713484026367686,0.4927425969092636,0.023861725209038356,0.4897127891342604,0.453511378340813
latent_primitive_sequence,qfc_all_to_all,256,360,ood_composition,classical,laplacian,laplacian_gamma_x1,1,0.5277777777777778,,0.5266353309831571,,0.5199397571459947,0.5127301214257737
latent_primitive_sequence,qfc_all_to_all,256,360,ood_composition,classical,laplacian,laplacian_gamma_x2,2,0.5666666666666667,0.02357022603955162,0.558312936397058,0.038066595365622215,0.5566824162581048,0.5764666516018822
latent_primitive_sequence,qfc_all_to_all,256,360,ood_composition,classical,laplacian,laplacian_gamma_x4,1,0.5388888888888889,,0.5411779704232534,,0.5356643356643356,0.5077766445690974
latent_primitive_sequence,qfc_all_to_all,256,360,ood_composition,classical,laplacian,laplacian_gamma_x8,1,0.5333333333333333,,0.534263489319669,,0.5304931064464041,0.5271021113717742
latent_primitive_sequence,qfc_all_to_all,256,360,ood_composition,classical,rbf,rbf_gamma_x0.25,1,0.5944444444444444,,0.58375,,0.5836369973700053,0.6621249999999999
latent_primitive_sequence,qfc_all_to_all,256,360,ood_composition,classical,rbf,rbf_gamma_x0.5,1,0.4722222222222222,,0.4668831168831169,,0.46346208151611185,0.45545454545454545
latent_primitive_sequence,qfc_all_to_all,256,360,ood_composition,classical,rbf,rbf_gamma_x8,1,0.42777777777777776,,0.4325,,0.4277601160529646,0.402375
latent_primitive_sequence,qfc_all_to_all,256,360,ood_composition,quantum_trained,qfc_state_overlap,quantum_trained,10,0.6283333333333333,0.058820715255850774,0.6247771623504744,0.06163076034644648,0.6216544113736161,0.673417784450163
latent_primitive_sequence,qfc_all_to_all,256,360,ood_composition,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.5055555555555555,0.04558716157441176,0.5016968270653985,0.04763256016077399,0.4978299466658411,0.5051444612146496
latent_primitive_sequence,qfc_all_to_all,256,360,ood_depth,classical,laplacian,laplacian_gamma_x0.5,2,0.7666666666666666,0.015713484026367786,0.7658554806209912,0.01391051428929363,0.7651418242491657,0.8059311688555704
latent_primitive_sequence,qfc_all_to_all,256,360,ood_depth,classical,laplacian,laplacian_gamma_x1,1,0.75,,0.7505247561427337,,0.7496213409168186,0.8013334979627115
latent_primitive_sequence,qfc_all_to_all,256,360,ood_depth,classical,laplacian,laplacian_gamma_x2,2,0.7166666666666667,0.007856742013183834,0.7171734353559353,0.0067030916688896195,0.7147066184649611,0.7912896790488622
latent_primitive_sequence,qfc_all_to_all,256,360,ood_depth,classical,laplacian,laplacian_gamma_x4,1,0.7166666666666667,,0.7103020428625141,,0.711093627065303,0.7930818398295526
latent_primitive_sequence,qfc_all_to_all,256,360,ood_depth,classical,laplacian,laplacian_gamma_x8,1,0.7722222222222223,,0.771002024291498,,0.7684415299174798,0.8255313765182185
latent_primitive_sequence,qfc_all_to_all,256,360,ood_depth,classical,rbf,rbf_gamma_x0.25,1,0.7611111111111111,,0.7611607142857142,,0.7605123920913395,0.8447420634920635
latent_primitive_sequence,qfc_all_to_all,256,360,ood_depth,classical,rbf,rbf_gamma_x0.5,1,0.7,,0.7033646709549728,,0.6994062345373577,0.7522266204849085
latent_primitive_sequence,qfc_all_to_all,256,360,ood_depth,classical,rbf,rbf_gamma_x8,1,0.7,,0.7105525136884021,,0.6990712074303406,0.7526132404181184
latent_primitive_sequence,qfc_all_to_all,256,360,ood_depth,quantum_trained,qfc_state_overlap,quantum_trained,10,0.7811111111111111,0.039388327321912324,0.7798008748348317,0.03931462013727219,0.7787447049813803,0.8640084184863392
latent_primitive_sequence,qfc_all_to_all,256,360,ood_depth,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.5816666666666667,0.03813645991384026,0.5816270666034308,0.03887935448951676,0.579258476805966,0.6040529562108318
latent_primitive_sequence,qfc_all_to_all,256,360,test,classical,laplacian,laplacian_gamma_x0.5,2,0.6833333333333333,0.0,0.6818090968020742,0.0007906822801730648,0.6804833234717076,0.7238162234535128
latent_primitive_sequence,qfc_all_to_all,256,360,test,classical,laplacian,laplacian_gamma_x1,1,0.6638888888888889,,0.6687816077689182,,0.6637617617772151,0.7292048028295741
latent_primitive_sequence,qfc_all_to_all,256,360,test,classical,laplacian,laplacian_gamma_x2,2,0.6569444444444444,0.029462782549439532,0.6585421103942874,0.030956338995970428,0.6566230466050348,0.6959909932939252
latent_primitive_sequence,qfc_all_to_all,256,360,test,classical,laplacian,laplacian_gamma_x4,1,0.6972222222222222,,0.6984555984555985,,0.6970328677645751,0.7146563706563707
latent_primitive_sequence,qfc_all_to_all,256,360,test,classical,laplacian,laplacian_gamma_x8,1,0.6972222222222222,,0.695984555984556,,0.6959812816201936,0.7237065637065637
latent_primitive_sequence,qfc_all_to_all,256,360,test,classical,rbf,rbf_gamma_x0.25,1,0.7,,0.7025500171665783,,0.6992481203007519,0.7465276694029153
latent_primitive_sequence,qfc_all_to_all,256,360,test,classical,rbf,rbf_gamma_x0.5,1,0.5805555555555556,,0.5822450680744651,,0.5770011905595629,0.6326448704887161
latent_primitive_sequence,qfc_all_to_all,256,360,test,classical,rbf,rbf_gamma_x8,1,0.6166666666666667,,0.6147571375602521,,0.6143336231524035,0.6540291682115933
latent_primitive_sequence,qfc_all_to_all,256,360,test,quantum_trained,qfc_state_overlap,quantum_trained,10,0.7424999999999999,0.035356551498725526,0.7414463042280659,0.036022903898595124,0.7411251300313084,0.8215439468563781
latent_primitive_sequence,qfc_all_to_all,256,360,test,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.5852777777777778,0.03501542869812651,0.5842149382732891,0.03398991593457305,0.5818495881352419,0.605536976362707
latent_primitive_sequence,qfc_all_to_all,810,256,ood_composition,classical,laplacian,laplacian_gamma_x4,2,0.55,0.015713484026367786,0.5558566303809995,0.02353727903877881,0.5496035604668297,0.5046612135081643
latent_primitive_sequence,qfc_all_to_all,810,256,ood_composition,classical,laplacian,laplacian_gamma_x8,6,0.513888888888889,0.05314201797141388,0.5112813180002201,0.05831041487491253,0.5071138645282819,0.5082626178305979
latent_primitive_sequence,qfc_all_to_all,810,256,ood_composition,classical,rbf,rbf_gamma_x4,2,0.5138888888888888,0.05892556509887902,0.5089180763057168,0.05102754584496647,0.5077169419274682,0.5009952231757007
latent_primitive_sequence,qfc_all_to_all,810,256,ood_composition,quantum_trained,qfc_state_overlap,quantum_trained,10,0.6266666666666667,0.08117788558694806,0.6243222130177719,0.08471231176368267,0.6210649238840494,0.6676185523672153
latent_primitive_sequence,qfc_all_to_all,810,256,ood_composition,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.5155555555555555,0.024679009257715077,0.5150328353452096,0.027227614062102362,0.5097102908135891,0.5241224865901094
latent_primitive_sequence,qfc_all_to_all,810,256,ood_depth,classical,laplacian,laplacian_gamma_x4,2,0.7833333333333333,0.03142696805273549,0.7811806224972422,0.03600076008130913,0.7813477743950417,0.8532662375385416
latent_primitive_sequence,qfc_all_to_all,810,256,ood_depth,classical,laplacian,laplacian_gamma_x8,6,0.8074074074074075,0.010924356447224145,0.8073205036712431,0.010519988279022749,0.8064407705124856,0.8797895342015011
latent_primitive_sequence,qfc_all_to_all,810,256,ood_depth,classical,rbf,rbf_gamma_x4,2,0.7583333333333333,0.01964185503295962,0.7544070512820512,0.0209639029678704,0.7541554645460463,0.8158170867874815
latent_primitive_sequence,qfc_all_to_all,810,256,ood_depth,quantum_trained,qfc_state_overlap,quantum_trained,10,0.7911111111111111,0.032203059435976476,0.7900511580159824,0.03103695832893968,0.7892705383710229,0.8759774794470493
latent_primitive_sequence,qfc_all_to_all,810,256,ood_depth,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.585,0.0414128069095985,0.5857145658085543,0.040574214881251666,0.5834919380642513,0.618734299769412
latent_primitive_sequence,qfc_all_to_all,810,256,test,classical,laplacian,laplacian_gamma_x4,2,0.734375,0.005524271728019903,0.7327786622279968,0.0024296983328426012,0.7329009346529403,0.7761187940510021
latent_primitive_sequence,qfc_all_to_all,810,256,test,classical,laplacian,laplacian_gamma_x8,6,0.7473958333333334,0.02587184209795792,0.7471686614994583,0.02537936998826979,0.7463902365318766,0.8007651184813761
latent_primitive_sequence,qfc_all_to_all,810,256,test,classical,rbf,rbf_gamma_x4,2,0.794921875,0.0027621358640099515,0.7938964690545909,0.0007341853667303291,0.7936779655927495,0.8571027278814111
latent_primitive_sequence,qfc_all_to_all,810,256,test,quantum_trained,qfc_state_overlap,quantum_trained,10,0.761328125,0.032392839659374055,0.7604269462995059,0.03237538126491816,0.7600908937566467,0.843496355485942
latent_primitive_sequence,qfc_all_to_all,810,256,test,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.601953125,0.03838165333768241,0.6011921242232628,0.03809530899522133,0.6003279928523084,0.637912222502274
latent_primitive_sequence,qfc_all_to_all,810,360,ood_composition,classical,laplacian,laplacian_gamma_x4,1,0.5388888888888889,,0.539213260761999,,0.5387607668796888,0.48119742701632856
latent_primitive_sequence,qfc_all_to_all,810,360,ood_composition,classical,laplacian,laplacian_gamma_x8,8,0.5236111111111111,0.05124120778886241,0.5220993813573079,0.0578145882253758,0.5172035537942304,0.5170311760352861
latent_primitive_sequence,qfc_all_to_all,810,360,ood_composition,classical,rbf,rbf_gamma_x4,1,0.4722222222222222,,0.4728361526114335,,0.4708994708994709,0.4351154463514014
latent_primitive_sequence,qfc_all_to_all,810,360,ood_composition,quantum_trained,qfc_state_overlap,quantum_trained,10,0.6266666666666667,0.08117788558694806,0.6243222130177719,0.08471231176368267,0.6210649238840494,0.6676185523672153
latent_primitive_sequence,qfc_all_to_all,810,360,ood_composition,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.5,0.025925925925925936,0.4977198972057916,0.024359709478108407,0.4940226506063164,0.48843820565984597
latent_primitive_sequence,qfc_all_to_all,810,360,ood_depth,classical,laplacian,laplacian_gamma_x4,1,0.8055555555555556,,0.8066370040786058,,0.8055495539985802,0.8600914596465208
latent_primitive_sequence,qfc_all_to_all,810,360,ood_depth,classical,laplacian,laplacian_gamma_x8,8,0.7972222222222223,0.021821789023599242,0.796540807071501,0.022862662447762094,0.7959912921700785,0.8725103207664227
latent_primitive_sequence,qfc_all_to_all,810,360,ood_depth,classical,rbf,rbf_gamma_x4,1,0.7722222222222223,,0.7692307692307692,,0.767741935483871,0.8218623481781376
latent_primitive_sequence,qfc_all_to_all,810,360,ood_depth,quantum_trained,qfc_state_overlap,quantum_trained,10,0.7911111111111111,0.032203059435976476,0.7900511580159824,0.03103695832893968,0.7892705383710229,0.8759774794470493
latent_primitive_sequence,qfc_all_to_all,810,360,ood_depth,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.5866666666666667,0.03525334528678754,0.5861826111382699,0.03576143093009141,0.5839897891403139,0.6188316396806786
latent_primitive_sequence,qfc_all_to_all,810,360,test,classical,laplacian,laplacian_gamma_x4,1,0.7444444444444445,,0.7410714285714286,,0.7418630751964085,0.783234126984127
latent_primitive_sequence,qfc_all_to_all,810,360,test,classical,laplacian,laplacian_gamma_x8,8,0.7503472222222223,0.021793356713122384,0.7495142172132045,0.020978664046820854,0.7491851964988241,0.80748626339155
latent_primitive_sequence,qfc_all_to_all,810,360,test,classical,rbf,rbf_gamma_x4,1,0.7972222222222223,,0.7971428571428572,,0.7970954068515044,0.8546409266409267
latent_primitive_sequence,qfc_all_to_all,810,360,test,quantum_trained,qfc_state_overlap,quantum_trained,10,0.7597222222222222,0.03250646237322585,0.7588338034470572,0.03240219946142819,0.7585880873689647,0.8407849048568246
latent_primitive_sequence,qfc_all_to_all,810,360,test,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.6030555555555555,0.02145472471554988,0.6031892352864364,0.02159113890124494,0.6019101854038464,0.6345726469237652
latent_primitive_sequence,qfc_grammar,256,256,ood_composition,classical,laplacian,laplacian_gamma_x0.5,2,0.5,0.015713484026367686,0.4927425969092636,0.023861725209038356,0.4897127891342604,0.453511378340813
latent_primitive_sequence,qfc_grammar,256,256,ood_composition,classical,laplacian,laplacian_gamma_x1,1,0.5277777777777778,,0.5266353309831571,,0.5199397571459947,0.5127301214257737
latent_primitive_sequence,qfc_grammar,256,256,ood_composition,classical,laplacian,laplacian_gamma_x2,2,0.5666666666666667,0.02357022603955162,0.558312936397058,0.038066595365622215,0.5566824162581048,0.5764666516018822
latent_primitive_sequence,qfc_grammar,256,256,ood_composition,classical,laplacian,laplacian_gamma_x8,1,0.5333333333333333,,0.534263489319669,,0.5304931064464041,0.5271021113717742
latent_primitive_sequence,qfc_grammar,256,256,ood_composition,classical,rbf,rbf_gamma_x0.25,1,0.5944444444444444,,0.58375,,0.5836369973700053,0.6621249999999999
latent_primitive_sequence,qfc_grammar,256,256,ood_composition,classical,rbf,rbf_gamma_x0.5,1,0.4722222222222222,,0.4668831168831169,,0.46346208151611185,0.45545454545454545
latent_primitive_sequence,qfc_grammar,256,256,ood_composition,classical,rbf,rbf_gamma_x2,1,0.5333333333333333,,0.5385007649158593,,0.53125,0.5068842427332994
latent_primitive_sequence,qfc_grammar,256,256,ood_composition,classical,rbf,rbf_gamma_x8,1,0.42777777777777776,,0.4325,,0.4277601160529646,0.402375
latent_primitive_sequence,qfc_grammar,256,256,ood_composition,quantum_trained,qfc_state_overlap,quantum_trained,10,0.5644444444444444,0.05025313153506887,0.558858339928896,0.04938912755415271,0.5548434906308095,0.5897443181933044
latent_primitive_sequence,qfc_grammar,256,256,ood_composition,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.49333333333333335,0.050430247635156515,0.4932810615210544,0.04650502200731262,0.4877632180918196,0.5006948907350475
latent_primitive_sequence,qfc_grammar,256,256,ood_depth,classical,laplacian,laplacian_gamma_x0.5,2,0.7666666666666666,0.015713484026367786,0.7658554806209912,0.01391051428929363,0.7651418242491657,0.8059311688555704
latent_primitive_sequence,qfc_grammar,256,256,ood_depth,classical,laplacian,laplacian_gamma_x1,1,0.75,,0.7505247561427337,,0.7496213409168186,0.8013334979627115
latent_primitive_sequence,qfc_grammar,256,256,ood_depth,classical,laplacian,laplacian_gamma_x2,2,0.7166666666666667,0.007856742013183834,0.7171734353559353,0.0067030916688896195,0.7147066184649611,0.7912896790488622
latent_primitive_sequence,qfc_grammar,256,256,ood_depth,classical,laplacian,laplacian_gamma_x8,1,0.7722222222222223,,0.771002024291498,,0.7684415299174798,0.8255313765182185
latent_primitive_sequence,qfc_grammar,256,256,ood_depth,classical,rbf,rbf_gamma_x0.25,1,0.7611111111111111,,0.7611607142857142,,0.7605123920913395,0.8447420634920635
latent_primitive_sequence,qfc_grammar,256,256,ood_depth,classical,rbf,rbf_gamma_x0.5,1,0.7,,0.7033646709549728,,0.6994062345373577,0.7522266204849085
latent_primitive_sequence,qfc_grammar,256,256,ood_depth,classical,rbf,rbf_gamma_x2,1,0.7166666666666667,,0.7171951372352425,,0.7146853146853147,0.7609976187492167
latent_primitive_sequence,qfc_grammar,256,256,ood_depth,classical,rbf,rbf_gamma_x8,1,0.7,,0.7105525136884021,,0.6990712074303406,0.7526132404181184
latent_primitive_sequence,qfc_grammar,256,256,ood_depth,quantum_trained,qfc_state_overlap,quantum_trained,10,0.75,0.06334307917217431,0.7492455900905217,0.06501634602914033,0.7479724571157464,0.817567747057088
latent_primitive_sequence,qfc_grammar,256,256,ood_depth,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.5416666666666667,0.04963861168029705,0.5417461580221907,0.050702419280510655,0.5368099657161027,0.5618176730222643
latent_primitive_sequence,qfc_grammar,256,256,test,classical,laplacian,laplacian_gamma_x0.5,2,0.66015625,0.0,0.6580453035648199,0.002222255958346321,0.6573036493965805,0.694019766462252
latent_primitive_sequence,qfc_grammar,256,256,test,classical,laplacian,laplacian_gamma_x1,1,0.65234375,,0.6564129301355579,,0.6522960001220871,0.7185794025639454
latent_primitive_sequence,qfc_grammar,256,256,test,classical,laplacian,laplacian_gamma_x2,2,0.642578125,0.035907766232129365,0.6442403991217275,0.03786001191346674,0.6423884888802674,0.6811734201043176
latent_primitive_sequence,qfc_grammar,256,256,test,classical,laplacian,laplacian_gamma_x8,1,0.69140625,,0.69024926686217,,0.690343127497665,0.721224340175953
latent_primitive_sequence,qfc_grammar,256,256,test,classical,rbf,rbf_gamma_x0.25,1,0.6875,,0.689770200148258,,0.6865625956535047,0.7213367926859403
latent_primitive_sequence,qfc_grammar,256,256,test,classical,rbf,rbf_gamma_x0.5,1,0.5703125,,0.5722832722832722,,0.5643294758339006,0.613919413919414
latent_primitive_sequence,qfc_grammar,256,256,test,classical,rbf,rbf_gamma_x2,1,0.671875,,0.6730205278592376,,0.6717948717948719,0.7041177908113392
latent_primitive_sequence,qfc_grammar,256,256,test,classical,rbf,rbf_gamma_x8,1,0.6015625,,0.5997067448680351,,0.5991156963890936,0.6482160312805473
latent_primitive_sequence,qfc_grammar,256,256,test,quantum_trained,qfc_state_overlap,quantum_trained,10,0.72421875,0.05331232292858442,0.7243544706181115,0.05311384705867432,0.7232255111553478,0.7952990210204622
latent_primitive_sequence,qfc_grammar,256,256,test,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.569921875,0.035727894929990914,0.5693185605229489,0.035944013534344024,0.5660110104583825,0.5881809611577141
latent_primitive_sequence,qfc_grammar,256,360,ood_composition,classical,laplacian,laplacian_gamma_x0.5,2,0.5,0.015713484026367686,0.4927425969092636,0.023861725209038356,0.4897127891342604,0.453511378340813
latent_primitive_sequence,qfc_grammar,256,360,ood_composition,classical,laplacian,laplacian_gamma_x1,1,0.5277777777777778,,0.5266353309831571,,0.5199397571459947,0.5127301214257737
latent_primitive_sequence,qfc_grammar,256,360,ood_composition,classical,laplacian,laplacian_gamma_x2,2,0.5666666666666667,0.02357022603955162,0.558312936397058,0.038066595365622215,0.5566824162581048,0.5764666516018822
latent_primitive_sequence,qfc_grammar,256,360,ood_composition,classical,laplacian,laplacian_gamma_x4,1,0.5388888888888889,,0.5411779704232534,,0.5356643356643356,0.5077766445690974
latent_primitive_sequence,qfc_grammar,256,360,ood_composition,classical,laplacian,laplacian_gamma_x8,1,0.5333333333333333,,0.534263489319669,,0.5304931064464041,0.5271021113717742
latent_primitive_sequence,qfc_grammar,256,360,ood_composition,classical,rbf,rbf_gamma_x0.25,1,0.5944444444444444,,0.58375,,0.5836369973700053,0.6621249999999999
latent_primitive_sequence,qfc_grammar,256,360,ood_composition,classical,rbf,rbf_gamma_x0.5,1,0.4722222222222222,,0.4668831168831169,,0.46346208151611185,0.45545454545454545
latent_primitive_sequence,qfc_grammar,256,360,ood_composition,classical,rbf,rbf_gamma_x8,1,0.42777777777777776,,0.4325,,0.4277601160529646,0.402375
latent_primitive_sequence,qfc_grammar,256,360,ood_composition,quantum_trained,qfc_state_overlap,quantum_trained,10,0.5683333333333334,0.05574350922126972,0.5632673192523844,0.05594564470499568,0.5584470796476149,0.5908964675135044
latent_primitive_sequence,qfc_grammar,256,360,ood_composition,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.485,0.0354328515427411,0.4836672384388484,0.03451593791311408,0.4805273384749862,0.4783171419552598
latent_primitive_sequence,qfc_grammar,256,360,ood_depth,classical,laplacian,laplacian_gamma_x0.5,2,0.7666666666666666,0.015713484026367786,0.7658554806209912,0.01391051428929363,0.7651418242491657,0.8059311688555704
latent_primitive_sequence,qfc_grammar,256,360,ood_depth,classical,laplacian,laplacian_gamma_x1,1,0.75,,0.7505247561427337,,0.7496213409168186,0.8013334979627115
latent_primitive_sequence,qfc_grammar,256,360,ood_depth,classical,laplacian,laplacian_gamma_x2,2,0.7166666666666667,0.007856742013183834,0.7171734353559353,0.0067030916688896195,0.7147066184649611,0.7912896790488622
latent_primitive_sequence,qfc_grammar,256,360,ood_depth,classical,laplacian,laplacian_gamma_x4,1,0.7166666666666667,,0.7103020428625141,,0.711093627065303,0.7930818398295526
latent_primitive_sequence,qfc_grammar,256,360,ood_depth,classical,laplacian,laplacian_gamma_x8,1,0.7722222222222223,,0.771002024291498,,0.7684415299174798,0.8255313765182185
latent_primitive_sequence,qfc_grammar,256,360,ood_depth,classical,rbf,rbf_gamma_x0.25,1,0.7611111111111111,,0.7611607142857142,,0.7605123920913395,0.8447420634920635
latent_primitive_sequence,qfc_grammar,256,360,ood_depth,classical,rbf,rbf_gamma_x0.5,1,0.7,,0.7033646709549728,,0.6994062345373577,0.7522266204849085
latent_primitive_sequence,qfc_grammar,256,360,ood_depth,classical,rbf,rbf_gamma_x8,1,0.7,,0.7105525136884021,,0.6990712074303406,0.7526132404181184
latent_primitive_sequence,qfc_grammar,256,360,ood_depth,quantum_trained,qfc_state_overlap,quantum_trained,10,0.7544444444444445,0.05682500270817977,0.7526838800678419,0.05776276516121284,0.7518006211999593,0.8231020763440047
latent_primitive_sequence,qfc_grammar,256,360,ood_depth,quantum_untrained,qfc_state_overlap,quantum_untrained,10,0.5461111111111111,0.04295737511554397,0.5451612024557677,0.0425352189733547,0.5438931006788864,0.5773406411194527
latent_primitive_sequence,qfc_grammar,256,360,test,classical,laplacian,laplacian_gamma_x0.5,2,0.6833333333333333,0.0,0.6818090968020742,0.0007906822801730648,0.6804833234717076,0.7238162234535128
latent_primitive_sequence,qfc_grammar,256,360,test,classical,laplacian,laplacian_gamma_x1,1,0.6638888888888889,,0.6687816077689182,,0.6637617617772151,0.7292048028295741
latent_primitive_sequence,qfc_grammar,256,360,test,classical,laplacian,laplacian_gamma_x2,2,0.6569444444444444,0.029462782549439532,0.6585421103942874,0.030956338995970428,0.6566230466050348,0.6959909932939252
latent_primitive_sequence,qfc_grammar,256,360,test,classical,laplacian,laplacian_gamma_x4,1,0.6972222222222222,,0.6984555984555985,,0.6970328677645751,0.7146563706563707
