run_dir,run_group,experiment_name,feature_set,model_name,seed,train_sample_cap,eval_sample_cap,kernel_source,kernel_family,kernel_name,C,train_sample_n,val_sample_n,split,eval_sample_n,selection_metric,selection_score,accuracy,balanced_accuracy,macro_f1,roc_auc
20260523_195300_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_random_01,11,810,360,quantum_trained,qfc_state_overlap,quantum_trained,1.0,810,270,ood_composition,180,val_balanced_accuracy,0.7884615384615385,0.7166666666666667,0.7173107791085319,0.7159565580618212,0.7503395480923571
20260523_195300_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_random_01,11,810,360,quantum_trained,qfc_state_overlap,quantum_trained,1.0,810,270,ood_depth,180,val_balanced_accuracy,0.7884615384615385,0.75,0.7411437246963564,0.7423582175005566,0.8084514170040487
20260523_195300_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_random_01,11,810,360,quantum_untrained,qfc_state_overlap,quantum_untrained,100.0,810,270,test,360,val_balanced_accuracy,0.6351648351648351,0.5944444444444444,0.5942857142857143,0.5942440711462451,0.6033359073359074
20260523_195300_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_random_01,11,810,360,quantum_untrained,qfc_state_overlap,quantum_untrained,100.0,810,270,ood_composition,180,val_balanced_accuracy,0.6351648351648351,0.3888888888888889,0.38881343375725397,0.38881343375725397,0.3621434745030251
20260523_195300_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_random_01,11,810,360,quantum_untrained,qfc_state_overlap,quantum_untrained,100.0,810,270,ood_depth,180,val_balanced_accuracy,0.6351648351648351,0.5833333333333334,0.5809716599190283,0.5786385342863385,0.5717358299595142
20260523_195300_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_random_01,11,810,360,classical,rbf,rbf_gamma_x4,10.0,810,270,test,360,val_balanced_accuracy,0.7920329670329671,0.7972222222222223,0.7971428571428572,0.7970954068515044,0.8546409266409267
20260523_195300_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_random_01,11,810,360,classical,rbf,rbf_gamma_x4,10.0,810,270,ood_composition,180,val_balanced_accuracy,0.7920329670329671,0.4722222222222222,0.4728361526114335,0.4708994708994709,0.4351154463514014
20260523_195300_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_random_01_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_random_01,11,810,360,classical,rbf,rbf_gamma_x4,10.0,810,270,ood_depth,180,val_balanced_accuracy,0.7920329670329671,0.7722222222222223,0.7692307692307692,0.767741935483871,0.8218623481781376
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,256,quantum_trained,qfc_state_overlap,quantum_trained,1.0,256,256,test,256,val_balanced_accuracy,0.780915703893881,0.734375,0.7338709677419355,0.7339690690139984,0.7908113391984359
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,256,quantum_trained,qfc_state_overlap,quantum_trained,1.0,256,256,ood_composition,180,val_balanced_accuracy,0.780915703893881,0.6333333333333333,0.6326707000864304,0.6316964285714286,0.6594641313742438
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,256,quantum_trained,qfc_state_overlap,quantum_trained,1.0,256,256,ood_depth,180,val_balanced_accuracy,0.780915703893881,0.7,0.6890182186234818,0.6902090770015298,0.8007338056680162
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,256,quantum_untrained,qfc_state_overlap,quantum_untrained,100.0,256,256,test,256,val_balanced_accuracy,0.5990280579497524,0.62890625,0.6279325513196481,0.6279468233206358,0.7016739980449658
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,256,quantum_untrained,qfc_state_overlap,quantum_untrained,100.0,256,256,ood_composition,180,val_balanced_accuracy,0.5990280579497524,0.5444444444444444,0.5442647240400049,0.5442193675889329,0.5905667366341524
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,256,quantum_untrained,qfc_state_overlap,quantum_untrained,100.0,256,256,ood_depth,180,val_balanced_accuracy,0.5990280579497524,0.5388888888888889,0.5495951417004049,0.5387607668796888,0.5680668016194331
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,256,classical,laplacian,laplacian_gamma_x8,1.0,256,256,test,256,val_balanced_accuracy,0.7327465003973348,0.69140625,0.69024926686217,0.690343127497665,0.721224340175953
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,256,classical,laplacian,laplacian_gamma_x8,1.0,256,256,ood_composition,180,val_balanced_accuracy,0.7327465003973348,0.5333333333333333,0.534263489319669,0.5304931064464041,0.5271021113717742
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,256,classical,laplacian,laplacian_gamma_x8,1.0,256,256,ood_depth,180,val_balanced_accuracy,0.7327465003973348,0.7722222222222223,0.771002024291498,0.7684415299174798,0.8255313765182185
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,360,quantum_trained,qfc_state_overlap,quantum_trained,1.0,256,270,test,360,val_balanced_accuracy,0.781043956043956,0.7416666666666667,0.7415444015444015,0.741505107358766,0.8118610038610039
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,360,quantum_trained,qfc_state_overlap,quantum_trained,1.0,256,270,ood_composition,180,val_balanced_accuracy,0.781043956043956,0.6333333333333333,0.6326707000864304,0.6316964285714286,0.6594641313742438
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,360,quantum_trained,qfc_state_overlap,quantum_trained,1.0,256,270,ood_depth,180,val_balanced_accuracy,0.781043956043956,0.7,0.6890182186234818,0.6902090770015298,0.8007338056680162
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,360,quantum_untrained,qfc_state_overlap,quantum_untrained,1.0,256,270,test,360,val_balanced_accuracy,0.5653846153846154,0.5555555555555556,0.5553667953667953,0.5553359683794465,0.5817760617760617
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,360,quantum_untrained,qfc_state_overlap,quantum_untrained,1.0,256,270,ood_composition,180,val_balanced_accuracy,0.5653846153846154,0.5055555555555555,0.5050623533769601,0.5043163464216096,0.5138906037782442
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,360,quantum_untrained,qfc_state_overlap,quantum_untrained,1.0,256,270,ood_depth,180,val_balanced_accuracy,0.5653846153846154,0.5777777777777777,0.5619939271255061,0.5621559339393163,0.6234817813765182
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,360,classical,laplacian,laplacian_gamma_x8,1.0,256,270,test,360,val_balanced_accuracy,0.7208791208791209,0.6972222222222222,0.695984555984556,0.6959812816201936,0.7237065637065637
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,360,classical,laplacian,laplacian_gamma_x8,1.0,256,270,ood_composition,180,val_balanced_accuracy,0.7208791208791209,0.5333333333333333,0.534263489319669,0.5304931064464041,0.5271021113717742
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,256,360,classical,laplacian,laplacian_gamma_x8,1.0,256,270,ood_depth,180,val_balanced_accuracy,0.7208791208791209,0.7722222222222223,0.771002024291498,0.7684415299174798,0.8255313765182185
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,256,quantum_trained,qfc_state_overlap,quantum_trained,1.0,810,256,test,256,val_balanced_accuracy,0.8122134604804695,0.7734375,0.7732160312805474,0.7732160312805474,0.831989247311828
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,256,quantum_trained,qfc_state_overlap,quantum_trained,1.0,810,256,ood_composition,180,val_balanced_accuracy,0.8122134604804695,0.6611111111111111,0.6596493394246203,0.6544453186467348,0.6892208914680825
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,256,quantum_trained,qfc_state_overlap,quantum_trained,1.0,810,256,ood_depth,180,val_balanced_accuracy,0.8122134604804695,0.7555555555555555,0.7477226720647774,0.7485714285714286,0.8342611336032388
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,256,quantum_untrained,qfc_state_overlap,quantum_untrained,1.0,810,256,test,256,val_balanced_accuracy,0.5925178800660187,0.6015625,0.6006842619745846,0.6006850990946905,0.6259164222873901
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,256,quantum_untrained,qfc_state_overlap,quantum_untrained,1.0,810,256,ood_composition,180,val_balanced_accuracy,0.5925178800660187,0.48333333333333334,0.4834547474996913,0.4833173863390845,0.46771206321768116
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,256,quantum_untrained,qfc_state_overlap,quantum_untrained,1.0,810,256,ood_depth,180,val_balanced_accuracy,0.5925178800660187,0.55,0.5468117408906883,0.5449296170292456,0.56540991902834
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,256,classical,rbf,rbf_gamma_x4,10.0,810,256,test,256,val_balanced_accuracy,0.8006296228375818,0.79296875,0.793377321603128,0.7929403146794451,0.8524560117302054
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,256,classical,rbf,rbf_gamma_x4,10.0,810,256,ood_composition,180,val_balanced_accuracy,0.8006296228375818,0.4722222222222222,0.4728361526114335,0.4708994708994709,0.4351154463514014
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,256,classical,rbf,rbf_gamma_x4,10.0,810,256,ood_depth,180,val_balanced_accuracy,0.8006296228375818,0.7722222222222223,0.7692307692307692,0.767741935483871,0.8218623481781376
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,360,quantum_trained,qfc_state_overlap,quantum_trained,1.0,810,270,test,360,val_balanced_accuracy,0.8071428571428572,0.7833333333333333,0.7833204633204633,0.7832262845849802,0.8412972972972973
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,360,quantum_trained,qfc_state_overlap,quantum_trained,1.0,810,270,ood_composition,180,val_balanced_accuracy,0.8071428571428572,0.6611111111111111,0.6596493394246203,0.6544453186467348,0.6892208914680825
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,360,quantum_trained,qfc_state_overlap,quantum_trained,1.0,810,270,ood_depth,180,val_balanced_accuracy,0.8071428571428572,0.7555555555555555,0.7477226720647774,0.7485714285714286,0.8342611336032388
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,360,quantum_untrained,qfc_state_overlap,quantum_untrained,10.0,810,270,test,360,val_balanced_accuracy,0.6288461538461538,0.6,0.5984555984555984,0.5979026403152246,0.645065637065637
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,360,quantum_untrained,qfc_state_overlap,quantum_untrained,10.0,810,270,ood_composition,180,val_balanced_accuracy,0.6288461538461538,0.5722222222222222,0.5726015557476232,0.5718918918918919,0.5974811705148784
20260523_195307_qnlpbench_r_stage6d_topology_latent_primitive_sequence_qfc_ring_seed11,stage6d_topology,qnlpbench_r_stage6d_topology_latent_primitive_sequence,latent_primitive_sequence,qfc_ring,11,810,360,quantum_untrained,qfc_state_overlap,quantum_untrained,10.0,810,270,ood_depth,180,val_balanced_accuracy,0.6288461538461538,0.55,0.548582995951417,0.5459499859861107,0.5608552631578946
