seed,topology,split,sample_count,train_index_sha256,validation_index_sha256,evaluation_index_sha256,qfc_balanced_accuracy,generic_balanced_accuracy,learned_balanced_accuracy,qfc_minus_generic,qfc_minus_learned,learned_minus_generic,qfc_C,generic_kernel,generic_C,learned_source,learned_kernel,learned_C
23,qfc_random_01,ood_composition,128,0dea398b823c8270cfa4a25c723a2cb2617eb306f2e2f728a14ab80374c96781,f483a3f0628cb79146d75dfc7fb7f01e565ebdcb04396635cc2e2b05ccfb0e15,6a06bea49a062b9317234c70c7fa9a5e21f887c34756d9edffc848ba3a766bc8,0.6062893081761006,0.5290566037735849,0.6368553459119497,0.07723270440251573,-0.030566037735849094,0.10779874213836482,1.0,laplacian_gamma_x2,100.0,mlp_hidden,rbf_gamma_x0.5,100.0
23,qfc_random_01,ood_depth,128,0dea398b823c8270cfa4a25c723a2cb2617eb306f2e2f728a14ab80374c96781,f483a3f0628cb79146d75dfc7fb7f01e565ebdcb04396635cc2e2b05ccfb0e15,febc15e648658dd30ab6d924f69c25479615855df74772834f6bfd714d6329a1,0.7817460317460317,0.6478174603174603,0.8382936507936507,0.1339285714285714,-0.05654761904761896,0.19047619047619035,1.0,laplacian_gamma_x2,100.0,mlp_hidden,rbf_gamma_x0.5,100.0
37,qfc_all_to_all,test,128,f1d42002f413226bc306dc958898d74182fabd4b18f374cfc961e59604c0b9eb,4a47f768ed5538d5c8446d5af84f72bdea47f2dadad0031850c07d1a40288613,a2d6f92d5867af4f74b5640874331ca74edb1d6219d04d8f54a6b93620867b82,0.7871530336526652,0.7122328666175386,0.7920658314910342,0.0749201670351266,-0.004912797838368954,0.07983296487349556,1.0,rbf_gamma_x2,10.0,mlp_hidden,rbf_gamma_x0.5,1.0
37,qfc_all_to_all,ood_composition,128,f1d42002f413226bc306dc958898d74182fabd4b18f374cfc961e59604c0b9eb,4a47f768ed5538d5c8446d5af84f72bdea47f2dadad0031850c07d1a40288613,603047a5768a2cad16502eaa9b8d60f6054fdafaf310d5e8423be65f36c08425,0.5968741927150607,0.37496770860242834,0.5754327047274606,0.22190648411263236,0.02144148798760015,0.2004649961250322,1.0,rbf_gamma_x2,10.0,mlp_hidden,rbf_gamma_x0.5,1.0
37,qfc_all_to_all,ood_depth,128,f1d42002f413226bc306dc958898d74182fabd4b18f374cfc961e59604c0b9eb,4a47f768ed5538d5c8446d5af84f72bdea47f2dadad0031850c07d1a40288613,663eef8d256eb5184cc372790f3b2e28ce963238dc884b917bbdcd06135a85f6,0.7824175824175824,0.7008547008547008,0.7978021978021979,0.0815628815628816,-0.015384615384615441,0.09694749694749705,1.0,rbf_gamma_x2,10.0,mlp_hidden,rbf_gamma_x0.5,1.0
37,qfc_random_01,test,128,f1d42002f413226bc306dc958898d74182fabd4b18f374cfc961e59604c0b9eb,4a47f768ed5538d5c8446d5af84f72bdea47f2dadad0031850c07d1a40288613,a2d6f92d5867af4f74b5640874331ca74edb1d6219d04d8f54a6b93620867b82,0.8064357651682633,0.7122328666175386,0.7920658314910342,0.09420289855072472,0.014369933677229163,0.07983296487349556,1.0,rbf_gamma_x2,10.0,mlp_hidden,rbf_gamma_x0.5,1.0
37,qfc_random_01,ood_composition,128,f1d42002f413226bc306dc958898d74182fabd4b18f374cfc961e59604c0b9eb,4a47f768ed5538d5c8446d5af84f72bdea47f2dadad0031850c07d1a40288613,603047a5768a2cad16502eaa9b8d60f6054fdafaf310d5e8423be65f36c08425,0.6148282097649186,0.37496770860242834,0.5754327047274606,0.23986050116249025,0.039395505037458034,0.2004649961250322,1.0,rbf_gamma_x2,10.0,mlp_hidden,rbf_gamma_x0.5,1.0
37,qfc_random_01,ood_depth,128,f1d42002f413226bc306dc958898d74182fabd4b18f374cfc961e59604c0b9eb,4a47f768ed5538d5c8446d5af84f72bdea47f2dadad0031850c07d1a40288613,663eef8d256eb5184cc372790f3b2e28ce963238dc884b917bbdcd06135a85f6,0.8206349206349206,0.7008547008547008,0.7978021978021979,0.1197802197802198,0.02283272283272275,0.09694749694749705,1.0,rbf_gamma_x2,10.0,mlp_hidden,rbf_gamma_x0.5,1.0
41,qfc_all_to_all,test,128,16b989ed2e4b1d71fceb6cbc976cf26c3acf9e4c0d6cb5dc53f4340001e263ae,35424a77bcd9474edf58e0baaafa90656f6d154448bc2e41f7b48ed08e001271,173a102a77918ac8f244b1c3f997738325c137cd346fc7d52678c63a5545e9c7,0.6807081807081807,0.6645909645909646,0.7975579975579976,0.01611721611721617,-0.11684981684981688,0.13296703296703305,10.0,linear,100.0,mlp_logits,rbf_gamma_x0.5,0.1
41,qfc_all_to_all,ood_composition,128,16b989ed2e4b1d71fceb6cbc976cf26c3acf9e4c0d6cb5dc53f4340001e263ae,35424a77bcd9474edf58e0baaafa90656f6d154448bc2e41f7b48ed08e001271,bf633a494d01c761d406796b2ed54938c7c71f2a85375f5fd7320c20ab86e9ff,0.5058530510585305,0.5080946450809465,0.6087173100871731,-0.0022415940224159714,-0.1028642590286426,0.10062266500622663,10.0,linear,100.0,mlp_logits,rbf_gamma_x0.5,0.1
41,qfc_all_to_all,ood_depth,128,16b989ed2e4b1d71fceb6cbc976cf26c3acf9e4c0d6cb5dc53f4340001e263ae,35424a77bcd9474edf58e0baaafa90656f6d154448bc2e41f7b48ed08e001271,b8f94f30484c5f80fe172e1a7262585534e56afc03ff3eb2ba4d74e16f793e54,0.7042735042735042,0.6804639804639805,0.7905982905982906,0.023809523809523725,-0.08632478632478635,0.11013431013431008,10.0,linear,100.0,mlp_logits,rbf_gamma_x0.5,0.1
41,qfc_random_01,test,128,16b989ed2e4b1d71fceb6cbc976cf26c3acf9e4c0d6cb5dc53f4340001e263ae,35424a77bcd9474edf58e0baaafa90656f6d154448bc2e41f7b48ed08e001271,173a102a77918ac8f244b1c3f997738325c137cd346fc7d52678c63a5545e9c7,0.7278388278388279,0.6645909645909646,0.7975579975579976,0.06324786324786336,-0.0697191697191697,0.13296703296703305,10.0,linear,100.0,mlp_logits,rbf_gamma_x0.5,0.1
41,qfc_random_01,ood_composition,128,16b989ed2e4b1d71fceb6cbc976cf26c3acf9e4c0d6cb5dc53f4340001e263ae,35424a77bcd9474edf58e0baaafa90656f6d154448bc2e41f7b48ed08e001271,bf633a494d01c761d406796b2ed54938c7c71f2a85375f5fd7320c20ab86e9ff,0.6403486924034869,0.5080946450809465,0.6087173100871731,0.13225404732254042,0.031631382316313794,0.10062266500622663,10.0,linear,100.0,mlp_logits,rbf_gamma_x0.5,0.1
41,qfc_random_01,ood_depth,128,16b989ed2e4b1d71fceb6cbc976cf26c3acf9e4c0d6cb5dc53f4340001e263ae,35424a77bcd9474edf58e0baaafa90656f6d154448bc2e41f7b48ed08e001271,b8f94f30484c5f80fe172e1a7262585534e56afc03ff3eb2ba4d74e16f793e54,0.728083028083028,0.6804639804639805,0.7905982905982906,0.04761904761904756,-0.06251526251526252,0.11013431013431008,10.0,linear,100.0,mlp_logits,rbf_gamma_x0.5,0.1
53,qfc_all_to_all,test,128,da14fe68bf51ab9c873055e0b253e14c7dccd0234e8eb4abcdf4f1628ffbb6d7,6a9aa46a1ccb846b8f794b84535d7d636052845abf211c109bac77b5199defc8,967aa06767a5510777226dad19142fdb85eb18c55127e3508918c88c0451aa5b,0.7724828934506354,0.696236559139785,0.8369990224828934,0.07624633431085037,-0.06451612903225801,0.14076246334310838,1.0,rbf_gamma_x1,0.1,mlp_hidden,rbf_gamma_x1,0.1
53,qfc_all_to_all,ood_composition,128,da14fe68bf51ab9c873055e0b253e14c7dccd0234e8eb4abcdf4f1628ffbb6d7,6a9aa46a1ccb846b8f794b84535d7d636052845abf211c109bac77b5199defc8,c48e5a3d92874d2e2c453fddcc36f04bd7278e8fca6172c6b1d7600bca2d9019,0.6449221645663454,0.5286632073140598,0.6394860390412651,0.11625895725228563,0.005436125525080326,0.1108228317272053,1.0,rbf_gamma_x1,0.1,mlp_hidden,rbf_gamma_x1,0.1
53,qfc_all_to_all,ood_depth,128,da14fe68bf51ab9c873055e0b253e14c7dccd0234e8eb4abcdf4f1628ffbb6d7,6a9aa46a1ccb846b8f794b84535d7d636052845abf211c109bac77b5199defc8,1e42fbc39ddcb94e9325595b54ec30e36d6b86fa9306bf1548e587710baa377b,0.783743842364532,0.7391625615763546,0.8251231527093597,0.04458128078817736,-0.04137931034482767,0.08596059113300503,1.0,rbf_gamma_x1,0.1,mlp_hidden,rbf_gamma_x1,0.1
53,qfc_random_01,test,128,da14fe68bf51ab9c873055e0b253e14c7dccd0234e8eb4abcdf4f1628ffbb6d7,6a9aa46a1ccb846b8f794b84535d7d636052845abf211c109bac77b5199defc8,967aa06767a5510777226dad19142fdb85eb18c55127e3508918c88c0451aa5b,0.686217008797654,0.696236559139785,0.8369990224828934,-0.010019550342130978,-0.15078201368523936,0.14076246334310838,1.0,rbf_gamma_x1,0.1,mlp_hidden,rbf_gamma_x1,0.1
53,qfc_random_01,ood_composition,128,da14fe68bf51ab9c873055e0b253e14c7dccd0234e8eb4abcdf4f1628ffbb6d7,6a9aa46a1ccb846b8f794b84535d7d636052845abf211c109bac77b5199defc8,c48e5a3d92874d2e2c453fddcc36f04bd7278e8fca6172c6b1d7600bca2d9019,0.546454163577959,0.5286632073140598,0.6394860390412651,0.01779095626389915,-0.09303187546330616,0.1108228317272053,1.0,rbf_gamma_x1,0.1,mlp_hidden,rbf_gamma_x1,0.1
53,qfc_random_01,ood_depth,128,da14fe68bf51ab9c873055e0b253e14c7dccd0234e8eb4abcdf4f1628ffbb6d7,6a9aa46a1ccb846b8f794b84535d7d636052845abf211c109bac77b5199defc8,1e42fbc39ddcb94e9325595b54ec30e36d6b86fa9306bf1548e587710baa377b,0.7049261083743843,0.7391625615763546,0.8251231527093597,-0.03423645320197033,-0.12019704433497536,0.08596059113300503,1.0,rbf_gamma_x1,0.1,mlp_hidden,rbf_gamma_x1,0.1
67,qfc_all_to_all,test,128,f1ffea23da795b16cf9c74e5b7379b1e66e1679d2e8bc13ad2496aa24ac29aaf,62cf8e6a9ad659b379032bfa1824ad830cef81d4cd762730f0f605b944acd7b7,9138d18515e3c3d7b5f726038ea2e2a1b43a8ccac0ef23a8e0fc7d54df4682c5,0.7011366444279714,0.6011860637509265,0.7837904620706696,0.09995058067704488,-0.08265381764269819,0.18260439831974307,1.0,poly_degree_2,10.0,mlp_hidden,rbf_gamma_x2,10.0
67,qfc_all_to_all,ood_composition,128,f1ffea23da795b16cf9c74e5b7379b1e66e1679d2e8bc13ad2496aa24ac29aaf,62cf8e6a9ad659b379032bfa1824ad830cef81d4cd762730f0f605b944acd7b7,c3b137b3285ca338853464bc354c1fe72fc4fe27d375a2d741f3f1bc9816c04d,0.6118226600985222,0.4396551724137931,0.6098522167487685,0.17216748768472906,0.0019704433497536034,0.17019704433497546,1.0,poly_degree_2,10.0,mlp_hidden,rbf_gamma_x2,10.0
67,qfc_all_to_all,ood_depth,128,f1ffea23da795b16cf9c74e5b7379b1e66e1679d2e8bc13ad2496aa24ac29aaf,62cf8e6a9ad659b379032bfa1824ad830cef81d4cd762730f0f605b944acd7b7,bbeb48faa60c62749b3a15d4f6d6c818317fe60587d2ef9851cbf1b8588d82f6,0.774969474969475,0.6742368742368743,0.8211233211233211,0.10073260073260071,-0.0461538461538461,0.1468864468864468,1.0,poly_degree_2,10.0,mlp_hidden,rbf_gamma_x2,10.0
67,qfc_random_01,test,128,f1ffea23da795b16cf9c74e5b7379b1e66e1679d2e8bc13ad2496aa24ac29aaf,62cf8e6a9ad659b379032bfa1824ad830cef81d4cd762730f0f605b944acd7b7,9138d18515e3c3d7b5f726038ea2e2a1b43a8ccac0ef23a8e0fc7d54df4682c5,0.7064492216456635,0.6011860637509265,0.7837904620706696,0.10526315789473695,-0.07734124042500612,0.18260439831974307,1.0,poly_degree_2,10.0,mlp_hidden,rbf_gamma_x2,10.0
67,qfc_random_01,ood_composition,128,f1ffea23da795b16cf9c74e5b7379b1e66e1679d2e8bc13ad2496aa24ac29aaf,62cf8e6a9ad659b379032bfa1824ad830cef81d4cd762730f0f605b944acd7b7,c3b137b3285ca338853464bc354c1fe72fc4fe27d375a2d741f3f1bc9816c04d,0.6603448275862069,0.4396551724137931,0.6098522167487685,0.22068965517241385,0.05049261083743839,0.17019704433497546,1.0,poly_degree_2,10.0,mlp_hidden,rbf_gamma_x2,10.0
67,qfc_random_01,ood_depth,128,f1ffea23da795b16cf9c74e5b7379b1e66e1679d2e8bc13ad2496aa24ac29aaf,62cf8e6a9ad659b379032bfa1824ad830cef81d4cd762730f0f605b944acd7b7,bbeb48faa60c62749b3a15d4f6d6c818317fe60587d2ef9851cbf1b8588d82f6,0.8131868131868132,0.6742368742368743,0.8211233211233211,0.1389499389499389,-0.007936507936507908,0.1468864468864468,1.0,poly_degree_2,10.0,mlp_hidden,rbf_gamma_x2,10.0
79,qfc_all_to_all,test,128,8601c03afa7908869bc946b361b2c33d7dad33b45d7ccb30e17c70f1073a7d23,47b44f4f28e39b32c548982790de862623f3afe3abd103c36865fe0b823dab65,69e790a210d4f9fa1f6a4dc1b12f100a054b5ce3e3ead1b52f747ea007a49349,0.6799019607843138,0.638235294117647,0.705392156862745,0.04166666666666674,-0.025490196078431282,0.06715686274509802,10.0,laplacian_gamma_x0.5,10.0,mlp_hidden,linear,1.0
79,qfc_all_to_all,ood_composition,128,8601c03afa7908869bc946b361b2c33d7dad33b45d7ccb30e17c70f1073a7d23,47b44f4f28e39b32c548982790de862623f3afe3abd103c36865fe0b823dab65,b4ac83edc5a8ac3dc0c36611d7711df79a49167765532bcf6d84ca648fccca86,0.6502324443356986,0.6063126988010766,0.6778810863714215,0.04391974553462197,-0.027648642035722926,0.0715683875703449,10.0,laplacian_gamma_x0.5,10.0,mlp_hidden,linear,1.0
79,qfc_all_to_all,ood_depth,128,8601c03afa7908869bc946b361b2c33d7dad33b45d7ccb30e17c70f1073a7d23,47b44f4f28e39b32c548982790de862623f3afe3abd103c36865fe0b823dab65,7a6a1ead71777c2be0afec35a019169455bc5e86a40279c0097644b5fdc2bb36,0.6407624633431085,0.7013685239491692,0.8198924731182795,-0.06060606060606066,-0.17913000977517102,0.11852394916911035,10.0,laplacian_gamma_x0.5,10.0,mlp_hidden,linear,1.0
79,qfc_random_01,test,128,8601c03afa7908869bc946b361b2c33d7dad33b45d7ccb30e17c70f1073a7d23,47b44f4f28e39b32c548982790de862623f3afe3abd103c36865fe0b823dab65,69e790a210d4f9fa1f6a4dc1b12f100a054b5ce3e3ead1b52f747ea007a49349,0.7563725490196078,0.638235294117647,0.705392156862745,0.11813725490196081,0.050980392156862786,0.06715686274509802,1.0,laplacian_gamma_x0.5,10.0,mlp_hidden,linear,1.0
79,qfc_random_01,ood_composition,128,8601c03afa7908869bc946b361b2c33d7dad33b45d7ccb30e17c70f1073a7d23,47b44f4f28e39b32c548982790de862623f3afe3abd103c36865fe0b823dab65,b4ac83edc5a8ac3dc0c36611d7711df79a49167765532bcf6d84ca648fccca86,0.6539026180572547,0.6063126988010766,0.6778810863714215,0.04758991925617806,-0.023978468314166834,0.0715683875703449,1.0,laplacian_gamma_x0.5,10.0,mlp_hidden,linear,1.0
79,qfc_random_01,ood_depth,128,8601c03afa7908869bc946b361b2c33d7dad33b45d7ccb30e17c70f1073a7d23,47b44f4f28e39b32c548982790de862623f3afe3abd103c36865fe0b823dab65,7a6a1ead71777c2be0afec35a019169455bc5e86a40279c0097644b5fdc2bb36,0.7209188660801564,0.7013685239491692,0.8198924731182795,0.019550342130987275,-0.09897360703812308,0.11852394916911035,1.0,laplacian_gamma_x0.5,10.0,mlp_hidden,linear,1.0
83,qfc_all_to_all,test,128,0ae942fe1382d4e6d3a29babd742e29c6a855cc9ce3b77649a7d97b651cc8cf9,68e682c2e4cded297f8dfb777df4f854a7b78ddfcb3a445b67848f6c82b1d944,1e326a54d3fd1991fb74e80b83240f44fa594a940efcd33481f5f34f990d839f,0.7576312576312576,0.5717948717948718,0.7648351648351648,0.18583638583638584,-0.007203907203907178,0.19304029304029302,10.0,rbf_gamma_x0.5,1.0,mlp_logits,rbf_gamma_x1,1.0
83,qfc_all_to_all,ood_composition,128,0ae942fe1382d4e6d3a29babd742e29c6a855cc9ce3b77649a7d97b651cc8cf9,68e682c2e4cded297f8dfb777df4f854a7b78ddfcb3a445b67848f6c82b1d944,d88e2d7065695b3079a9b8d2f46b3f0cee1611a6200718f0fe961e979d9e46c3,0.5476923076923077,0.44846153846153847,0.5848717948717949,0.09923076923076923,-0.03717948717948716,0.1364102564102564,10.0,rbf_gamma_x0.5,1.0,mlp_logits,rbf_gamma_x1,1.0
83,qfc_all_to_all,ood_depth,128,0ae942fe1382d4e6d3a29babd742e29c6a855cc9ce3b77649a7d97b651cc8cf9,68e682c2e4cded297f8dfb777df4f854a7b78ddfcb3a445b67848f6c82b1d944,eb4599f1644ae42a50dc0691010706f95e1b650a5d86a38c3d92c8f62e9bdf25,0.8157572791778811,0.6351847320773183,0.8508686077807683,0.1805725471005628,-0.03511132860288724,0.21568387570345005,10.0,rbf_gamma_x0.5,1.0,mlp_logits,rbf_gamma_x1,1.0
83,qfc_random_01,test,128,0ae942fe1382d4e6d3a29babd742e29c6a855cc9ce3b77649a7d97b651cc8cf9,68e682c2e4cded297f8dfb777df4f854a7b78ddfcb3a445b67848f6c82b1d944,1e326a54d3fd1991fb74e80b83240f44fa594a940efcd33481f5f34f990d839f,0.6879120879120879,0.5717948717948718,0.7648351648351648,0.11611721611721615,-0.07692307692307687,0.19304029304029302,10.0,rbf_gamma_x0.5,1.0,mlp_logits,rbf_gamma_x1,1.0
83,qfc_random_01,ood_composition,128,0ae942fe1382d4e6d3a29babd742e29c6a855cc9ce3b77649a7d97b651cc8cf9,68e682c2e4cded297f8dfb777df4f854a7b78ddfcb3a445b67848f6c82b1d944,d88e2d7065695b3079a9b8d2f46b3f0cee1611a6200718f0fe961e979d9e46c3,0.572051282051282,0.44846153846153847,0.5848717948717949,0.1235897435897435,-0.012820512820512886,0.1364102564102564,10.0,rbf_gamma_x0.5,1.0,mlp_logits,rbf_gamma_x1,1.0
83,qfc_random_01,ood_depth,128,0ae942fe1382d4e6d3a29babd742e29c6a855cc9ce3b77649a7d97b651cc8cf9,68e682c2e4cded297f8dfb777df4f854a7b78ddfcb3a445b67848f6c82b1d944,eb4599f1644ae42a50dc0691010706f95e1b650a5d86a38c3d92c8f62e9bdf25,0.7359921702960607,0.6351847320773183,0.8508686077807683,0.10080743821874238,-0.11487643748470766,0.21568387570345005,10.0,rbf_gamma_x0.5,1.0,mlp_logits,rbf_gamma_x1,1.0
97,qfc_all_to_all,test,128,d69b8786c0434ac24d94a5be5380de80baac01c025a26da1e530c57b0b3d6496,00031acedd2ee75241800cd51e8a8f73ffb476aab9d549f61428119d78fbe994,09bd9e964f23227f1636fbb24c9d92b2a8c29b032a37dc344d0baa6800a82805,0.7114774114774115,0.6561660561660562,0.7590964590964591,0.05531135531135534,-0.04761904761904756,0.1029304029304029,1.0,rbf_gamma_x1,1.0,mlp_hidden,rbf_gamma_x2,0.1
97,qfc_all_to_all,ood_composition,128,d69b8786c0434ac24d94a5be5380de80baac01c025a26da1e530c57b0b3d6496,00031acedd2ee75241800cd51e8a8f73ffb476aab9d549f61428119d78fbe994,24ecb8a8acb2fb50dbbbf2df116ad3a8f8f1f8669800b11cb20eca36d4ea74f4,0.4747247247247247,0.5025025025025025,0.6456456456456456,-0.02777777777777779,-0.17092092092092093,0.14314314314314314,1.0,rbf_gamma_x1,1.0,mlp_hidden,rbf_gamma_x2,0.1
97,qfc_all_to_all,ood_depth,128,d69b8786c0434ac24d94a5be5380de80baac01c025a26da1e530c57b0b3d6496,00031acedd2ee75241800cd51e8a8f73ffb476aab9d549f61428119d78fbe994,c26eaeae001c7e51d30e90898caf4aae499372f967438eb7222db816c345d4b7,0.7266178266178266,0.6611721611721612,0.7487179487179487,0.06544566544566544,-0.022100122100122133,0.08754578754578757,1.0,rbf_gamma_x1,1.0,mlp_hidden,rbf_gamma_x2,0.1
97,qfc_random_01,test,128,d69b8786c0434ac24d94a5be5380de80baac01c025a26da1e530c57b0b3d6496,00031acedd2ee75241800cd51e8a8f73ffb476aab9d549f61428119d78fbe994,09bd9e964f23227f1636fbb24c9d92b2a8c29b032a37dc344d0baa6800a82805,0.7035409035409035,0.6561660561660562,0.7590964590964591,0.04737484737484732,-0.05555555555555558,0.1029304029304029,1.0,rbf_gamma_x1,1.0,mlp_hidden,rbf_gamma_x2,0.1
97,qfc_random_01,ood_composition,128,d69b8786c0434ac24d94a5be5380de80baac01c025a26da1e530c57b0b3d6496,00031acedd2ee75241800cd51e8a8f73ffb476aab9d549f61428119d78fbe994,24ecb8a8acb2fb50dbbbf2df116ad3a8f8f1f8669800b11cb20eca36d4ea74f4,0.6321321321321322,0.5025025025025025,0.6456456456456456,0.12962962962962965,-0.013513513513513487,0.14314314314314314,1.0,rbf_gamma_x1,1.0,mlp_hidden,rbf_gamma_x2,0.1
97,qfc_random_01,ood_depth,128,d69b8786c0434ac24d94a5be5380de80baac01c025a26da1e530c57b0b3d6496,00031acedd2ee75241800cd51e8a8f73ffb476aab9d549f61428119d78fbe994,c26eaeae001c7e51d30e90898caf4aae499372f967438eb7222db816c345d4b7,0.7268620268620269,0.6611721611721612,0.7487179487179487,0.06568986568986579,-0.02185592185592178,0.08754578754578757,1.0,rbf_gamma_x1,1.0,mlp_hidden,rbf_gamma_x2,0.1
109,qfc_all_to_all,test,128,935910953e87e6af8cc94cc936e4ae9417d920219c325ddec76f77616a28408a,92cc692f3cb61ba24921dc7f7fd6fb2d3b768df0b10de709eca0222bd1e02285,20e5d753350a1a1014090052c3558deede7e367ae64b19e0c787d6a07ade0b50,0.7575982209043737,0.5484309364961699,0.8401284902396837,0.20916728440820376,-0.08253026933531005,0.2916975537435138,1.0,linear,100.0,mlp_hidden,linear,1.0
109,qfc_all_to_all,ood_composition,128,935910953e87e6af8cc94cc936e4ae9417d920219c325ddec76f77616a28408a,92cc692f3cb61ba24921dc7f7fd6fb2d3b768df0b10de709eca0222bd1e02285,f11fbd17499ec7d5f6b1c294ba52cdbb4494f88050091f2fcfcb1a9f7eeef554,0.7432666172473437,0.6081047689646651,0.5835186557944156,0.13516184828267852,0.15974796145292802,-0.0245861131702495,1.0,linear,100.0,mlp_hidden,linear,1.0
109,qfc_all_to_all,ood_depth,128,935910953e87e6af8cc94cc936e4ae9417d920219c325ddec76f77616a28408a,92cc692f3cb61ba24921dc7f7fd6fb2d3b768df0b10de709eca0222bd1e02285,b3295e2238dfc965d5d87640b7015a271174cc21f04e3acfbc13f1e4d27c3f8b,0.7803921568627451,0.5833333333333334,0.7740196078431372,0.19705882352941173,0.0063725490196079315,0.1906862745098038,1.0,linear,100.0,mlp_hidden,linear,1.0
