seed,train_sample_cap,eval_sample_cap,split,model_name,kernel_source,kernel_family,kernel_name,C,selection_score,accuracy,balanced_accuracy,macro_f1
23,128,128,ood_depth,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.8088235294117647,0.8515625,0.8501984126984128,0.8494956371062565
23,128,128,test,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,100.0,0.5436274509803922,0.59375,0.5909090909090908,0.5888312330121077
23,128,128,ood_composition,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,100.0,0.5436274509803922,0.46875,0.44981132075471697,0.4493927125506073
23,128,128,ood_depth,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,100.0,0.5436274509803922,0.53125,0.5198412698412699,0.5195195195195195
23,128,128,test,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.7598039215686274,0.7734375,0.7754154447702835,0.7730912647472339
23,128,128,ood_composition,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.7598039215686274,0.59375,0.6062893081761006,0.5933528836754643
23,128,128,ood_depth,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.7598039215686274,0.78125,0.7817460317460317,0.7793103448275862
23,128,128,test,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,1.0,0.5333333333333333,0.46875,0.46383186705767354,0.4525786163522012
23,128,128,ood_composition,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,1.0,0.5333333333333333,0.53125,0.5142138364779874,0.5141700404858299
23,128,128,ood_depth,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,1.0,0.5333333333333333,0.5,0.48214285714285715,0.47848230201171377
23,128,128,test,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,0.5911764705882353,0.53125,0.532258064516129,0.5311355311355311
23,128,128,ood_composition,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,0.5911764705882353,0.5078125,0.5108176100628931,0.5053671103477888
23,128,128,ood_depth,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,0.5911764705882353,0.546875,0.5496031746031746,0.5458771715194519
23,128,128,test,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.5284313725490196,0.546875,0.5425219941348973,0.5355355355355356
23,128,128,ood_composition,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.5284313725490196,0.5234375,0.5241509433962264,0.5198917788845846
23,128,128,ood_depth,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.5284313725490196,0.5234375,0.5029761904761905,0.497651675995625
37,128,128,test,best_learned_classical,mlp_hidden,rbf,rbf_gamma_x0.5,1.0,0.8456080254465378,0.7890625,0.7920658314910342,0.7889465648854962
37,128,128,ood_composition,best_learned_classical,mlp_hidden,rbf,rbf_gamma_x0.5,1.0,0.8456080254465378,0.5859375,0.5754327047274606,0.5721223588773258
37,128,128,ood_depth,best_learned_classical,mlp_hidden,rbf,rbf_gamma_x0.5,1.0,0.8456080254465378,0.796875,0.7978021978021979,0.7964276975776854
37,128,128,test,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.7807682896990458,0.7890625,0.7871530336526652,0.7874930824571112
37,128,128,ood_composition,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.7807682896990458,0.6171875,0.5968741927150607,0.5964742971112398
37,128,128,ood_depth,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.7807682896990458,0.78125,0.7824175824175824,0.7803921568627451
37,128,128,test,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,10.0,0.566797161732322,0.5625,0.5671825104396955,0.5623931623931624
37,128,128,ood_composition,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,10.0,0.566797161732322,0.4921875,0.4917334022216482,0.48511665325824616
37,128,128,ood_depth,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,10.0,0.566797161732322,0.515625,0.5174603174603174,0.5097603162836669
37,128,128,test,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.750917543430389,0.8125,0.8064357651682633,0.8087173100871732
37,128,128,ood_composition,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.750917543430389,0.625,0.6148282097649186,0.611336032388664
37,128,128,ood_depth,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.750917543430389,0.8203125,0.8206349206349206,0.8203015320759324
37,128,128,test,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,0.1,0.5,0.5390625,0.5,0.350253807106599
37,128,128,ood_composition,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,0.1,0.5,0.6171875,0.5,0.38164251207729466
37,128,128,ood_depth,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,0.1,0.5,0.4921875,0.5,0.3298429319371728
37,128,128,test,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,0.6085148030340103,0.5234375,0.5297224269221321,0.5227092120545265
37,128,128,ood_composition,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,0.6085148030340103,0.5078125,0.5315164040299665,0.5075419847328244
37,128,128,ood_depth,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,0.6085148030340103,0.5625,0.5609279609279609,0.5572028663207313
37,128,128,test,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.6048446293124541,0.6015625,0.5862196020633751,0.5767360435712896
37,128,128,ood_composition,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.6048446293124541,0.421875,0.41152157065357786,0.41021170610211705
37,128,128,ood_depth,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.6048446293124541,0.6015625,0.6028083028083029,0.5995828988529719
41,128,128,test,best_learned_classical,mlp_logits,rbf,rbf_gamma_x0.5,0.1,0.8501955034213098,0.796875,0.7975579975579976,0.7966764418377321
41,128,128,ood_composition,best_learned_classical,mlp_logits,rbf,rbf_gamma_x0.5,0.1,0.8501955034213098,0.640625,0.6087173100871731,0.6017316017316017
41,128,128,ood_depth,best_learned_classical,mlp_logits,rbf,rbf_gamma_x0.5,0.1,0.8501955034213098,0.7890625,0.7905982905982906,0.7874930824571112
41,128,128,test,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,10.0,0.7942326490713587,0.6796875,0.6807081807081807,0.6787266605448423
41,128,128,ood_composition,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,10.0,0.7942326490713587,0.515625,0.5058530510585305,0.5058530510585305
41,128,128,ood_depth,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,10.0,0.7942326490713587,0.703125,0.7042735042735042,0.7019607843137254
41,128,128,test,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,1.0,0.5838220918866079,0.5078125,0.5095238095238095,0.5026827012025902
41,128,128,ood_composition,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,1.0,0.5838220918866079,0.53125,0.5330012453300124,0.5294117647058824
41,128,128,ood_depth,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,1.0,0.5838220918866079,0.5390625,0.5398046398046399,0.5383580903478208
41,128,128,test,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,10.0,0.7790811339198436,0.7265625,0.7278388278388279,0.7252039501932159
41,128,128,ood_composition,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,10.0,0.7790811339198436,0.65625,0.6403486924034869,0.6414565826330532
41,128,128,ood_depth,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,10.0,0.7790811339198436,0.7265625,0.728083028083028,0.7245280698518108
41,128,128,test,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,100.0,0.5378787878787878,0.546875,0.5474969474969476,0.5464320625610948
41,128,128,ood_composition,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,100.0,0.5378787878787878,0.5546875,0.5468244084682441,0.5466915191053122
41,128,128,ood_depth,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,100.0,0.5378787878787878,0.453125,0.4534798534798535,0.452991452991453
41,128,128,test,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,100.0,0.5246823069403714,0.5625,0.5621489621489622,0.5620723362658846
41,128,128,ood_composition,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,100.0,0.5246823069403714,0.59375,0.5945205479452055,0.5912552198477032
41,128,128,ood_depth,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,100.0,0.5246823069403714,0.484375,0.48376068376068376,0.48323954000489355
41,128,128,test,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.5283479960899315,0.546875,0.5492063492063493,0.537733499377335
41,128,128,ood_composition,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.5283479960899315,0.4921875,0.4920298879202989,0.4896644789302582
41,128,128,ood_depth,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.5283479960899315,0.5078125,0.5092796092796092,0.5041505257332596
53,128,128,test,best_learned_classical,mlp_hidden,rbf,rbf_gamma_x1,0.1,0.7978021978021979,0.8359375,0.8369990224828934,0.83592748580846
53,128,128,ood_composition,best_learned_classical,mlp_hidden,rbf,rbf_gamma_x1,0.1,0.7978021978021979,0.625,0.6394860390412651,0.6235294117647059
53,128,128,ood_depth,best_learned_classical,mlp_hidden,rbf,rbf_gamma_x1,0.1,0.7978021978021979,0.828125,0.8251231527093597,0.8260439831974302
53,128,128,test,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.728083028083028,0.7734375,0.7724828934506354,0.772757881848791
53,128,128,ood_composition,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.728083028083028,0.640625,0.6449221645663454,0.6402737047898338
53,128,128,ood_depth,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.728083028083028,0.78125,0.783743842364532,0.7807682896990458
53,128,128,test,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,0.1,0.5804639804639804,0.5078125,0.5109970674486803,0.5041505257332596
53,128,128,ood_composition,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,0.1,0.5804639804639804,0.546875,0.5500370644922165,0.5464320625610948
53,128,128,ood_depth,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,0.1,0.5804639804639804,0.625,0.6201970443349754,0.6204595997034841
53,128,128,test,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.6415140415140415,0.6875,0.686217008797654,0.6862745098039216
53,128,128,ood_composition,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.6415140415140415,0.5390625,0.546454163577959,0.5390343648904352
53,128,128,ood_depth,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.6415140415140415,0.703125,0.7049261083743843,0.7024712503058478
53,128,128,test,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,0.1,0.5695970695970696,0.5625,0.5581622678396873,0.5515515515515516
53,128,128,ood_composition,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,0.1,0.5695970695970696,0.4765625,0.45898196194712126,0.4521877994251038
53,128,128,ood_depth,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,0.1,0.5695970695970696,0.4921875,0.5046798029556651,0.48840927258193445
53,128,128,test,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,10.0,0.5241758241758242,0.5703125,0.570136852394917,0.5700763358778627
53,128,128,ood_composition,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,10.0,0.5241758241758242,0.4921875,0.49728193723745984,0.49215650369285235
53,128,128,ood_depth,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,10.0,0.5241758241758242,0.46875,0.4625615763546798,0.46231776624660237
53,128,128,test,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,10.0,0.6095238095238096,0.5703125,0.5696480938416422,0.5696558469344092
53,128,128,ood_composition,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,10.0,0.6095238095238096,0.4609375,0.4621942179392142,0.4601136988813497
53,128,128,ood_depth,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,10.0,0.6095238095238096,0.5859375,0.5889162561576355,0.5857099236641221
67,128,128,test,best_learned_classical,mlp_hidden,rbf,rbf_gamma_x2,10.0,0.8362637362637362,0.78125,0.7837904620706696,0.7803921568627451
67,128,128,ood_composition,best_learned_classical,mlp_hidden,rbf,rbf_gamma_x2,10.0,0.8362637362637362,0.625,0.6098522167487685,0.6061538461538462
67,128,128,ood_depth,best_learned_classical,mlp_hidden,rbf,rbf_gamma_x2,10.0,0.8362637362637362,0.8203125,0.8211233211233211,0.8200378996271165
67,128,128,test,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.7811965811965812,0.6953125,0.7011366444279714,0.6951450381679389
67,128,128,ood_composition,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.7811965811965812,0.609375,0.6118226600985222,0.6089931573802542
67,128,128,ood_depth,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.7811965811965812,0.7734375,0.774969474969475,0.7717518293057861
67,128,128,test,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,100.0,0.5482295482295483,0.5078125,0.49752903385223624,0.4967234600262123
67,128,128,ood_composition,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,100.0,0.5482295482295483,0.5390625,0.5371921182266011,0.5367723731828498
67,128,128,ood_depth,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,100.0,0.5482295482295483,0.578125,0.5794871794871794,0.5755342667649226
67,128,128,test,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.7186813186813187,0.703125,0.7064492216456635,0.7024712503058478
67,128,128,ood_composition,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.7186813186813187,0.6640625,0.6603448275862069,0.6605612087573235
67,128,128,ood_depth,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.7186813186813187,0.8125,0.8131868131868132,0.8123167155425219
67,128,128,test,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,1.0,0.6280830280830281,0.5859375,0.5662218927600692,0.5601374570446735
67,128,128,ood_composition,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,1.0,0.6280830280830281,0.5,0.4881773399014778,0.4847798742138365
67,128,128,ood_depth,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,1.0,0.6280830280830281,0.5859375,0.5896214896214896,0.5635334234060349
67,128,128,test,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,0.5330891330891331,0.5703125,0.5607857672349889,0.5606315920863758
67,128,128,ood_composition,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,0.5330891330891331,0.4765625,0.4623152709359606,0.455803033187385
67,128,128,ood_depth,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,0.5330891330891331,0.5859375,0.5874236874236874,0.582856791489885
67,128,128,test,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,100.0,0.5222222222222221,0.5234375,0.5219915987150976,0.5210697417653193
67,128,128,ood_composition,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,100.0,0.5222222222222221,0.59375,0.5960591133004927,0.5933528836754643
67,128,128,ood_depth,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,100.0,0.5222222222222221,0.546875,0.5465201465201466,0.5464320625610948
79,128,128,test,best_learned_classical,mlp_hidden,linear,linear,1.0,0.8432234432234432,0.7109375,0.705392156862745,0.7057471264367816
79,128,128,ood_composition,best_learned_classical,mlp_hidden,linear,linear,1.0,0.8432234432234432,0.6796875,0.6778810863714215,0.6780960559406244
79,128,128,ood_depth,best_learned_classical,mlp_hidden,linear,linear,1.0,0.8432234432234432,0.8203125,0.8198924731182795,0.8200378996271165
79,128,128,test,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,10.0,0.6246642246642247,0.6796875,0.6799019607843138,0.6791979949874687
79,128,128,ood_composition,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,10.0,0.6246642246642247,0.6484375,0.6502324443356986,0.6484160410181286
79,128,128,ood_depth,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,10.0,0.6246642246642247,0.640625,0.6407624633431085,0.6405372405372405
79,128,128,test,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,1.0,0.5554334554334555,0.5703125,0.5759803921568627,0.569023569023569
79,128,128,ood_composition,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,1.0,0.5554334554334555,0.453125,0.4541228284805481,0.453125
79,128,128,ood_depth,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,1.0,0.5554334554334555,0.59375,0.5982404692082112,0.5873015873015872
79,128,128,test,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.7032967032967032,0.7578125,0.7563725490196078,0.7566092130282771
79,128,128,ood_composition,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.7032967032967032,0.6484375,0.6539026180572547,0.6458218040951854
79,128,128,ood_depth,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,1.0,0.7032967032967032,0.71875,0.7209188660801564,0.7181306581844874
79,128,128,test,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,0.1,0.5,0.53125,0.5,0.3469387755102041
79,128,128,ood_composition,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,0.1,0.5,0.5234375,0.5,0.3435897435897436
79,128,128,ood_depth,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,0.1,0.5,0.515625,0.5,0.3402061855670103
79,128,128,test,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,0.1,0.5,0.53125,0.5,0.3469387755102041
79,128,128,ood_composition,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,0.1,0.5,0.5234375,0.5,0.3435897435897436
79,128,128,ood_depth,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,0.1,0.5,0.515625,0.5,0.3402061855670103
79,128,128,test,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.5633699633699634,0.59375,0.5901960784313726,0.5901477832512315
79,128,128,ood_composition,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.5633699633699634,0.5703125,0.5675311964766332,0.56711553833856
79,128,128,ood_depth,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.5633699633699634,0.59375,0.5894428152492669,0.5835835835835836
83,128,128,test,best_learned_classical,mlp_logits,rbf,rbf_gamma_x1,1.0,0.7649071358748778,0.765625,0.7648351648351648,0.7647058823529411
83,128,128,ood_composition,best_learned_classical,mlp_logits,rbf,rbf_gamma_x1,1.0,0.7649071358748778,0.5859375,0.5848717948717949,0.578502640571606
83,128,128,ood_depth,best_learned_classical,mlp_logits,rbf,rbf_gamma_x1,1.0,0.7649071358748778,0.8515625,0.8508686077807683,0.8511172329354147
83,128,128,test,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,10.0,0.7336265884652982,0.7578125,0.7576312576312576,0.7576793893129772
83,128,128,ood_composition,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,10.0,0.7336265884652982,0.5625,0.5476923076923077,0.5465587044534412
83,128,128,ood_depth,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,10.0,0.7336265884652982,0.8125,0.8157572791778811,0.8123167155425219
83,128,128,test,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,0.1,0.5,0.4921875,0.5,0.3298429319371728
83,128,128,ood_composition,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,0.1,0.5,0.609375,0.5,0.3786407766990291
83,128,128,ood_depth,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,0.1,0.5,0.4765625,0.5,0.32275132275132273
83,128,128,test,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,10.0,0.7341153470185728,0.6875,0.6879120879120879,0.6874236874236874
83,128,128,ood_composition,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,10.0,0.7341153470185728,0.5703125,0.572051282051282,0.5643294758339006
83,128,128,ood_depth,qfc_random_01,qfc_trained,state_overlap,qfc_random_01,10.0,0.7341153470185728,0.734375,0.7359921702960607,0.734375
83,128,128,test,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,1.0,0.5151515151515151,0.546875,0.5477411477411478,0.5458771715194519
83,128,128,ood_composition,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,1.0,0.5151515151515151,0.46875,0.45999999999999996,0.4580323785803238
83,128,128,ood_depth,qfc_random_01,qfc_untrained,state_overlap,qfc_random_01,1.0,0.5151515151515151,0.515625,0.5174944947394177,0.5155067155067155
83,128,128,test,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,0.1,0.5,0.4921875,0.5,0.3298429319371728
83,128,128,ood_composition,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,0.1,0.5,0.609375,0.5,0.3786407766990291
83,128,128,ood_depth,qfc_random_01_random_label,qfc_trained,state_overlap,qfc_random_01_random_label,0.1,0.5,0.4765625,0.5,0.32275132275132273
83,128,128,test,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.5021994134897361,0.5,0.5025641025641026,0.4874874874874875
83,128,128,ood_composition,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.5021994134897361,0.5,0.4461538461538461,0.4330011074197121
83,128,128,ood_depth,qfc_random_01_random_label,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,0.5021994134897361,0.484375,0.4935160264252508,0.4686792452830189
97,128,128,test,best_learned_classical,mlp_hidden,rbf,rbf_gamma_x2,0.1,0.8283272283272283,0.7578125,0.7590964590964591,0.7566092130282771
97,128,128,ood_composition,best_learned_classical,mlp_hidden,rbf,rbf_gamma_x2,0.1,0.8283272283272283,0.625,0.6456456456456456,0.624633431085044
97,128,128,ood_depth,best_learned_classical,mlp_hidden,rbf,rbf_gamma_x2,0.1,0.8283272283272283,0.75,0.7487179487179487,0.7477832512315271
97,128,128,test,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.788888888888889,0.7109375,0.7114774114774115,0.7107786259541984
97,128,128,ood_composition,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.788888888888889,0.4765625,0.4747247247247247,0.4726680194306093
97,128,128,ood_depth,qfc_all_to_all,qfc_trained,state_overlap,qfc_all_to_all,1.0,0.788888888888889,0.7265625,0.7266178266178266,0.7265458096807667
97,128,128,test,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,10.0,0.5946275946275946,0.546875,0.5445665445665445,0.5355355355355356
97,128,128,ood_composition,qfc_all_to_all,qfc_untrained,state_overlap,qfc_all_to_all,10.0,0.5946275946275946,0.5390625,0.5287787787787788,0.5286775260562941
