seed,train_sample_cap,eval_sample_cap,source,kernel_family,kernel_name,C,selected,val_balanced_accuracy,params_json
11,128,128,raw,poly,poly_degree_2,1.0,False,0.4929130009775171,"{""degree"": 2, ""gamma"": 0.02040816326530612}"
11,128,128,raw,poly,poly_degree_2,10.0,False,0.4929130009775171,"{""degree"": 2, ""gamma"": 0.02040816326530612}"
11,128,128,raw,poly,poly_degree_2,100.0,False,0.5151515151515151,"{""degree"": 2, ""gamma"": 0.02040816326530612}"
11,128,128,mlp_hidden,linear,linear,0.1,False,0.8516617790811339,{}
11,128,128,mlp_hidden,linear,linear,1.0,True,0.8597262952101662,{}
11,128,128,mlp_hidden,linear,linear,10.0,False,0.8597262952101662,{}
11,128,128,mlp_hidden,linear,linear,100.0,False,0.8597262952101662,{}
11,128,128,mlp_hidden,cosine,cosine,0.1,False,0.8516617790811339,{}
11,128,128,mlp_hidden,cosine,cosine,1.0,False,0.8597262952101662,{}
11,128,128,mlp_hidden,cosine,cosine,10.0,False,0.8597262952101662,{}
11,128,128,mlp_hidden,cosine,cosine,100.0,False,0.8597262952101662,{}
11,128,128,mlp_hidden,rbf,rbf_gamma_x0.5,0.1,False,0.8369990224828934,"{""gamma"": 0.0021546723258331624, ""gamma_multiplier"": 0.5}"
11,128,128,mlp_hidden,rbf,rbf_gamma_x0.5,1.0,False,0.8369990224828934,"{""gamma"": 0.0021546723258331624, ""gamma_multiplier"": 0.5}"
11,128,128,mlp_hidden,rbf,rbf_gamma_x0.5,10.0,False,0.8369990224828934,"{""gamma"": 0.0021546723258331624, ""gamma_multiplier"": 0.5}"
11,128,128,mlp_hidden,rbf,rbf_gamma_x0.5,100.0,False,0.8294232649071358,"{""gamma"": 0.0021546723258331624, ""gamma_multiplier"": 0.5}"
11,128,128,mlp_hidden,rbf,rbf_gamma_x1,0.1,False,0.844574780058651,"{""gamma"": 0.004309344651666325, ""gamma_multiplier"": 1.0}"
11,128,128,mlp_hidden,rbf,rbf_gamma_x1,1.0,False,0.844574780058651,"{""gamma"": 0.004309344651666325, ""gamma_multiplier"": 1.0}"
11,128,128,mlp_hidden,rbf,rbf_gamma_x1,10.0,False,0.8218475073313782,"{""gamma"": 0.004309344651666325, ""gamma_multiplier"": 1.0}"
11,128,128,mlp_hidden,rbf,rbf_gamma_x1,100.0,False,0.8218475073313782,"{""gamma"": 0.004309344651666325, ""gamma_multiplier"": 1.0}"
11,128,128,mlp_hidden,rbf,rbf_gamma_x2,0.1,False,0.8365102639296188,"{""gamma"": 0.00861868930333265, ""gamma_multiplier"": 2.0}"
11,128,128,mlp_hidden,rbf,rbf_gamma_x2,1.0,False,0.8369990224828934,"{""gamma"": 0.00861868930333265, ""gamma_multiplier"": 2.0}"
11,128,128,mlp_hidden,rbf,rbf_gamma_x2,10.0,False,0.8218475073313782,"{""gamma"": 0.00861868930333265, ""gamma_multiplier"": 2.0}"
11,128,128,mlp_hidden,rbf,rbf_gamma_x2,100.0,False,0.8218475073313782,"{""gamma"": 0.00861868930333265, ""gamma_multiplier"": 2.0}"
11,128,128,mlp_logits,linear,linear,0.1,False,0.8597262952101662,{}
11,128,128,mlp_logits,linear,linear,1.0,False,0.8597262952101662,{}
11,128,128,mlp_logits,linear,linear,10.0,False,0.8597262952101662,{}
11,128,128,mlp_logits,linear,linear,100.0,False,0.8597262952101662,{}
11,128,128,mlp_logits,rbf,rbf_gamma_x0.5,0.1,False,0.8521505376344086,"{""gamma"": 0.002865877531240484, ""gamma_multiplier"": 0.5}"
11,128,128,mlp_logits,rbf,rbf_gamma_x0.5,1.0,False,0.8521505376344086,"{""gamma"": 0.002865877531240484, ""gamma_multiplier"": 0.5}"
11,128,128,mlp_logits,rbf,rbf_gamma_x0.5,10.0,False,0.8521505376344086,"{""gamma"": 0.002865877531240484, ""gamma_multiplier"": 0.5}"
11,128,128,mlp_logits,rbf,rbf_gamma_x0.5,100.0,False,0.8369990224828934,"{""gamma"": 0.002865877531240484, ""gamma_multiplier"": 0.5}"
11,128,128,mlp_logits,rbf,rbf_gamma_x1,0.1,False,0.8521505376344086,"{""gamma"": 0.005731755062480968, ""gamma_multiplier"": 1.0}"
11,128,128,mlp_logits,rbf,rbf_gamma_x1,1.0,False,0.8597262952101662,"{""gamma"": 0.005731755062480968, ""gamma_multiplier"": 1.0}"
11,128,128,mlp_logits,rbf,rbf_gamma_x1,10.0,False,0.8521505376344086,"{""gamma"": 0.005731755062480968, ""gamma_multiplier"": 1.0}"
11,128,128,mlp_logits,rbf,rbf_gamma_x1,100.0,False,0.8369990224828934,"{""gamma"": 0.005731755062480968, ""gamma_multiplier"": 1.0}"
11,128,128,mlp_logits,rbf,rbf_gamma_x2,0.1,False,0.8521505376344086,"{""gamma"": 0.011463510124961936, ""gamma_multiplier"": 2.0}"
11,128,128,mlp_logits,rbf,rbf_gamma_x2,1.0,False,0.8521505376344086,"{""gamma"": 0.011463510124961936, ""gamma_multiplier"": 2.0}"
11,128,128,mlp_logits,rbf,rbf_gamma_x2,10.0,False,0.8369990224828934,"{""gamma"": 0.011463510124961936, ""gamma_multiplier"": 2.0}"
11,128,128,mlp_logits,rbf,rbf_gamma_x2,100.0,False,0.8369990224828934,"{""gamma"": 0.011463510124961936, ""gamma_multiplier"": 2.0}"
11,128,128,polynomial_interactions,linear,linear,0.1,False,0.5,{}
11,128,128,polynomial_interactions,linear,linear,1.0,False,0.5989736070381231,{}
11,128,128,polynomial_interactions,linear,linear,10.0,False,0.5606060606060606,{}
11,128,128,polynomial_interactions,linear,linear,100.0,False,0.5606060606060606,{}
11,128,128,random_fourier,linear,rff_128_gamma_x0.5_linear,0.1,False,0.5,"{""gamma_multiplier"": 0.5, ""n_components"": 128}"
11,128,128,random_fourier,linear,rff_128_gamma_x0.5_linear,1.0,False,0.4938905180840665,"{""gamma_multiplier"": 0.5, ""n_components"": 128}"
11,128,128,random_fourier,linear,rff_128_gamma_x0.5_linear,10.0,False,0.46212121212121215,"{""gamma_multiplier"": 0.5, ""n_components"": 128}"
11,128,128,random_fourier,linear,rff_128_gamma_x0.5_linear,100.0,False,0.4838709677419355,"{""gamma_multiplier"": 0.5, ""n_components"": 128}"
11,128,128,random_fourier,linear,rff_128_gamma_x1_linear,0.1,False,0.5,"{""gamma_multiplier"": 1.0, ""n_components"": 128}"
11,128,128,random_fourier,linear,rff_128_gamma_x1_linear,1.0,False,0.5459433040078201,"{""gamma_multiplier"": 1.0, ""n_components"": 128}"
11,128,128,random_fourier,linear,rff_128_gamma_x1_linear,10.0,False,0.6080156402737048,"{""gamma_multiplier"": 1.0, ""n_components"": 128}"
11,128,128,random_fourier,linear,rff_128_gamma_x1_linear,100.0,False,0.5777126099706745,"{""gamma_multiplier"": 1.0, ""n_components"": 128}"
11,128,128,random_fourier,linear,rff_128_gamma_x2_linear,0.1,False,0.5,"{""gamma_multiplier"": 2.0, ""n_components"": 128}"
11,128,128,random_fourier,linear,rff_128_gamma_x2_linear,1.0,False,0.5161290322580645,"{""gamma_multiplier"": 2.0, ""n_components"": 128}"
11,128,128,random_fourier,linear,rff_128_gamma_x2_linear,10.0,False,0.5227272727272727,"{""gamma_multiplier"": 2.0, ""n_components"": 128}"
11,128,128,random_fourier,linear,rff_128_gamma_x2_linear,100.0,False,0.5606060606060606,"{""gamma_multiplier"": 2.0, ""n_components"": 128}"
11,128,128,tree_proximity,extra_trees,extra_trees_proximity_100,0.1,False,0.5,"{""n_estimators"": 100}"
11,128,128,tree_proximity,extra_trees,extra_trees_proximity_100,1.0,False,0.5540078201368523,"{""n_estimators"": 100}"
11,128,128,tree_proximity,extra_trees,extra_trees_proximity_100,10.0,False,0.5540078201368523,"{""n_estimators"": 100}"
11,128,128,tree_proximity,extra_trees,extra_trees_proximity_100,100.0,False,0.5540078201368523,"{""n_estimators"": 100}"
11,128,128,qfc_trained,state_overlap,qfc_all_to_all,0.1,False,0.5080645161290323,{}
11,128,128,qfc_trained,state_overlap,qfc_all_to_all,1.0,False,0.7881231671554252,{}
11,128,128,qfc_trained,state_overlap,qfc_all_to_all,10.0,True,0.7971652003910068,{}
11,128,128,qfc_trained,state_overlap,qfc_all_to_all,100.0,False,0.7971652003910068,{}
11,128,128,qfc_untrained,state_overlap,qfc_all_to_all,0.1,False,0.5,{}
11,128,128,qfc_untrained,state_overlap,qfc_all_to_all,1.0,False,0.5051319648093842,{}
11,128,128,qfc_untrained,state_overlap,qfc_all_to_all,10.0,True,0.553030303030303,{}
11,128,128,qfc_untrained,state_overlap,qfc_all_to_all,100.0,False,0.553030303030303,{}
11,128,128,qfc_trained,state_overlap,qfc_random_01,0.1,False,0.5,{}
11,128,128,qfc_trained,state_overlap,qfc_random_01,1.0,False,0.7341153470185728,{}
11,128,128,qfc_trained,state_overlap,qfc_random_01,10.0,True,0.7573313782991202,{}
11,128,128,qfc_trained,state_overlap,qfc_random_01,100.0,False,0.7573313782991202,{}
11,128,128,qfc_untrained,state_overlap,qfc_random_01,0.1,False,0.5,{}
11,128,128,qfc_untrained,state_overlap,qfc_random_01,1.0,True,0.5994623655913978,{}
11,128,128,qfc_untrained,state_overlap,qfc_random_01,10.0,False,0.5383675464320625,{}
11,128,128,qfc_untrained,state_overlap,qfc_random_01,100.0,False,0.4833822091886608,{}
11,128,128,qfc_trained,state_overlap,qfc_random_01_random_label,0.1,True,0.5,{}
11,128,128,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,False,0.46212121212121215,{}
11,128,128,qfc_trained,state_overlap,qfc_random_01_random_label,10.0,False,0.4909579667644184,{}
11,128,128,qfc_trained,state_overlap,qfc_random_01_random_label,100.0,False,0.4909579667644184,{}
11,128,128,qfc_untrained,state_overlap,qfc_random_01_random_label,0.1,False,0.5,{}
11,128,128,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,False,0.5496089931573802,{}
11,128,128,qfc_untrained,state_overlap,qfc_random_01_random_label,10.0,True,0.5838220918866079,{}
11,128,128,qfc_untrained,state_overlap,qfc_random_01_random_label,100.0,False,0.5757575757575757,{}
23,128,128,raw,linear,linear,0.1,False,0.521078431372549,{}
23,128,128,raw,linear,linear,1.0,False,0.5431372549019607,{}
23,128,128,raw,linear,linear,10.0,False,0.5117647058823529,{}
23,128,128,raw,linear,linear,100.0,False,0.5450980392156863,{}
23,128,128,raw,rbf,rbf_gamma_x0.5,0.1,False,0.5,"{""gamma"": 0.006604338584441534, ""gamma_multiplier"": 0.5}"
23,128,128,raw,rbf,rbf_gamma_x0.5,1.0,False,0.5313725490196078,"{""gamma"": 0.006604338584441534, ""gamma_multiplier"": 0.5}"
23,128,128,raw,rbf,rbf_gamma_x0.5,10.0,False,0.5514705882352942,"{""gamma"": 0.006604338584441534, ""gamma_multiplier"": 0.5}"
23,128,128,raw,rbf,rbf_gamma_x0.5,100.0,False,0.567156862745098,"{""gamma"": 0.006604338584441534, ""gamma_multiplier"": 0.5}"
23,128,128,raw,rbf,rbf_gamma_x1,0.1,False,0.5,"{""gamma"": 0.013208677168883068, ""gamma_multiplier"": 1.0}"
23,128,128,raw,rbf,rbf_gamma_x1,1.0,False,0.5598039215686275,"{""gamma"": 0.013208677168883068, ""gamma_multiplier"": 1.0}"
23,128,128,raw,rbf,rbf_gamma_x1,10.0,False,0.5421568627450981,"{""gamma"": 0.013208677168883068, ""gamma_multiplier"": 1.0}"
23,128,128,raw,rbf,rbf_gamma_x1,100.0,False,0.5588235294117647,"{""gamma"": 0.013208677168883068, ""gamma_multiplier"": 1.0}"
23,128,128,raw,rbf,rbf_gamma_x2,0.1,False,0.5,"{""gamma"": 0.026417354337766135, ""gamma_multiplier"": 2.0}"
23,128,128,raw,rbf,rbf_gamma_x2,1.0,False,0.5495098039215687,"{""gamma"": 0.026417354337766135, ""gamma_multiplier"": 2.0}"
23,128,128,raw,rbf,rbf_gamma_x2,10.0,False,0.5818627450980393,"{""gamma"": 0.026417354337766135, ""gamma_multiplier"": 2.0}"
23,128,128,raw,rbf,rbf_gamma_x2,100.0,False,0.5818627450980393,"{""gamma"": 0.026417354337766135, ""gamma_multiplier"": 2.0}"
23,128,128,raw,poly,poly_degree_2,0.1,False,0.5,"{""degree"": 2, ""gamma"": 0.02040816326530612}"
23,128,128,raw,poly,poly_degree_2,1.0,False,0.5745098039215686,"{""degree"": 2, ""gamma"": 0.02040816326530612}"
23,128,128,raw,poly,poly_degree_2,10.0,False,0.5504901960784314,"{""degree"": 2, ""gamma"": 0.02040816326530612}"
23,128,128,raw,poly,poly_degree_2,100.0,False,0.5514705882352942,"{""degree"": 2, ""gamma"": 0.02040816326530612}"
23,128,128,mlp_hidden,linear,linear,0.1,False,0.7563725490196078,{}
23,128,128,mlp_hidden,linear,linear,1.0,False,0.7563725490196078,{}
23,128,128,mlp_hidden,linear,linear,10.0,False,0.7637254901960784,{}
23,128,128,mlp_hidden,linear,linear,100.0,False,0.7637254901960784,{}
23,128,128,mlp_hidden,cosine,cosine,0.1,False,0.7563725490196078,{}
23,128,128,mlp_hidden,cosine,cosine,1.0,False,0.7563725490196078,{}
23,128,128,mlp_hidden,cosine,cosine,10.0,False,0.7637254901960784,{}
23,128,128,mlp_hidden,cosine,cosine,100.0,False,0.7637254901960784,{}
23,128,128,mlp_hidden,rbf,rbf_gamma_x0.5,0.1,False,0.7691176470588235,"{""gamma"": 0.0023902159939940036, ""gamma_multiplier"": 0.5}"
23,128,128,mlp_hidden,rbf,rbf_gamma_x0.5,1.0,False,0.7416666666666667,"{""gamma"": 0.0023902159939940036, ""gamma_multiplier"": 0.5}"
23,128,128,mlp_hidden,rbf,rbf_gamma_x0.5,10.0,False,0.7700980392156862,"{""gamma"": 0.0023902159939940036, ""gamma_multiplier"": 0.5}"
23,128,128,mlp_hidden,rbf,rbf_gamma_x0.5,100.0,True,0.7857843137254902,"{""gamma"": 0.0023902159939940036, ""gamma_multiplier"": 0.5}"
23,128,128,mlp_hidden,rbf,rbf_gamma_x1,0.1,False,0.7637254901960784,"{""gamma"": 0.004780431987988007, ""gamma_multiplier"": 1.0}"
23,128,128,mlp_hidden,rbf,rbf_gamma_x1,1.0,False,0.771078431372549,"{""gamma"": 0.004780431987988007, ""gamma_multiplier"": 1.0}"
23,128,128,mlp_hidden,rbf,rbf_gamma_x1,10.0,False,0.7774509803921569,"{""gamma"": 0.004780431987988007, ""gamma_multiplier"": 1.0}"
23,128,128,mlp_hidden,rbf,rbf_gamma_x1,100.0,False,0.7857843137254902,"{""gamma"": 0.004780431987988007, ""gamma_multiplier"": 1.0}"
23,128,128,mlp_hidden,rbf,rbf_gamma_x2,0.1,False,0.7490196078431373,"{""gamma"": 0.009560863975976015, ""gamma_multiplier"": 2.0}"
23,128,128,mlp_hidden,rbf,rbf_gamma_x2,1.0,False,0.7647058823529411,"{""gamma"": 0.009560863975976015, ""gamma_multiplier"": 2.0}"
23,128,128,mlp_hidden,rbf,rbf_gamma_x2,10.0,False,0.7857843137254902,"{""gamma"": 0.009560863975976015, ""gamma_multiplier"": 2.0}"
23,128,128,mlp_hidden,rbf,rbf_gamma_x2,100.0,False,0.7857843137254902,"{""gamma"": 0.009560863975976015, ""gamma_multiplier"": 2.0}"
23,128,128,mlp_logits,linear,linear,0.1,False,0.7774509803921569,{}
23,128,128,mlp_logits,linear,linear,1.0,False,0.7774509803921569,{}
23,128,128,mlp_logits,linear,linear,10.0,False,0.7774509803921569,{}
23,128,128,mlp_logits,linear,linear,100.0,False,0.7774509803921569,{}
23,128,128,mlp_logits,rbf,rbf_gamma_x0.5,0.1,False,0.7848039215686274,"{""gamma"": 0.00310663478930807, ""gamma_multiplier"": 0.5}"
23,128,128,mlp_logits,rbf,rbf_gamma_x0.5,1.0,False,0.7794117647058824,"{""gamma"": 0.00310663478930807, ""gamma_multiplier"": 0.5}"
23,128,128,mlp_logits,rbf,rbf_gamma_x0.5,10.0,False,0.7774509803921569,"{""gamma"": 0.00310663478930807, ""gamma_multiplier"": 0.5}"
23,128,128,mlp_logits,rbf,rbf_gamma_x0.5,100.0,False,0.771078431372549,"{""gamma"": 0.00310663478930807, ""gamma_multiplier"": 0.5}"
23,128,128,mlp_logits,rbf,rbf_gamma_x1,0.1,False,0.7774509803921569,"{""gamma"": 0.00621326957861614, ""gamma_multiplier"": 1.0}"
23,128,128,mlp_logits,rbf,rbf_gamma_x1,1.0,False,0.771078431372549,"{""gamma"": 0.00621326957861614, ""gamma_multiplier"": 1.0}"
23,128,128,mlp_logits,rbf,rbf_gamma_x1,10.0,False,0.771078431372549,"{""gamma"": 0.00621326957861614, ""gamma_multiplier"": 1.0}"
23,128,128,mlp_logits,rbf,rbf_gamma_x1,100.0,False,0.771078431372549,"{""gamma"": 0.00621326957861614, ""gamma_multiplier"": 1.0}"
23,128,128,mlp_logits,rbf,rbf_gamma_x2,0.1,False,0.771078431372549,"{""gamma"": 0.01242653915723228, ""gamma_multiplier"": 2.0}"
23,128,128,mlp_logits,rbf,rbf_gamma_x2,1.0,False,0.7774509803921569,"{""gamma"": 0.01242653915723228, ""gamma_multiplier"": 2.0}"
23,128,128,mlp_logits,rbf,rbf_gamma_x2,10.0,False,0.771078431372549,"{""gamma"": 0.01242653915723228, ""gamma_multiplier"": 2.0}"
23,128,128,mlp_logits,rbf,rbf_gamma_x2,100.0,False,0.771078431372549,"{""gamma"": 0.01242653915723228, ""gamma_multiplier"": 2.0}"
23,128,128,polynomial_interactions,linear,linear,0.1,False,0.5,{}
23,128,128,polynomial_interactions,linear,linear,1.0,False,0.5661764705882353,{}
23,128,128,polynomial_interactions,linear,linear,10.0,False,0.5681372549019608,{}
23,128,128,polynomial_interactions,linear,linear,100.0,False,0.5681372549019608,{}
23,128,128,random_fourier,linear,rff_128_gamma_x0.5_linear,0.1,False,0.5,"{""gamma_multiplier"": 0.5, ""n_components"": 128}"
23,128,128,random_fourier,linear,rff_128_gamma_x0.5_linear,1.0,False,0.4950980392156863,"{""gamma_multiplier"": 0.5, ""n_components"": 128}"
23,128,128,random_fourier,linear,rff_128_gamma_x0.5_linear,10.0,False,0.5200980392156862,"{""gamma_multiplier"": 0.5, ""n_components"": 128}"
23,128,128,random_fourier,linear,rff_128_gamma_x0.5_linear,100.0,False,0.5156862745098039,"{""gamma_multiplier"": 0.5, ""n_components"": 128}"
23,128,128,random_fourier,linear,rff_128_gamma_x1_linear,0.1,False,0.5,"{""gamma_multiplier"": 1.0, ""n_components"": 128}"
23,128,128,random_fourier,linear,rff_128_gamma_x1_linear,1.0,False,0.5127450980392156,"{""gamma_multiplier"": 1.0, ""n_components"": 128}"
23,128,128,random_fourier,linear,rff_128_gamma_x1_linear,10.0,False,0.49607843137254903,"{""gamma_multiplier"": 1.0, ""n_components"": 128}"
23,128,128,random_fourier,linear,rff_128_gamma_x1_linear,100.0,False,0.5818627450980393,"{""gamma_multiplier"": 1.0, ""n_components"": 128}"
23,128,128,random_fourier,linear,rff_128_gamma_x2_linear,0.1,False,0.5,"{""gamma_multiplier"": 2.0, ""n_components"": 128}"
23,128,128,random_fourier,linear,rff_128_gamma_x2_linear,1.0,False,0.5627450980392157,"{""gamma_multiplier"": 2.0, ""n_components"": 128}"
23,128,128,random_fourier,linear,rff_128_gamma_x2_linear,10.0,False,0.5754901960784313,"{""gamma_multiplier"": 2.0, ""n_components"": 128}"
23,128,128,random_fourier,linear,rff_128_gamma_x2_linear,100.0,False,0.5,"{""gamma_multiplier"": 2.0, ""n_components"": 128}"
23,128,128,tree_proximity,extra_trees,extra_trees_proximity_100,0.1,False,0.5,"{""n_estimators"": 100}"
23,128,128,tree_proximity,extra_trees,extra_trees_proximity_100,1.0,False,0.5882352941176471,"{""n_estimators"": 100}"
23,128,128,tree_proximity,extra_trees,extra_trees_proximity_100,10.0,False,0.5882352941176471,"{""n_estimators"": 100}"
23,128,128,tree_proximity,extra_trees,extra_trees_proximity_100,100.0,False,0.5882352941176471,"{""n_estimators"": 100}"
23,128,128,qfc_trained,state_overlap,qfc_all_to_all,0.1,False,0.5073529411764706,{}
23,128,128,qfc_trained,state_overlap,qfc_all_to_all,1.0,True,0.8088235294117647,{}
23,128,128,qfc_trained,state_overlap,qfc_all_to_all,10.0,False,0.7784313725490195,{}
23,128,128,qfc_trained,state_overlap,qfc_all_to_all,100.0,False,0.7784313725490195,{}
23,128,128,qfc_untrained,state_overlap,qfc_all_to_all,0.1,False,0.5,{}
23,128,128,qfc_untrained,state_overlap,qfc_all_to_all,1.0,False,0.4862745098039216,{}
23,128,128,qfc_untrained,state_overlap,qfc_all_to_all,10.0,False,0.5416666666666667,{}
23,128,128,qfc_untrained,state_overlap,qfc_all_to_all,100.0,True,0.5436274509803922,{}
23,128,128,qfc_trained,state_overlap,qfc_random_01,0.1,False,0.5220588235294118,{}
23,128,128,qfc_trained,state_overlap,qfc_random_01,1.0,True,0.7598039215686274,{}
23,128,128,qfc_trained,state_overlap,qfc_random_01,10.0,False,0.7441176470588236,{}
23,128,128,qfc_trained,state_overlap,qfc_random_01,100.0,False,0.7441176470588236,{}
23,128,128,qfc_untrained,state_overlap,qfc_random_01,0.1,False,0.5,{}
23,128,128,qfc_untrained,state_overlap,qfc_random_01,1.0,True,0.5333333333333333,{}
23,128,128,qfc_untrained,state_overlap,qfc_random_01,10.0,False,0.5294117647058824,{}
23,128,128,qfc_untrained,state_overlap,qfc_random_01,100.0,False,0.5294117647058824,{}
23,128,128,qfc_trained,state_overlap,qfc_random_01_random_label,0.1,False,0.5,{}
23,128,128,qfc_trained,state_overlap,qfc_random_01_random_label,1.0,True,0.5911764705882353,{}
23,128,128,qfc_trained,state_overlap,qfc_random_01_random_label,10.0,False,0.5357843137254902,{}
23,128,128,qfc_trained,state_overlap,qfc_random_01_random_label,100.0,False,0.5357843137254902,{}
23,128,128,qfc_untrained,state_overlap,qfc_random_01_random_label,0.1,False,0.5,{}
23,128,128,qfc_untrained,state_overlap,qfc_random_01_random_label,1.0,True,0.5284313725490196,{}
23,128,128,qfc_untrained,state_overlap,qfc_random_01_random_label,10.0,False,0.5112745098039215,{}
23,128,128,qfc_untrained,state_overlap,qfc_random_01_random_label,100.0,False,0.5112745098039215,{}
37,128,128,raw,linear,linear,0.1,False,0.5089307560557866,{}
37,128,128,raw,linear,linear,1.0,False,0.5808661609982873,{}
37,128,128,raw,linear,linear,10.0,False,0.5793980915096648,{}
37,128,128,raw,linear,linear,100.0,False,0.5704673354538781,{}
37,128,128,raw,rbf,rbf_gamma_x0.5,0.1,False,0.5,"{""gamma"": 0.006920040523578208, ""gamma_multiplier"": 0.5}"
37,128,128,raw,rbf,rbf_gamma_x0.5,1.0,False,0.5442867629067776,"{""gamma"": 0.006920040523578208, ""gamma_multiplier"": 0.5}"
37,128,128,raw,rbf,rbf_gamma_x0.5,10.0,False,0.6099828725226327,"{""gamma"": 0.006920040523578208, ""gamma_multiplier"": 0.5}"
37,128,128,raw,rbf,rbf_gamma_x0.5,100.0,False,0.5764619525324199,"{""gamma"": 0.006920040523578208, ""gamma_multiplier"": 0.5}"
37,128,128,raw,rbf,rbf_gamma_x1,0.1,False,0.5,"{""gamma"": 0.013840081047156417, ""gamma_multiplier"": 1.0}"
37,128,128,raw,rbf,rbf_gamma_x1,1.0,False,0.5748715439197455,"{""gamma"": 0.013840081047156417, ""gamma_multiplier"": 1.0}"
37,128,128,raw,rbf,rbf_gamma_x1,10.0,False,0.6085148030340103,"{""gamma"": 0.013840081047156417, ""gamma_multiplier"": 1.0}"
37,128,128,raw,rbf,rbf_gamma_x1,100.0,False,0.6085148030340103,"{""gamma"": 0.013840081047156417, ""gamma_multiplier"": 1.0}"
37,128,128,raw,rbf,rbf_gamma_x2,0.1,False,0.5,"{""gamma"": 0.027680162094312833, ""gamma_multiplier"": 2.0}"
37,128,128,raw,rbf,rbf_gamma_x2,1.0,False,0.6136530462441889,"{""gamma"": 0.027680162094312833, ""gamma_multiplier"": 2.0}"
37,128,128,raw,rbf,rbf_gamma_x2,10.0,False,0.6256422804012723,"{""gamma"": 0.027680162094312833, ""gamma_multiplier"": 2.0}"
37,128,128,raw,rbf,rbf_gamma_x2,100.0,False,0.6256422804012723,"{""gamma"": 0.027680162094312833, ""gamma_multiplier"": 2.0}"
37,128,128,raw,poly,poly_degree_2,0.1,False,0.5,"{""degree"": 2, ""gamma"": 0.02040816326530612}"
37,128,128,raw,poly,poly_degree_2,1.0,False,0.5756055786640568,"{""degree"": 2, ""gamma"": 0.02040816326530612}"
37,128,128,raw,poly,poly_degree_2,10.0,False,0.5935894298996819,"{""degree"": 2, ""gamma"": 0.02040816326530612}"
37,128,128,raw,poly,poly_degree_2,100.0,False,0.5921213604110594,"{""degree"": 2, ""gamma"": 0.02040816326530612}"
37,128,128,mlp_hidden,linear,linear,0.1,False,0.8202838267678003,{}
37,128,128,mlp_hidden,linear,linear,1.0,False,0.8277465133349645,{}
37,128,128,mlp_hidden,linear,linear,10.0,False,0.8195497920234891,{}
37,128,128,mlp_hidden,linear,linear,100.0,False,0.8195497920234891,{}
37,128,128,mlp_hidden,cosine,cosine,0.1,False,0.8202838267678003,{}
37,128,128,mlp_hidden,cosine,cosine,1.0,False,0.8277465133349645,{}
37,128,128,mlp_hidden,cosine,cosine,10.0,False,0.8195497920234891,{}
37,128,128,mlp_hidden,cosine,cosine,100.0,False,0.8195497920234891,{}
37,128,128,mlp_hidden,rbf,rbf_gamma_x0.5,0.1,False,0.8381453388793736,"{""gamma"": 0.0023755542683042137, ""gamma_multiplier"": 0.5}"
