seed,train_sample_cap,eval_sample_cap,split,sample_index
11,128,128,train,92
11,128,128,train,94
11,128,128,train,96
11,128,128,train,97
11,128,128,train,100
11,128,128,train,116
11,128,128,train,120
11,128,128,train,123
11,128,128,train,125
11,128,128,train,127
11,128,128,train,128
11,128,128,train,137
11,128,128,train,139
11,128,128,train,140
11,128,128,train,159
11,128,128,train,160
11,128,128,train,165
11,128,128,train,172
11,128,128,train,185
11,128,128,train,190
11,128,128,train,204
11,128,128,train,208
11,128,128,train,211
11,128,128,train,212
11,128,128,train,219
11,128,128,train,225
11,128,128,train,228
11,128,128,train,231
11,128,128,train,235
11,128,128,train,284
11,128,128,train,285
11,128,128,train,288
11,128,128,train,304
11,128,128,train,311
11,128,128,train,317
11,128,128,train,318
11,128,128,train,321
11,128,128,train,329
11,128,128,train,340
11,128,128,train,341
11,128,128,train,342
11,128,128,train,351
11,128,128,train,355
11,128,128,train,362
11,128,128,train,372
11,128,128,train,373
11,128,128,train,387
11,128,128,train,389
11,128,128,train,399
11,128,128,train,401
11,128,128,train,415
11,128,128,train,417
11,128,128,train,421
11,128,128,train,425
11,128,128,train,433
11,128,128,train,439
11,128,128,train,442
11,128,128,train,453
11,128,128,train,461
11,128,128,train,473
11,128,128,train,477
11,128,128,train,478
11,128,128,train,480
11,128,128,train,485
11,128,128,train,488
11,128,128,train,489
11,128,128,train,493
11,128,128,train,501
11,128,128,train,503
11,128,128,train,506
11,128,128,train,515
11,128,128,train,517
11,128,128,train,519
11,128,128,train,521
11,128,128,train,525
11,128,128,train,527
11,128,128,train,538
11,128,128,train,543
11,128,128,train,567
11,128,128,train,577
11,128,128,train,579
11,128,128,train,582
11,128,128,train,603
11,128,128,train,623
11,128,128,train,626
11,128,128,train,627
11,128,128,train,634
11,128,128,train,640
11,128,128,train,642
11,128,128,train,644
11,128,128,train,646
11,128,128,train,657
11,128,128,train,658
11,128,128,train,659
11,128,128,train,667
11,128,128,train,676
11,128,128,train,684
11,128,128,train,685
11,128,128,train,687
11,128,128,train,691
11,128,128,train,692
11,128,128,train,695
11,128,128,train,699
11,128,128,train,705
11,128,128,train,718
11,128,128,train,721
11,128,128,train,725
11,128,128,train,752
11,128,128,train,764
11,128,128,train,787
11,128,128,train,791
11,128,128,train,792
11,128,128,train,799
23,128,128,test,4
23,128,128,test,5
23,128,128,test,13
23,128,128,test,19
23,128,128,test,25
23,128,128,test,26
23,128,128,test,27
23,128,128,test,35
23,128,128,test,36
23,128,128,test,37
23,128,128,test,39
23,128,128,test,40
23,128,128,test,42
23,128,128,test,43
23,128,128,test,46
23,128,128,test,50
23,128,128,test,51
23,128,128,test,53
23,128,128,test,55
23,128,128,test,59
23,128,128,test,60
23,128,128,test,67
23,128,128,test,68
23,128,128,test,72
23,128,128,test,73
23,128,128,test,74
23,128,128,test,75
23,128,128,test,79
23,128,128,test,81
23,128,128,test,83
23,128,128,test,85
23,128,128,test,87
23,128,128,test,92
23,128,128,test,94
23,128,128,test,95
23,128,128,test,101
23,128,128,test,102
23,128,128,test,106
23,128,128,test,107
23,128,128,test,118
23,128,128,test,119
23,128,128,test,121
23,128,128,test,122
23,128,128,test,123
23,128,128,test,125
23,128,128,test,131
23,128,128,test,135
23,128,128,test,136
23,128,128,test,137
23,128,128,test,140
23,128,128,test,144
23,128,128,test,149
23,128,128,test,150
23,128,128,test,151
23,128,128,test,154
23,128,128,test,155
23,128,128,test,156
23,128,128,test,159
23,128,128,test,160
23,128,128,test,161
23,128,128,test,164
23,128,128,test,168
23,128,128,test,171
23,128,128,test,173
23,128,128,test,175
23,128,128,test,181
23,128,128,test,185
23,128,128,test,187
23,128,128,test,190
23,128,128,test,191
23,128,128,test,193
23,128,128,test,195
23,128,128,test,197
23,128,128,test,203
23,128,128,test,204
23,128,128,test,205
23,128,128,test,208
23,128,128,test,209
23,128,128,test,218
23,128,128,test,220
23,128,128,test,221
23,128,128,test,223
23,128,128,test,225
23,128,128,test,230
23,128,128,test,233
23,128,128,test,242
23,128,128,test,245
23,128,128,test,246
23,128,128,test,247
23,128,128,test,259
23,128,128,test,262
23,128,128,test,263
23,128,128,test,269
23,128,128,test,275
23,128,128,test,276
23,128,128,test,277
23,128,128,test,279
23,128,128,test,280
23,128,128,test,282
23,128,128,test,283
23,128,128,test,284
23,128,128,test,289
23,128,128,test,294
23,128,128,test,296
23,128,128,test,297
23,128,128,test,299
23,128,128,test,302
23,128,128,test,306
23,128,128,test,310
23,128,128,test,316
23,128,128,test,320
23,128,128,test,324
23,128,128,test,325
23,128,128,test,329
23,128,128,test,332
23,128,128,test,334
23,128,128,test,336
23,128,128,test,337
23,128,128,test,340
23,128,128,test,341
23,128,128,test,342
23,128,128,test,343
23,128,128,test,346
23,128,128,test,348
23,128,128,test,350
23,128,128,test,354
23,128,128,test,355
23,128,128,test,356
23,128,128,ood_composition,0
23,128,128,ood_composition,1
23,128,128,ood_composition,3
23,128,128,ood_composition,4
23,128,128,ood_composition,7
23,128,128,ood_composition,8
23,128,128,ood_composition,9
23,128,128,ood_composition,10
23,128,128,ood_composition,11
23,128,128,ood_composition,12
23,128,128,ood_composition,13
23,128,128,ood_composition,16
23,128,128,ood_composition,17
23,128,128,ood_composition,18
23,128,128,ood_composition,19
23,128,128,ood_composition,20
23,128,128,ood_composition,21
23,128,128,ood_composition,23
23,128,128,ood_composition,25
23,128,128,ood_composition,27
23,128,128,ood_composition,28
23,128,128,ood_composition,29
23,128,128,ood_composition,30
23,128,128,ood_composition,32
23,128,128,ood_composition,33
23,128,128,ood_composition,34
23,128,128,ood_composition,35
23,128,128,ood_composition,36
23,128,128,ood_composition,37
23,128,128,ood_composition,38
23,128,128,ood_composition,39
23,128,128,ood_composition,40
23,128,128,ood_composition,41
23,128,128,ood_composition,42
23,128,128,ood_composition,46
23,128,128,ood_composition,47
23,128,128,ood_composition,48
23,128,128,ood_composition,49
23,128,128,ood_composition,50
23,128,128,ood_composition,51
23,128,128,ood_composition,52
23,128,128,ood_composition,57
23,128,128,ood_composition,58
23,128,128,ood_composition,60
23,128,128,ood_composition,61
23,128,128,ood_composition,62
23,128,128,ood_composition,64
23,128,128,ood_composition,65
23,128,128,ood_composition,66
23,128,128,ood_composition,68
23,128,128,ood_composition,69
23,128,128,ood_composition,70
23,128,128,ood_composition,71
23,128,128,ood_composition,72
23,128,128,ood_composition,74
23,128,128,ood_composition,77
23,128,128,ood_composition,79
23,128,128,ood_composition,81
23,128,128,ood_composition,82
23,128,128,ood_composition,83
23,128,128,ood_composition,85
23,128,128,ood_composition,86
23,128,128,ood_composition,87
23,128,128,ood_composition,88
23,128,128,ood_composition,91
23,128,128,ood_composition,92
23,128,128,ood_composition,95
23,128,128,ood_composition,96
23,128,128,ood_composition,97
23,128,128,ood_composition,98
23,128,128,ood_composition,99
23,128,128,ood_composition,101
23,128,128,ood_composition,105
23,128,128,ood_composition,106
23,128,128,ood_composition,109
23,128,128,ood_composition,110
23,128,128,ood_composition,112
23,128,128,ood_composition,114
23,128,128,ood_composition,115
23,128,128,ood_composition,116
23,128,128,ood_composition,117
23,128,128,ood_composition,119
23,128,128,ood_composition,120
23,128,128,ood_composition,121
23,128,128,ood_composition,122
23,128,128,ood_composition,123
23,128,128,ood_composition,124
23,128,128,ood_composition,125
23,128,128,ood_composition,126
23,128,128,ood_composition,127
23,128,128,ood_composition,128
23,128,128,ood_composition,130
23,128,128,ood_composition,131
23,128,128,ood_composition,132
23,128,128,ood_composition,133
23,128,128,ood_composition,134
23,128,128,ood_composition,135
23,128,128,ood_composition,136
23,128,128,ood_composition,138
23,128,128,ood_composition,139
23,128,128,ood_composition,141
23,128,128,ood_composition,142
23,128,128,ood_composition,143
23,128,128,ood_composition,144
23,128,128,ood_composition,145
23,128,128,ood_composition,146
23,128,128,ood_composition,147
23,128,128,ood_composition,148
23,128,128,ood_composition,150
23,128,128,ood_composition,151
23,128,128,ood_composition,155
23,128,128,ood_composition,156
23,128,128,ood_composition,157
23,128,128,ood_composition,158
23,128,128,ood_composition,159
23,128,128,ood_composition,162
23,128,128,ood_composition,163
23,128,128,ood_composition,165
23,128,128,ood_composition,166
23,128,128,ood_composition,169
23,128,128,ood_composition,170
23,128,128,ood_composition,171
23,128,128,ood_composition,172
23,128,128,ood_composition,173
23,128,128,ood_composition,175
23,128,128,ood_composition,176
23,128,128,ood_composition,177
23,128,128,ood_composition,178
23,128,128,ood_depth,1
23,128,128,ood_depth,2
23,128,128,ood_depth,3
23,128,128,ood_depth,4
23,128,128,ood_depth,7
23,128,128,ood_depth,10
23,128,128,ood_depth,12
23,128,128,ood_depth,14
23,128,128,ood_depth,15
23,128,128,ood_depth,16
23,128,128,ood_depth,17
23,128,128,ood_depth,18
23,128,128,ood_depth,19
23,128,128,ood_depth,20
23,128,128,ood_depth,22
23,128,128,ood_depth,23
23,128,128,ood_depth,24
23,128,128,ood_depth,25
23,128,128,ood_depth,26
23,128,128,ood_depth,27
23,128,128,ood_depth,29
23,128,128,ood_depth,30
23,128,128,ood_depth,31
23,128,128,ood_depth,33
23,128,128,ood_depth,35
23,128,128,ood_depth,36
23,128,128,ood_depth,37
23,128,128,ood_depth,38
23,128,128,ood_depth,39
23,128,128,ood_depth,40
23,128,128,ood_depth,41
23,128,128,ood_depth,42
23,128,128,ood_depth,43
23,128,128,ood_depth,44
23,128,128,ood_depth,45
23,128,128,ood_depth,46
23,128,128,ood_depth,47
23,128,128,ood_depth,48
23,128,128,ood_depth,49
23,128,128,ood_depth,50
23,128,128,ood_depth,51
23,128,128,ood_depth,53
23,128,128,ood_depth,55
23,128,128,ood_depth,56
23,128,128,ood_depth,59
23,128,128,ood_depth,61
23,128,128,ood_depth,62
23,128,128,ood_depth,63
23,128,128,ood_depth,66
23,128,128,ood_depth,67
23,128,128,ood_depth,68
23,128,128,ood_depth,70
23,128,128,ood_depth,71
23,128,128,ood_depth,72
23,128,128,ood_depth,74
23,128,128,ood_depth,75
23,128,128,ood_depth,76
23,128,128,ood_depth,78
23,128,128,ood_depth,79
23,128,128,ood_depth,80
23,128,128,ood_depth,81
23,128,128,ood_depth,82
23,128,128,ood_depth,83
23,128,128,ood_depth,84
23,128,128,ood_depth,85
23,128,128,ood_depth,86
23,128,128,ood_depth,89
23,128,128,ood_depth,90
23,128,128,ood_depth,91
23,128,128,ood_depth,92
23,128,128,ood_depth,93
23,128,128,ood_depth,94
23,128,128,ood_depth,95
23,128,128,ood_depth,96
23,128,128,ood_depth,98
23,128,128,ood_depth,99
23,128,128,ood_depth,100
23,128,128,ood_depth,101
23,128,128,ood_depth,102
23,128,128,ood_depth,103
23,128,128,ood_depth,104
23,128,128,ood_depth,105
23,128,128,ood_depth,106
23,128,128,ood_depth,108
23,128,128,ood_depth,110
23,128,128,ood_depth,111
23,128,128,ood_depth,112
23,128,128,ood_depth,113
23,128,128,ood_depth,114
23,128,128,ood_depth,118
23,128,128,ood_depth,119
23,128,128,ood_depth,120
23,128,128,ood_depth,121
23,128,128,ood_depth,122
23,128,128,ood_depth,123
23,128,128,ood_depth,124
23,128,128,ood_depth,125
23,128,128,ood_depth,128
23,128,128,ood_depth,129
23,128,128,ood_depth,130
23,128,128,ood_depth,131
23,128,128,ood_depth,132
23,128,128,ood_depth,136
23,128,128,ood_depth,138
23,128,128,ood_depth,139
23,128,128,ood_depth,141
23,128,128,ood_depth,142
23,128,128,ood_depth,143
23,128,128,ood_depth,144
23,128,128,ood_depth,145
23,128,128,ood_depth,146
23,128,128,ood_depth,151
23,128,128,ood_depth,152
23,128,128,ood_depth,155
23,128,128,ood_depth,157
23,128,128,ood_depth,158
23,128,128,ood_depth,159
23,128,128,ood_depth,160
23,128,128,ood_depth,161
23,128,128,ood_depth,162
23,128,128,ood_depth,167
23,128,128,ood_depth,168
23,128,128,ood_depth,169
23,128,128,ood_depth,171
23,128,128,ood_depth,172
23,128,128,ood_depth,174
23,128,128,ood_depth,178
23,128,128,ood_depth,179
23,128,128,train,3
23,128,128,train,15
23,128,128,train,23
23,128,128,train,25
23,128,128,train,39
23,128,128,train,41
23,128,128,train,53
23,128,128,train,54
23,128,128,train,70
23,128,128,train,83
23,128,128,train,86
23,128,128,train,95
23,128,128,train,104
23,128,128,train,115
23,128,128,train,117
23,128,128,train,130
23,128,128,train,131
23,128,128,train,134
23,128,128,train,137
23,128,128,train,144
23,128,128,train,148
23,128,128,train,166
23,128,128,train,167
23,128,128,train,169
23,128,128,train,174
23,128,128,train,196
23,128,128,train,203
23,128,128,train,207
23,128,128,train,209
23,128,128,train,213
23,128,128,train,216
23,128,128,train,220
23,128,128,train,230
23,128,128,train,233
23,128,128,train,238
23,128,128,train,244
23,128,128,train,247
23,128,128,train,258
23,128,128,train,260
23,128,128,train,263
23,128,128,train,278
23,128,128,train,280
23,128,128,train,281
23,128,128,train,282
23,128,128,train,292
23,128,128,train,293
23,128,128,train,294
23,128,128,train,301
23,128,128,train,306
23,128,128,train,310
23,128,128,train,311
23,128,128,train,316
23,128,128,train,320
23,128,128,train,324
23,128,128,train,327
23,128,128,train,334
23,128,128,train,337
23,128,128,train,360
23,128,128,train,366
23,128,128,train,370
23,128,128,train,377
23,128,128,train,395
23,128,128,train,418
23,128,128,train,422
23,128,128,train,427
23,128,128,train,429
23,128,128,train,434
23,128,128,train,440
23,128,128,train,448
23,128,128,train,451
23,128,128,train,455
23,128,128,train,472
23,128,128,train,479
23,128,128,train,480
23,128,128,train,488
23,128,128,train,493
23,128,128,train,498
23,128,128,train,511
23,128,128,train,516
23,128,128,train,524
23,128,128,train,528
23,128,128,train,532
23,128,128,train,534
23,128,128,train,541
23,128,128,train,548
23,128,128,train,553
23,128,128,train,559
23,128,128,train,568
23,128,128,train,570
23,128,128,train,581
23,128,128,train,582
23,128,128,train,583
23,128,128,train,589
23,128,128,train,595
23,128,128,train,596
23,128,128,train,600
23,128,128,train,602
23,128,128,train,604
23,128,128,train,616
23,128,128,train,618
23,128,128,train,620
23,128,128,train,624
23,128,128,train,625
23,128,128,train,626
23,128,128,train,627
23,128,128,train,636
23,128,128,train,638
23,128,128,train,646
23,128,128,train,680
23,128,128,train,688
23,128,128,train,690
23,128,128,train,715
23,128,128,train,716
23,128,128,train,722
23,128,128,train,735
23,128,128,train,741
23,128,128,train,747
23,128,128,train,749
23,128,128,train,750
23,128,128,train,756
23,128,128,train,761
23,128,128,train,775
23,128,128,train,778
23,128,128,train,784
23,128,128,train,788
23,128,128,train,801
23,128,128,train,807
23,128,128,train,808
37,128,128,test,5
37,128,128,test,8
37,128,128,test,14
37,128,128,test,16
37,128,128,test,20
37,128,128,test,21
37,128,128,test,22
37,128,128,test,23
37,128,128,test,24
37,128,128,test,25
37,128,128,test,31
37,128,128,test,37
37,128,128,test,38
37,128,128,test,39
37,128,128,test,40
37,128,128,test,42
37,128,128,test,43
37,128,128,test,44
37,128,128,test,46
37,128,128,test,54
37,128,128,test,62
37,128,128,test,63
37,128,128,test,64
37,128,128,test,67
37,128,128,test,68
37,128,128,test,69
37,128,128,test,71
37,128,128,test,76
37,128,128,test,78
37,128,128,test,81
37,128,128,test,85
37,128,128,test,86
37,128,128,test,87
37,128,128,test,90
37,128,128,test,92
37,128,128,test,95
37,128,128,test,96
37,128,128,test,100
37,128,128,test,101
37,128,128,test,102
37,128,128,test,104
37,128,128,test,106
37,128,128,test,113
37,128,128,test,118
37,128,128,test,126
37,128,128,test,127
37,128,128,test,129
37,128,128,test,130
37,128,128,test,141
37,128,128,test,142
37,128,128,test,144
37,128,128,test,146
37,128,128,test,148
37,128,128,test,149
37,128,128,test,150
37,128,128,test,154
37,128,128,test,155
37,128,128,test,157
37,128,128,test,158
37,128,128,test,166
37,128,128,test,167
37,128,128,test,172
37,128,128,test,180
37,128,128,test,182
37,128,128,test,183
37,128,128,test,184
37,128,128,test,185
37,128,128,test,186
37,128,128,test,187
37,128,128,test,188
37,128,128,test,190
37,128,128,test,192
37,128,128,test,194
37,128,128,test,196
37,128,128,test,197
37,128,128,test,198
37,128,128,test,199
37,128,128,test,200
37,128,128,test,202
37,128,128,test,203
37,128,128,test,219
37,128,128,test,222
37,128,128,test,225
37,128,128,test,226
37,128,128,test,228
37,128,128,test,229
37,128,128,test,230
37,128,128,test,234
37,128,128,test,235
37,128,128,test,240
37,128,128,test,244
37,128,128,test,245
37,128,128,test,246
37,128,128,test,249
37,128,128,test,250
37,128,128,test,255
37,128,128,test,258
37,128,128,test,259
37,128,128,test,260
37,128,128,test,262
37,128,128,test,264
37,128,128,test,265
37,128,128,test,268
37,128,128,test,272
37,128,128,test,274
37,128,128,test,275
37,128,128,test,279
37,128,128,test,284
37,128,128,test,286
37,128,128,test,290
37,128,128,test,303
37,128,128,test,304
37,128,128,test,307
37,128,128,test,309
37,128,128,test,313
37,128,128,test,316
37,128,128,test,318
37,128,128,test,325
37,128,128,test,326
37,128,128,test,331
37,128,128,test,333
37,128,128,test,334
37,128,128,test,337
37,128,128,test,349
37,128,128,test,350
37,128,128,test,352
37,128,128,test,357
37,128,128,test,359
37,128,128,ood_composition,0
37,128,128,ood_composition,2
37,128,128,ood_composition,3
37,128,128,ood_composition,4
37,128,128,ood_composition,5
37,128,128,ood_composition,6
37,128,128,ood_composition,7
37,128,128,ood_composition,9
37,128,128,ood_composition,10
37,128,128,ood_composition,14
37,128,128,ood_composition,15
37,128,128,ood_composition,16
37,128,128,ood_composition,18
37,128,128,ood_composition,19
37,128,128,ood_composition,21
37,128,128,ood_composition,24
37,128,128,ood_composition,25
37,128,128,ood_composition,26
37,128,128,ood_composition,27
37,128,128,ood_composition,28
37,128,128,ood_composition,29
37,128,128,ood_composition,30
37,128,128,ood_composition,31
37,128,128,ood_composition,32
37,128,128,ood_composition,33
37,128,128,ood_composition,34
37,128,128,ood_composition,35
