seed,topology,split,exact_initial_balanced_accuracy,trained_balanced_accuracy,shuffled_label_balanced_accuracy,trained_minus_exact_initial,trained_minus_shuffled_label,initial_C,trained_C,shuffled_C,initial_validation_balanced_accuracy,trained_validation_balanced_accuracy,shuffled_validation_balanced_accuracy
41,qfc_random_01,ood_composition,0.5763387297633873,0.6403486924034869,0.5945205479452055,0.06400996264009962,0.04582814445828143,10.0,10.0,100.0,0.5009775171065494,0.7790811339198436,0.5246823069403714
41,qfc_random_01,ood_depth,0.5142857142857142,0.728083028083028,0.48376068376068376,0.21379731379731381,0.2443223443223443,10.0,10.0,100.0,0.5009775171065494,0.7790811339198436,0.5246823069403714
53,qfc_all_to_all,test,0.5610948191593352,0.7724828934506354,0.5478983382209188,0.21138807429130013,0.22458455522971654,1.0,1.0,1.0,0.5015873015873016,0.728083028083028,0.555921855921856
53,qfc_all_to_all,ood_composition,0.4621942179392142,0.6449221645663454,0.4902396837163331,0.1827279466271312,0.15468248085001235,1.0,1.0,1.0,0.5015873015873016,0.728083028083028,0.555921855921856
53,qfc_all_to_all,ood_depth,0.5258620689655172,0.783743842364532,0.5285714285714286,0.25788177339901475,0.2551724137931034,1.0,1.0,1.0,0.5015873015873016,0.728083028083028,0.555921855921856
53,qfc_random_01,test,0.5794232649071359,0.686217008797654,0.570136852394917,0.1067937438905181,0.11608015640273706,0.1,1.0,10.0,0.5047619047619047,0.6415140415140415,0.5241758241758242
53,qfc_random_01,ood_composition,0.5214974054855448,0.546454163577959,0.49728193723745984,0.024956758092414155,0.049172226340499114,0.1,1.0,10.0,0.5047619047619047,0.6415140415140415,0.5241758241758242
53,qfc_random_01,ood_depth,0.4504926108374384,0.7049261083743843,0.4625615763546798,0.2544334975369459,0.24236453201970448,0.1,1.0,10.0,0.5047619047619047,0.6415140415140415,0.5241758241758242
67,qfc_all_to_all,test,0.5803063998023227,0.7011366444279714,0.5731405979738078,0.12083024462564873,0.12799604645416363,1.0,1.0,1.0,0.6283272283272283,0.7811965811965812,0.6268620268620269
67,qfc_all_to_all,ood_composition,0.46379310344827585,0.6118226600985222,0.47931034482758617,0.1480295566502463,0.132512315270936,1.0,1.0,1.0,0.6283272283272283,0.7811965811965812,0.6268620268620269
67,qfc_all_to_all,ood_depth,0.6335775335775335,0.774969474969475,0.6105006105006106,0.14139194139194144,0.16446886446886444,1.0,1.0,1.0,0.6283272283272283,0.7811965811965812,0.6268620268620269
67,qfc_random_01,test,0.5803063998023227,0.7064492216456635,0.5607857672349889,0.1261428218433408,0.14566345441067463,1.0,1.0,1.0,0.5571428571428572,0.7186813186813187,0.5330891330891331
67,qfc_random_01,ood_composition,0.4822660098522167,0.6603448275862069,0.4623152709359606,0.17807881773399026,0.19802955665024635,1.0,1.0,1.0,0.5571428571428572,0.7186813186813187,0.5330891330891331
67,qfc_random_01,ood_depth,0.617948717948718,0.8131868131868132,0.5874236874236874,0.1952380952380952,0.22576312576312574,1.0,1.0,1.0,0.5571428571428572,0.7186813186813187,0.5330891330891331
79,qfc_all_to_all,test,0.5,0.6799019607843138,0.5,0.17990196078431375,0.17990196078431375,0.1,10.0,0.1,0.5,0.6246642246642247,0.5
79,qfc_all_to_all,ood_composition,0.5,0.6502324443356986,0.5,0.1502324443356986,0.1502324443356986,0.1,10.0,0.1,0.5,0.6246642246642247,0.5
79,qfc_all_to_all,ood_depth,0.5,0.6407624633431085,0.5,0.1407624633431085,0.1407624633431085,0.1,10.0,0.1,0.5,0.6246642246642247,0.5
79,qfc_random_01,test,0.5,0.7563725490196078,0.5,0.2563725490196078,0.2563725490196078,0.1,1.0,0.1,0.5,0.7032967032967032,0.5
79,qfc_random_01,ood_composition,0.5,0.6539026180572547,0.5,0.1539026180572547,0.1539026180572547,0.1,1.0,0.1,0.5,0.7032967032967032,0.5
79,qfc_random_01,ood_depth,0.5,0.7209188660801564,0.5,0.22091886608015643,0.22091886608015643,0.1,1.0,0.1,0.5,0.7032967032967032,0.5
83,qfc_all_to_all,test,0.5,0.7576312576312576,0.5,0.2576312576312576,0.2576312576312576,0.1,10.0,0.1,0.5,0.7336265884652982,0.5
83,qfc_all_to_all,ood_composition,0.5,0.5476923076923077,0.5,0.0476923076923077,0.0476923076923077,0.1,10.0,0.1,0.5,0.7336265884652982,0.5
83,qfc_all_to_all,ood_depth,0.5,0.8157572791778811,0.5,0.3157572791778811,0.3157572791778811,0.1,10.0,0.1,0.5,0.7336265884652982,0.5
83,qfc_random_01,test,0.5,0.6879120879120879,0.5,0.1879120879120879,0.1879120879120879,0.1,10.0,0.1,0.5,0.7341153470185728,0.5
83,qfc_random_01,ood_composition,0.5,0.572051282051282,0.5,0.07205128205128197,0.07205128205128197,0.1,10.0,0.1,0.5,0.7341153470185728,0.5
83,qfc_random_01,ood_depth,0.5,0.7359921702960607,0.5,0.23599217029606068,0.23599217029606068,0.1,10.0,0.1,0.5,0.7341153470185728,0.5
97,qfc_all_to_all,test,0.5376068376068376,0.7114774114774115,0.5936507936507937,0.17387057387057392,0.11782661782661785,1.0,1.0,1.0,0.6008547008547009,0.788888888888889,0.5383394383394383
97,qfc_all_to_all,ood_composition,0.5540540540540541,0.4747247247247247,0.5558058058058059,-0.07932932932932935,-0.08108108108108114,1.0,1.0,1.0,0.6008547008547009,0.788888888888889,0.5383394383394383
97,qfc_all_to_all,ood_depth,0.5296703296703297,0.7266178266178266,0.5698412698412698,0.19694749694749691,0.15677655677655677,1.0,1.0,1.0,0.6008547008547009,0.788888888888889,0.5383394383394383
97,qfc_random_01,test,0.5534798534798535,0.7035409035409035,0.5542124542124542,0.15006105006104997,0.14932844932844924,1.0,1.0,1.0,0.521978021978022,0.7665445665445665,0.5301587301587302
97,qfc_random_01,ood_composition,0.5347847847847848,0.6321321321321322,0.5017517517517518,0.0973473473473474,0.13038038038038036,1.0,1.0,1.0,0.521978021978022,0.7665445665445665,0.5301587301587302
97,qfc_random_01,ood_depth,0.5368742368742369,0.7268620268620269,0.5924297924297924,0.1899877899877901,0.1344322344322345,1.0,1.0,1.0,0.521978021978022,0.7665445665445665,0.5301587301587302
109,qfc_all_to_all,test,0.5395354583642205,0.7575982209043737,0.6010625154435384,0.21806276254015322,0.15653570546083528,10.0,1.0,1.0,0.5202429149797572,0.7656882591093117,0.507085020242915
109,qfc_all_to_all,ood_composition,0.4479861625895725,0.7432666172473437,0.4514455151964418,0.29528045465777114,0.29182110205090184,10.0,1.0,1.0,0.5202429149797572,0.7656882591093117,0.507085020242915
109,qfc_all_to_all,ood_depth,0.5691176470588235,0.7803921568627451,0.5730392156862745,0.2112745098039216,0.20735294117647063,10.0,1.0,1.0,0.5202429149797572,0.7656882591093117,0.507085020242915
109,qfc_random_01,test,0.5483073881887818,0.6591302199159872,0.6221892760069188,0.11082283172720542,0.036940943909068436,10.0,1.0,100.0,0.5743927125506073,0.6842105263157895,0.5845141700404858
109,qfc_random_01,ood_composition,0.4251297257227576,0.5340993328391401,0.4077094143810229,0.10896960711638254,0.1263899184581172,10.0,1.0,100.0,0.5743927125506073,0.6842105263157895,0.5845141700404858
109,qfc_random_01,ood_depth,0.5906862745098038,0.8127450980392157,0.5137254901960784,0.22205882352941186,0.2990196078431373,10.0,1.0,100.0,0.5743927125506073,0.6842105263157895,0.5845141700404858
